Accel XYZ (m/s^2) |Gyro  XYZ (deg/sec)  |Time (nanoseconds)
-0.239 0.481 -9.924 |1.526 0.427 -5.920 |15875
-0.210 0.488 -9.898 |1.526 0.366 -5.737 |15666
-0.189 0.517 -9.940 |1.465 0.305 -5.798 |16041
-0.206 0.505 -9.976 |1.404 0.244 -5.798 |16083
-0.229 0.510 -9.957 |1.404 0.244 -5.676 |16041
-0.237 0.515 -9.936 |1.465 0.183 -5.737 |53916
-0.246 0.484 -9.940 |1.526 0.122 -5.676 |18042
-0.237 0.462 -10.004 |1.526 0.183 -5.554 |23375
-0.229 0.467 -10.000 |1.526 0.183 -5.432 |54917
-0.203 0.472 -9.981 |1.526 0.244 -5.432 |16291
-0.232 0.476 -9.959 |1.465 0.244 -5.493 |15917
-0.232 0.476 -9.959 |1.404 0.183 -5.310 |21834
-0.234 0.491 -9.921 |1.404 0.122 -5.249 |55209
-0.249 0.524 -9.940 |1.343 0.183 -5.310 |16166
-0.246 0.507 -9.997 |1.343 0.183 -5.188 |15958
-0.232 0.491 -9.993 |1.404 0.183 -5.005 |16250
-0.256 0.481 -9.983 |1.404 0.061 -4.822 |16708
-0.256 0.481 -9.983 |1.343 0.061 -4.761 |16375
-0.275 0.472 -9.943 |1.465 0.000 -4.822 |15833
-0.256 0.493 -9.888 |1.526 -0.061 -4.761 |16042
-0.239 0.510 -9.852 |1.404 0.061 -4.761 |17291
-0.244 0.510 -9.907 |1.343 0.061 -4.639 |16333
-0.232 0.496 -9.959 |1.282 0.061 -4.456 |16958
-0.222 0.500 -9.955 |1.282 0.122 -4.456 |55542
-0.225 0.515 -9.974 |1.343 0.122 -4.456 |16500
-0.225 0.515 -9.974 |1.404 0.122 -4.456 |16334
-0.220 0.519 -9.945 |1.404 0.183 -4.517 |16208
-0.213 0.488 -9.914 |1.282 0.183 -4.517 |16333
-0.215 0.467 -9.869 |1.282 0.122 -4.333 |228250
-0.234 0.486 -9.871 |1.282 0.183 -4.333 |17458
-0.241 0.484 -9.924 |1.343 0.183 -4.333 |15833
-0.239 0.464 -9.902 |1.282 0.244 -4.211 |15958
-0.234 0.486 -9.879 |1.221 0.183 -4.150 |16083
-0.229 0.498 -9.898 |1.282 0.183 -4.150 |16042
-0.256 0.486 -9.931 |1.282 0.183 -4.089 |17666
-0.273 0.472 -9.952 |1.282 0.000 -3.723 |40750
-0.225 0.481 -9.933 |1.038 0.183 -3.784 |37375
-0.237 0.467 -9.869 |0.977 0.122 -3.723 |35542
-0.225 0.424 -9.959 |1.099 0.061 -3.784 |21416
-0.213 0.428 -9.966 |1.038 0.183 -3.418 |54416
-0.251 0.496 -9.983 |1.099 0.183 -3.418 |29166
-0.246 0.474 -9.924 |1.099 0.183 -3.357 |33500
-0.246 0.498 -9.919 |1.038 0.000 -3.113 |32833
-0.227 0.484 -9.962 |1.038 0.061 -2.930 |33750
-0.241 0.450 -9.969 |0.854 0.244 -2.991 |22125
-0.229 0.479 -9.959 |0.854 0.305 -3.113 |31375
-0.239 0.464 -9.940 |0.854 0.244 -2.808 |53917
-0.241 0.491 -9.869 |0.732 0.183 -2.869 |30625
-0.253 0.469 -9.879 |0.671 0.061 -2.808 |31208
-0.225 0.455 -9.952 |0.732 0.000 -2.502 |34083
-0.241 0.503 -9.955 |0.732 0.000 -2.502 |33875
-0.232 0.512 -9.962 |0.732 -0.183 -2.502 |30291
-0.244 0.479 -9.955 |0.610 -0.122 -2.441 |55625
-0.249 0.433 -9.985 |0.732 0.244 -2.319 |30792
-0.218 0.455 -9.974 |0.793 0.122 -2.075 |30791
-0.210 0.486 -9.933 |0.610 0.061 -2.014 |30875
-0.222 0.479 -9.895 |0.549 0.122 -1.953 |32084
-0.218 0.481 -9.921 |0.610 0.183 -2.014 |26792
-0.232 0.469 -9.936 |0.671 0.061 -2.075 |32875
-0.241 0.436 -9.931 |0.610 0.061 -2.075 |30792
-0.196 0.440 -9.924 |0.610 0.061 -2.014 |31000
-0.196 0.460 -9.943 |0.366 0.061 -1.709 |493250
-0.237 0.460 -9.841 |0.427 -0.061 -1.648 |29167
-0.196 0.467 -9.874 |0.488 -0.122 -1.526 |29125
-0.191 0.498 -9.895 |0.427 -0.061 -1.343 |33000
-0.258 0.510 -9.902 |0.366 -0.061 -1.282 |33208
-0.225 0.464 -9.947 |0.366 -0.122 -1.404 |19000
-0.225 0.452 -9.943 |0.488 -0.183 -1.404 |29750
-0.229 0.440 -9.905 |0.549 -0.183 -1.404 |32459
-0.220 0.469 -9.902 |0.305 -0.122 -1.282 |36042
-0.222 0.448 -9.917 |0.183 -0.061 -1.282 |30417
-0.220 0.424 -9.931 |0.122 0.000 -1.221 |31291
-0.218 0.457 -9.943 |0.122 0.000 -1.038 |31958
-0.218 0.481 -9.966 |0.122 0.122 -0.916 |36916
-0.234 0.493 -9.995 |0.000 0.183 -0.793 |91000
-0.234 0.496 -9.938 |0.000 0.122 -0.549 |18583
-0.253 0.519 -9.895 |0.000 0.061 -0.488 |17000
-0.237 0.536 -9.893 |0.061 -0.061 -0.549 |16625
-0.237 0.536 -9.893 |0.061 -0.061 -0.610 |16375
-0.215 0.496 -9.976 |0.061 -0.061 -0.671 |20250
-0.215 0.460 -9.907 |-0.122 -0.061 -0.488 |16917
-0.215 0.460 -9.907 |-0.183 -0.122 -0.366 |16250
-0.229 0.484 -9.876 |-0.122 -0.244 -0.366 |16458
-0.244 0.522 -9.926 |-0.122 -0.244 -0.366 |18041
-0.220 0.493 -9.928 |-0.122 -0.244 -0.244 |17458
-0.249 0.479 -9.933 |-0.061 -0.183 -0.183 |16625
-0.258 0.472 -9.924 |0.000 -0.244 -0.183 |16625
-0.232 0.467 -9.852 |0.000 -0.244 -0.183 |18000
-0.249 0.481 -9.862 |0.000 -0.244 -0.244 |16250
-0.251 0.469 -9.919 |-0.122 -0.183 -0.122 |16458
-0.227 0.484 -9.895 |-0.183 -0.183 0.122 |16375
-0.225 0.493 -9.888 |-0.061 -0.061 0.183 |55792
-0.258 0.464 -9.893 |-0.122 -0.122 0.122 |17000
-0.261 0.481 -9.914 |-0.122 -0.122 0.122 |16792
-0.251 0.493 -9.957 |-0.183 -0.122 0.183 |16750
-0.249 0.491 -9.978 |-0.366 -0.122 0.305 |16542
-0.261 0.484 -9.971 |-0.488 -0.244 0.488 |16291
-0.275 0.460 -9.936 |-0.427 -0.305 0.488 |16458
-0.256 0.450 -9.888 |-0.305 0.000 0.488 |54583
-0.220 0.472 -9.952 |-0.427 0.000 0.366 |16458
-0.210 0.486 -9.940 |-0.427 -0.061 0.305 |18459
-0.208 0.472 -9.947 |-0.366 -0.061 0.366 |16666
-0.218 0.476 -9.926 |-0.366 -0.183 0.549 |16458
-0.218 0.484 -9.947 |-0.305 -0.183 0.671 |16042
-0.220 0.484 -9.898 |-0.305 -0.061 0.793 |16458
-0.246 0.476 -9.869 |-0.427 0.000 0.916 |16084
-0.246 0.476 -9.869 |-0.488 0.000 0.916 |53583
-0.227 0.450 -9.848 |-0.427 -0.122 0.977 |17500
-0.232 0.472 -9.936 |-0.427 -0.122 1.160 |16958
-0.237 0.462 -9.957 |-0.427 -0.061 1.221 |17209
-0.246 0.476 -9.974 |-0.488 0.000 1.099 |51708
-0.249 0.486 -9.976 |-0.549 0.061 1.099 |17916
-0.225 0.496 -9.924 |-0.610 -0.061 1.221 |16750
-0.222 0.507 -9.919 |-0.610 -0.244 1.282 |16375
-0.237 0.479 -9.962 |-0.610 -0.244 1.404 |287709
-0.253 0.476 -9.924 |-0.488 -0.183 1.465 |19417
-0.273 0.498 -9.900 |-0.488 -0.244 1.587 |17125
-0.263 0.464 -9.955 |-0.610 -0.244 1.648 |54083
-0.229 0.472 -9.964 |-0.610 -0.305 1.770 |16125
-0.215 0.524 -9.952 |-0.549 -0.305 1.770 |15917
-0.237 0.498 -9.976 |-0.549 -0.305 1.770 |16042
-0.225 0.464 -10.028 |-0.610 -0.183 1.892 |23291
-0.198 0.491 -10.023 |-0.671 -0.122 1.892 |19959
-0.213 0.505 -10.000 |-0.732 -0.122 1.892 |17750
-0.210 0.488 -9.928 |-0.732 -0.061 2.014 |16875
-0.210 0.488 -9.928 |-0.671 -0.122 2.075 |16333
-0.220 0.491 -9.905 |-0.671 -0.305 2.136 |16291
-0.246 0.488 -9.947 |-0.671 -0.427 2.197 |17416
-0.237 0.496 -9.993 |-0.671 -0.305 2.258 |16209
-0.218 0.479 -9.964 |-0.793 -0.305 2.319 |16208
-0.232 0.467 -9.919 |-0.793 -0.305 2.319 |16041
-0.246 0.486 -9.983 |-0.793 -0.366 2.380 |16292
-0.234 0.484 -9.962 |-0.732 -0.427 2.502 |16000
-0.232 0.472 -9.917 |-0.793 -0.366 2.563 |16208
-0.241 0.452 -9.933 |-0.977 -0.366 2.625 |16083
-0.253 0.438 -9.933 |-0.977 -0.305 2.563 |16291
-0.249 0.472 -9.912 |-0.977 -0.183 2.625 |16542
-0.229 0.481 -9.909 |-0.977 -0.122 2.686 |16750
-0.210 0.464 -9.926 |-0.977 -0.122 2.686 |55625
-0.227 0.484 -9.966 |-0.977 -0.183 2.869 |16083
-0.232 0.500 -9.978 |-0.977 -0.244 2.991 |16125
-0.215 0.519 -9.959 |-0.854 -0.244 2.930 |16125
-0.239 0.505 -9.950 |-0.793 -0.305 2.991 |16292
-0.239 0.488 -9.936 |-0.854 -0.244 3.052 |73250
-0.234 0.491 -9.919 |-0.854 -0.183 3.113 |16083
-0.232 0.493 -9.874 |-0.916 -0.183 3.174 |16084
-0.232 0.493 -9.874 |-0.916 -0.183 3.296 |16083
-0.208 0.472 -9.895 |-0.916 -0.122 3.296 |196458
-0.268 0.472 -9.974 |-0.977 -0.305 3.479 |22167
-0.261 0.462 -9.943 |-0.916 -0.366 3.479 |16417
-0.246 0.479 -9.907 |-0.854 -0.305 3.479 |16167
-0.229 0.493 -9.928 |-0.854 -0.305 3.479 |16375
-0.229 0.496 -9.900 |-0.793 -0.305 3.479 |17708
-0.253 0.481 -9.926 |-0.854 -0.305 3.479 |16459
-0.244 0.460 -9.926 |-0.977 -0.305 3.540 |16292
-0.201 0.486 -9.938 |-1.038 -0.305 3.662 |16125
-0.227 0.491 -9.933 |-1.038 -0.305 3.845 |16000
-0.244 0.467 -9.926 |-0.977 -0.305 3.906 |16000
-0.222 0.488 -9.978 |-0.916 -0.244 3.784 |53959
-0.232 0.476 -9.940 |-0.916 -0.305 3.845 |16208
-0.225 0.491 -9.928 |-1.038 -0.305 4.089 |15958
-0.220 0.522 -9.919 |-1.038 -0.305 4.150 |16208
-0.239 0.522 -9.909 |-0.916 -0.366 4.089 |16292
-0.232 0.496 -9.879 |-0.854 -0.305 4.089 |16292
-0.237 0.455 -9.874 |-0.916 -0.244 4.150 |16125
-0.251 0.457 -9.914 |-0.977 -0.183 4.395 |16291
-0.225 0.479 -9.981 |-1.038 -0.244 4.578 |54292
-0.198 0.524 -10.023 |-0.977 -0.305 4.517 |23291
-0.208 0.543 -10.012 |-0.916 -0.244 4.517 |18042
-0.237 0.510 -9.947 |-0.916 -0.183 4.700 |16292
-0.239 0.484 -9.883 |-0.916 -0.244 4.822 |16459
-0.241 0.510 -9.921 |-0.916 -0.305 4.822 |16291
-0.246 0.534 -9.943 |-0.916 -0.305 4.822 |16084
-0.239 0.524 -9.928 |-0.977 -0.244 4.700 |16083
-0.258 0.524 -9.924 |-0.916 -0.305 4.761 |16167
-0.258 0.496 -9.945 |-0.916 -0.488 4.883 |16292
-0.241 0.476 -9.917 |-0.916 -0.610 4.944 |16125
-0.234 0.505 -9.871 |-0.977 -0.549 4.944 |16083
-0.215 0.529 -9.864 |-1.038 -0.427 5.066 |15792
-0.222 0.543 -9.852 |-0.977 -0.427 4.944 |16250
-0.229 0.500 -9.848 |-0.793 -0.549 5.005 |16375
-0.244 0.491 -9.898 |-0.671 -0.549 5.127 |16166
-0.253 0.507 -9.964 |-0.793 -0.427 5.127 |15875
-0.253 0.507 -9.964 |-0.916 -0.305 5.188 |16125
-0.239 0.510 -9.950 |-0.977 -0.305 5.310 |16167
-0.249 0.531 -9.902 |-1.038 -0.366 5.493 |15875
-0.222 0.491 -9.900 |-1.038 -0.366 5.493 |15917
-0.222 0.464 -9.914 |-1.099 -0.427 5.554 |54166
-0.251 0.488 -9.938 |-1.160 -0.366 5.615 |16583
-0.251 0.488 -9.938 |-1.099 -0.427 5.615 |16250
-0.261 0.498 -9.945 |-0.916 -0.427 5.615 |16459
-0.263 0.493 -9.931 |-0.854 -0.366 5.676 |53709
-0.237 0.529 -9.936 |-0.916 -0.305 5.798 |16500
-0.237 0.529 -9.936 |-1.038 -0.244 5.920 |16042
-0.225 0.496 -10.014 |-1.038 -0.244 5.981 |23041
-0.237 0.484 -10.014 |-1.099 -0.305 5.920 |18083
-0.234 0.558 -9.905 |-0.916 -0.305 5.920 |16292
-0.239 0.551 -9.924 |-0.854 -0.366 5.981 |16250
-0.268 0.522 -9.966 |-0.854 -0.427 5.981 |54333
-0.222 0.515 -9.886 |-0.854 -0.427 5.920 |303333
-0.241 0.498 -9.933 |-0.916 -0.366 5.920 |17334
-0.268 0.500 -9.962 |-0.916 -0.427 5.859 |16000
-0.232 0.541 -9.969 |-0.916 -0.549 5.981 |16208
-0.222 0.541 -9.974 |-1.038 -0.549 6.226 |26000
-0.275 0.512 -9.931 |-1.099 -0.427 6.409 |17959
-0.299 0.515 -9.888 |-0.977 -0.305 6.409 |16416
-0.256 0.517 -9.890 |-0.854 -0.305 6.470 |17125
-0.213 0.522 -9.962 |-0.977 -0.366 6.836 |54125
-0.218 0.529 -9.962 |-0.977 -0.366 6.836 |16083
-0.227 0.527 -9.890 |-0.916 -0.366 6.836 |16208
-0.227 0.531 -9.909 |-0.793 -0.488 6.775 |15792
-0.234 0.531 -9.909 |-0.793 -0.549 6.836 |15834
-0.241 0.524 -9.907 |-0.793 -0.366 6.836 |15833
-0.258 0.543 -9.919 |-0.732 -0.244 6.836 |16000
-0.258 0.539 -9.969 |-0.793 -0.366 6.897 |15834
-0.239 0.498 -10.019 |-0.916 -0.427 7.019 |23375
-0.246 0.503 -9.981 |-0.916 -0.549 7.141 |15917
-0.251 0.498 -9.893 |-0.793 -0.549 7.141 |15875
-0.253 0.498 -9.912 |-0.854 -0.549 7.202 |54334
-0.253 0.517 -9.938 |-0.732 -0.549 7.263 |16250
-0.237 0.515 -9.931 |-0.732 -0.549 7.263 |15917
-0.246 0.517 -10.002 |-0.732 -0.488 7.324 |22500
-0.241 0.505 -9.943 |-0.793 -0.488 7.385 |15917
-0.253 0.515 -9.909 |-0.916 -0.427 7.507 |16334
-0.237 0.524 -9.921 |-0.916 -0.488 7.690 |1086292
-0.246 0.510 -9.850 |-0.977 -0.549 7.690 |42375
-0.241 0.522 -9.945 |-0.549 -0.549 7.874 |919750
-0.244 0.491 -9.909 |-0.671 -0.488 7.812 |35708
-0.268 0.488 -9.924 |-0.549 -0.549 8.240 |37583
-0.241 0.563 -9.893 |-0.488 -0.549 8.179 |33833
-0.251 0.570 -9.950 |-0.671 -0.305 8.240 |32083
-0.237 0.553 -9.957 |-0.549 -0.366 8.484 |33208
-0.239 0.551 -9.917 |-0.488 -0.488 8.545 |34375
-0.246 0.543 -9.931 |-0.610 -0.549 8.606 |37292
-0.232 0.534 -9.912 |-0.549 -0.549 8.545 |26625
-0.268 0.531 -9.871 |-0.427 -0.549 8.545 |17333
-0.284 0.519 -9.912 |-0.427 -0.549 8.545 |17041
-0.253 0.500 -9.971 |-0.549 -0.549 8.606 |20833
-0.239 0.531 -9.943 |-0.610 -0.610 8.728 |28500
-0.239 0.551 -9.945 |-0.549 -0.732 8.789 |31750
-0.246 0.560 -9.943 |-0.305 -0.549 8.789 |30125
-0.258 0.553 -9.907 |-0.305 -0.427 8.850 |31916
-0.261 0.493 -9.926 |-0.244 -0.427 8.911 |21667
-0.229 0.529 -9.931 |-0.244 -0.488 9.033 |21542
-0.220 0.555 -9.978 |-0.305 -0.549 9.094 |21584
-0.203 0.572 -9.952 |-0.183 -0.549 9.155 |16917
-0.194 0.572 -9.931 |0.000 -0.549 9.399 |16458
-0.232 0.527 -9.931 |0.122 -0.488 9.460 |21917
-0.256 0.522 -9.950 |0.000 -0.427 9.399 |17542
-0.268 0.534 -9.971 |-0.183 -0.488 9.338 |16208
-0.244 0.553 -9.957 |-0.244 -0.549 9.460 |16541
-0.225 0.548 -9.950 |-0.183 -0.549 9.399 |16791
-0.225 0.548 -9.950 |-0.122 -0.549 9.460 |16583
-0.244 0.510 -9.955 |0.000 -0.610 9.521 |16625
-0.270 0.517 -9.940 |0.122 -0.671 9.583 |16667
-0.277 0.539 -9.928 |0.122 -0.671 9.583 |16667
-0.220 0.541 -9.936 |0.061 -0.671 9.888 |57208
-0.253 0.529 -9.959 |0.122 -0.610 9.949 |18000
-0.249 0.527 -9.931 |0.183 -0.488 9.888 |23792
-0.208 0.491 -9.881 |0.122 -0.427 9.827 |17667
-0.220 0.510 -9.900 |0.183 -0.427 9.888 |16834
-0.234 0.536 -9.959 |0.244 -0.488 10.071 |22250
-0.229 0.527 -9.950 |0.366 -0.610 10.254 |20000
-0.213 0.524 -9.978 |0.366 -0.732 10.315 |18500
-0.227 0.548 -9.945 |0.305 -0.671 10.254 |18083
-0.227 0.548 -9.945 |0.183 -0.610 10.132 |19333
-0.256 0.553 -9.898 |0.183 -0.610 10.193 |18417
-0.246 0.541 -9.902 |0.305 -0.610 10.315 |60459
-0.229 0.510 -9.909 |0.366 -0.549 10.315 |18708
-0.220 0.503 -9.947 |0.366 -0.549 10.315 |18334
-0.241 0.512 -9.974 |0.427 -0.549 10.376 |18500
-0.256 0.500 -9.945 |0.488 -0.488 10.498 |456292
-0.229 0.503 -9.938 |0.610 -0.610 10.803 |21875
-0.234 0.551 -9.924 |0.610 -0.610 10.803 |18833
-0.225 0.553 -9.909 |0.610 -0.549 10.681 |19084
-0.210 0.522 -9.928 |0.671 -0.488 10.864 |61417
-0.227 0.529 -9.959 |0.732 -0.549 11.047 |18958
-0.246 0.510 -9.945 |0.671 -0.549 11.169 |18584
-0.232 0.507 -9.871 |0.671 -0.610 11.108 |17708
-0.229 0.503 -9.907 |0.671 -0.671 11.108 |59916
-0.258 0.541 -9.945 |0.549 -0.732 11.047 |18041
-0.277 0.586 -9.898 |0.610 -0.793 10.986 |18000
-0.232 0.579 -9.867 |0.793 -0.793 11.108 |17708
-0.222 0.567 -9.862 |0.854 -0.549 11.292 |18167
-0.237 0.560 -9.879 |0.854 -0.488 11.353 |18125
-0.249 0.536 -9.919 |0.854 -0.610 11.353 |231291
-0.249 0.522 -9.912 |0.916 -0.671 11.475 |148584
-0.246 0.546 -9.955 |0.916 -0.732 11.658 |18583
-0.258 0.579 -9.964 |0.854 -0.854 11.658 |18459
-0.253 0.558 -9.943 |0.854 -0.916 11.719 |18667
-0.222 0.522 -9.914 |0.916 -0.732 11.780 |18667
-0.232 0.534 -9.928 |0.977 -0.610 11.719 |18917
-0.232 0.534 -9.928 |0.793 -0.549 11.658 |18500
-0.263 0.555 -9.905 |0.793 -0.610 11.780 |18334
-0.256 0.553 -9.907 |0.854 -0.732 11.963 |731917
-0.261 0.570 -9.898 |1.038 -0.610 11.963 |22833
-0.249 0.570 -9.862 |1.099 -0.671 11.963 |18958
-0.229 0.551 -9.895 |1.099 -0.671 11.963 |18750
-0.239 0.541 -9.966 |1.099 -0.793 12.024 |18792
-0.251 0.553 -9.957 |0.977 -0.793 12.146 |19167
-0.246 0.536 -9.909 |0.977 -0.610 12.207 |18625
-0.249 0.524 -9.890 |1.038 -0.549 12.146 |18459
-0.239 0.551 -9.874 |1.160 -0.610 12.146 |18584
-0.227 0.555 -9.874 |1.282 -0.671 12.268 |18167
-0.220 0.541 -9.898 |1.282 -0.732 12.390 |18042
-0.229 0.524 -9.905 |1.221 -0.671 12.390 |19125
-0.241 0.546 -9.924 |1.221 -0.671 12.329 |19083
-0.237 0.572 -9.969 |1.221 -0.610 12.268 |18084
-0.237 0.572 -9.969 |1.282 -0.610 12.268 |19083
-0.227 0.565 -9.952 |1.282 -0.671 12.390 |18417
-0.208 0.558 -9.907 |1.282 -0.671 12.512 |18709
-0.206 0.546 -9.919 |1.343 -0.671 12.634 |18333
-0.194 0.555 -9.955 |1.343 -0.671 12.634 |18125
-0.215 0.534 -9.902 |1.404 -0.732 12.817 |18333
-0.237 0.510 -9.938 |1.221 -0.732 12.878 |60666
-0.244 0.541 -9.952 |1.160 -0.671 12.817 |18833
-0.222 0.527 -9.981 |1.221 -0.671 12.878 |60458
-0.249 0.531 -9.950 |1.404 -0.610 13.184 |20083
-0.282 0.519 -9.924 |1.526 -0.610 13.306 |31125
-0.241 0.503 -9.943 |1.648 -0.671 13.184 |61125
-0.218 0.498 -9.962 |1.465 -0.549 13.062 |17708
-0.218 0.517 -9.957 |1.343 -0.610 13.184 |18375
-0.232 0.546 -9.957 |1.404 -0.610 13.367 |18792
-0.273 0.539 -9.997 |1.526 -0.549 13.428 |18333
-0.273 0.539 -9.997 |1.587 -0.488 13.550 |18542
-0.263 0.527 -9.921 |1.648 -0.610 13.611 |18708
-0.237 0.558 -9.890 |1.587 -0.671 13.672 |18417
-0.227 0.551 -9.881 |1.587 -0.671 13.550 |18375
-0.227 0.555 -9.864 |1.587 -0.732 13.428 |60875
-0.253 0.500 -9.895 |1.709 -0.732 13.489 |18167
-0.253 0.500 -9.895 |1.770 -0.732 13.489 |18459
-0.256 0.498 -9.871 |1.709 -0.671 13.550 |18375
-0.232 0.498 -9.938 |1.587 -0.671 13.672 |59666
-0.249 0.519 -9.919 |1.526 -0.671 13.855 |18667
-0.249 0.519 -9.919 |1.587 -0.610 13.855 |18500
-0.256 0.507 -9.957 |1.587 -0.610 13.855 |18625
-0.241 0.510 -9.959 |1.587 -0.671 13.855 |18625
-0.251 0.524 -9.943 |1.587 -0.732 13.977 |18375
-0.261 0.484 -9.945 |1.648 -0.854 14.221 |18125
-0.249 0.493 -9.928 |1.648 -0.854 14.221 |18041
-0.251 0.507 -9.969 |1.648 -0.854 14.221 |17792
-0.249 0.503 -10.004 |1.770 -0.854 14.160 |21916
-0.229 0.539 -9.947 |1.770 -0.793 14.221 |18041
-0.229 0.534 -9.938 |1.770 -0.732 14.343 |61250
-0.253 0.503 -9.924 |1.892 -0.732 14.404 |18167
-0.270 0.498 -9.914 |1.831 -0.610 14.465 |18292
-0.268 0.519 -9.936 |1.831 -0.610 14.465 |18166
-0.273 0.524 -9.933 |1.709 -0.671 14.526 |18333
-0.270 0.517 -9.947 |1.770 -0.793 14.526 |18042
-0.256 0.524 -9.940 |1.770 -0.854 14.526 |18250
-0.249 0.519 -9.917 |1.709 -0.793 14.526 |18333
-0.241 0.512 -9.909 |1.709 -0.732 14.648 |18375
-0.239 0.486 -9.950 |1.709 -0.854 14.709 |18542
-0.275 0.484 -9.974 |1.831 -0.916 14.709 |61042
-0.227 0.474 -9.919 |1.770 -0.793 14.893 |40959
-0.222 0.496 -9.893 |1.953 -0.854 14.893 |45500
-0.234 0.567 -9.940 |1.831 -0.610 15.076 |38958
-0.237 0.517 -9.993 |1.770 -0.610 15.259 |22625
-0.239 0.481 -9.945 |2.136 -0.854 15.259 |36875
-0.229 0.481 -9.860 |2.014 -0.732 15.503 |271250
-0.227 0.503 -9.933 |1.709 -0.732 15.381 |40041
-0.261 0.503 -9.919 |1.770 -0.732 15.320 |23125
-0.251 0.510 -9.919 |1.831 -0.732 15.442 |19208
-0.227 0.527 -9.900 |1.831 -0.732 15.686 |18750
-0.232 0.512 -9.869 |1.831 -0.732 15.747 |20292
-0.222 0.484 -9.931 |1.892 -0.916 15.869 |55459
-0.287 0.522 -9.924 |2.014 -0.916 15.869 |21667
-0.284 0.500 -9.912 |2.075 -0.732 15.869 |18917
-0.284 0.500 -9.912 |1.953 -0.671 15.869 |59708
-0.265 0.522 -10.002 |1.831 -0.732 15.869 |22291
-0.261 0.486 -10.026 |1.831 -0.793 15.869 |231917
-0.251 0.462 -10.047 |1.953 -0.854 15.991 |21792
-0.253 0.493 -9.990 |2.014 -0.854 16.113 |19708
-0.253 0.507 -9.926 |2.075 -0.793 16.174 |18917
-0.251 0.519 -9.962 |2.014 -0.793 16.174 |18500
-0.246 0.524 -9.947 |1.892 -0.793 16.235 |60834
-0.234 0.498 -9.900 |1.953 -0.671 16.296 |18834
-0.239 0.500 -9.912 |1.892 -0.671 16.357 |18375
-0.261 0.534 -9.945 |1.831 -0.732 16.296 |18334
-0.273 0.541 -9.985 |1.953 -0.793 16.296 |18458
-0.292 0.510 -9.959 |1.953 -0.793 16.296 |18292
-0.270 0.488 -9.919 |2.014 -0.793 16.296 |18083
-0.249 0.510 -9.919 |2.075 -0.793 16.357 |18625
-0.237 0.548 -9.933 |2.075 -0.732 16.541 |18375
-0.229 0.551 -9.919 |2.014 -0.977 16.846 |60667
-0.249 0.496 -9.931 |1.953 -1.038 16.785 |19584
-0.220 0.503 -9.990 |2.014 -1.038 16.785 |18792
-0.208 0.493 -9.945 |2.014 -0.916 16.785 |18292
-0.239 0.457 -9.959 |2.014 -0.916 16.724 |25292
-0.227 0.522 -9.928 |2.014 -0.977 16.724 |21125
-0.227 0.522 -9.928 |2.014 -0.916 16.846 |20167
-0.261 0.491 -9.931 |1.953 -0.793 17.029 |18667
-0.261 0.493 -9.936 |1.953 -0.732 17.090 |18916
-0.232 0.488 -9.924 |1.953 -0.732 17.151 |18375
-0.234 0.472 -9.888 |1.953 -0.793 17.151 |60625
-0.237 0.500 -9.974 |1.953 -0.793 17.090 |18625
-0.234 0.517 -9.952 |1.892 -0.854 17.212 |18041
-0.220 0.512 -9.940 |1.892 -0.916 17.395 |18583
-0.246 0.519 -9.978 |1.953 -0.854 17.517 |17959
-0.273 0.503 -9.962 |1.953 -0.854 17.395 |18541
-0.237 0.474 -9.914 |1.953 -0.793 17.273 |18208
-0.227 0.503 -9.936 |1.953 -0.793 17.212 |18042
-0.227 0.503 -9.936 |1.831 -0.854 17.334 |18042
-0.280 0.536 -9.907 |1.831 -0.854 17.395 |60000
-0.273 0.534 -9.919 |1.892 -0.916 17.517 |18459
-0.246 0.479 -9.955 |1.892 -1.038 17.639 |19792
-0.275 0.467 -9.969 |1.892 -0.977 17.639 |18834
-0.258 0.484 -9.962 |1.892 -0.977 17.639 |19458
-0.225 0.496 -9.981 |2.014 -0.916 17.578 |18416
-0.268 0.491 -9.959 |2.014 -0.916 17.639 |18625
-0.256 0.481 -9.924 |2.014 -0.916 17.639 |18042
-0.244 0.474 -9.898 |1.892 -0.793 17.761 |18208
-0.246 0.469 -9.900 |1.709 -0.793 18.005 |28375
-0.229 0.443 -9.947 |1.648 -0.793 18.066 |60250
-0.210 0.488 -9.966 |1.648 -0.793 18.005 |17959
-0.229 0.510 -9.985 |1.709 -0.732 18.005 |18167
-0.239 0.527 -9.988 |1.770 -0.732 18.188 |18542
-0.256 0.488 -9.933 |1.709 -0.793 18.372 |18333
-0.256 0.476 -9.864 |1.587 -0.854 18.433 |18167
-0.256 0.476 -9.864 |1.587 -0.854 18.372 |18417
-0.249 0.476 -9.898 |1.648 -0.854 18.372 |18208
-0.237 0.479 -9.931 |1.648 -0.854 18.372 |18167
-0.234 0.496 -9.912 |1.648 -0.854 18.372 |18583
-0.249 0.493 -9.940 |1.709 -0.916 18.433 |18750
-0.270 0.493 -9.924 |1.831 -1.038 18.494 |18250
-0.268 0.491 -9.867 |1.770 -0.977 18.616 |19250
-0.234 0.484 -9.876 |1.587 -0.916 18.677 |18541
-0.220 0.484 -9.907 |1.526 -0.916 18.616 |18666
-0.225 0.486 -9.914 |1.465 -0.916 18.616 |18416
-0.229 0.476 -9.938 |1.526 -0.916 18.677 |18292
