Accel XYZ (m/s^2) |Gyro  XYZ (deg/sec)  |Time (nanoseconds)
-0.041 9.937 -0.226 |-0.061 0.916 0.122 |16833
-0.043 9.894 -0.276 |0.000 0.854 0.122 |18333
-0.019 9.865 -0.278 |0.061 0.854 0.061 |17042
-0.029 9.846 -0.261 |0.061 0.854 0.061 |56583
-0.043 9.877 -0.325 |-0.061 0.793 -0.122 |16667
-0.055 9.865 -0.278 |-0.061 0.793 -0.183 |16416
-0.055 9.865 -0.278 |0.000 0.793 -0.122 |16583
-0.053 9.855 -0.204 |0.061 0.793 0.000 |16250
-0.067 9.858 -0.192 |0.122 0.793 0.061 |16500
-0.043 9.862 -0.238 |0.061 0.732 -0.061 |16375
-0.036 9.886 -0.318 |-0.061 0.793 -0.122 |16791
-0.043 9.865 -0.325 |0.000 0.977 -0.061 |16708
-0.043 9.819 -0.238 |0.000 0.977 -0.061 |16459
-0.062 9.819 -0.209 |0.061 0.977 -0.061 |16459
-0.065 9.831 -0.216 |0.122 0.793 -0.061 |16792
-0.048 9.848 -0.228 |0.061 0.793 -0.122 |16667
-0.026 9.846 -0.228 |-0.122 0.854 -0.183 |16584
-0.010 9.831 -0.240 |-0.061 0.793 -0.122 |17208
-0.017 9.841 -0.287 |0.000 0.793 0.061 |16833
-0.069 9.848 -0.276 |0.000 0.916 0.061 |16750
-0.062 9.860 -0.200 |-0.061 0.977 0.061 |17750
-0.029 9.865 -0.223 |-0.061 0.916 -0.061 |16709
-0.026 9.841 -0.252 |0.000 0.854 -0.244 |16208
-0.026 9.841 -0.252 |0.000 1.038 -0.366 |15916
-0.019 9.829 -0.245 |0.000 1.160 -0.183 |55125
-0.043 9.834 -0.252 |0.000 0.977 0.000 |16458
-0.026 9.841 -0.276 |0.061 0.793 0.061 |16250
-0.024 9.858 -0.295 |0.122 0.854 0.000 |16458
-0.024 9.858 -0.295 |0.122 0.977 0.061 |16625
-0.050 9.858 -0.271 |0.061 1.099 0.122 |16584
-0.033 9.850 -0.297 |0.061 1.038 0.061 |16542
-0.038 9.827 -0.342 |0.183 0.977 -0.061 |16459
-0.036 9.843 -0.337 |0.183 0.977 -0.183 |16125
-0.050 9.867 -0.292 |0.183 0.977 -0.183 |16250
-0.062 9.865 -0.259 |0.122 0.977 -0.244 |16458
-0.048 9.862 -0.257 |0.061 0.916 -0.061 |56375
-0.050 9.865 -0.230 |-0.122 0.854 -0.244 |16333
-0.060 9.858 -0.228 |0.000 0.916 -0.366 |16750
-0.053 9.853 -0.268 |0.122 0.916 -0.305 |20583
-0.048 9.841 -0.261 |0.244 0.793 -0.244 |16875
-0.017 9.824 -0.283 |0.366 0.671 -0.122 |16667
-0.017 9.824 -0.283 |0.366 0.793 -0.122 |16416
-0.019 9.838 -0.316 |0.244 0.854 -0.183 |15958
-0.041 9.834 -0.295 |0.122 0.793 -0.061 |16292
-0.026 9.829 -0.292 |0.122 0.793 -0.061 |56500
-0.005 9.886 -0.342 |0.122 0.854 -0.122 |16667
0.010 9.860 -0.287 |0.183 0.916 -0.061 |16959
0.002 9.815 -0.280 |0.061 0.916 0.000 |16916
0.002 9.815 -0.280 |0.122 0.854 -0.061 |16542
-0.026 9.834 -0.304 |0.183 0.854 -0.061 |16458
-0.055 9.867 -0.304 |0.122 0.916 0.000 |16583
-0.065 9.874 -0.259 |0.061 0.977 0.061 |16375
-0.031 9.882 -0.238 |0.061 0.977 0.061 |16417
-0.024 9.870 -0.247 |0.244 0.916 0.000 |16917
-0.031 9.827 -0.257 |0.183 0.977 0.061 |16541
-0.024 9.836 -0.302 |0.183 0.977 0.061 |56667
-0.048 9.867 -0.330 |0.122 0.977 0.000 |16583
-0.053 9.870 -0.202 |0.122 0.916 -0.061 |17583
-0.022 9.860 -0.235 |0.122 1.038 -0.122 |23250
-0.045 9.853 -0.202 |0.244 1.099 -0.183 |17208
-0.041 9.838 -0.216 |0.244 1.099 -0.183 |16875
-0.055 9.850 -0.252 |0.244 0.977 -0.183 |16500
-0.062 9.862 -0.268 |0.244 0.916 -0.183 |21458
-0.024 9.850 -0.254 |0.305 0.854 -0.061 |17375
-0.029 9.867 -0.264 |0.366 0.854 -0.061 |55750
-0.036 9.855 -0.311 |0.244 0.977 -0.183 |16458
-0.029 9.831 -0.297 |0.244 0.977 -0.183 |16291
-0.031 9.834 -0.287 |0.244 0.793 -0.122 |16292
-0.045 9.850 -0.261 |0.183 0.854 -0.183 |16042
-0.033 9.855 -0.245 |0.183 1.038 -0.122 |16625
-0.048 9.858 -0.268 |0.244 1.038 -0.061 |16250
-0.069 9.858 -0.268 |0.244 1.038 0.000 |55625
-0.050 9.822 -0.295 |0.183 1.099 0.122 |16667
-0.019 9.834 -0.223 |0.122 1.038 0.183 |16459
-0.007 9.886 -0.247 |0.061 0.916 0.122 |16875
-0.007 9.886 -0.247 |0.122 0.977 -0.061 |16666
-0.055 9.910 -0.314 |0.244 1.038 0.000 |16792
-0.081 9.879 -0.302 |0.366 0.977 -0.061 |16833
-0.031 9.865 -0.306 |0.427 0.916 -0.183 |16667
-0.031 9.877 -0.314 |0.427 0.916 -0.183 |16334
-0.057 9.860 -0.264 |0.366 1.038 -0.061 |55750
-0.022 9.872 -0.214 |0.244 1.038 0.000 |16834
-0.007 9.874 -0.249 |0.244 1.038 0.000 |16291
-0.036 9.838 -0.306 |0.366 1.038 -0.061 |56416
-0.048 9.819 -0.321 |0.427 0.977 -0.122 |16625
-0.036 9.846 -0.295 |0.305 0.977 -0.183 |20167
-0.024 9.870 -0.295 |0.244 0.916 -0.061 |363958
-0.036 9.848 -0.276 |0.366 0.977 0.000 |17583
-0.024 9.841 -0.273 |0.366 1.038 0.000 |16292
-0.014 9.838 -0.273 |0.366 1.038 -0.122 |16708
-0.019 9.846 -0.266 |0.366 1.038 -0.183 |16667
-0.029 9.872 -0.278 |0.366 1.099 -0.122 |16541
-0.033 9.850 -0.278 |0.305 1.038 -0.061 |16250
-0.053 9.834 -0.290 |0.305 1.038 -0.061 |56167
-0.041 9.831 -0.273 |0.366 1.160 -0.183 |16458
-0.060 9.834 -0.299 |0.366 1.282 -0.305 |16333
-0.079 9.822 -0.306 |0.305 1.282 -0.244 |16292
-0.062 9.807 -0.245 |0.488 1.160 -0.122 |16541
-0.062 9.848 -0.280 |0.549 0.977 0.061 |16250
-0.055 9.860 -0.311 |0.549 0.977 0.061 |16750
-0.048 9.824 -0.254 |0.549 0.977 0.000 |16291
-0.048 9.824 -0.254 |0.488 0.916 0.000 |16000
-0.053 9.831 -0.285 |0.488 1.038 0.000 |55708
-0.050 9.836 -0.297 |0.488 1.099 0.000 |16375
-0.019 9.843 -0.273 |0.488 1.038 0.000 |16250
-0.007 9.846 -0.238 |0.488 0.977 -0.061 |16541
-0.007 9.846 -0.238 |0.488 0.977 -0.061 |16500
-0.041 9.858 -0.242 |0.488 0.977 -0.122 |16708
-0.067 9.879 -0.271 |0.488 0.977 -0.244 |16250
-0.069 9.838 -0.314 |0.549 1.099 -0.305 |16458
-0.060 9.850 -0.276 |0.549 1.282 -0.183 |22375
-0.055 9.865 -0.271 |0.610 1.282 -0.122 |18042
-0.067 9.865 -0.226 |0.671 1.221 0.000 |16125
-0.086 9.836 -0.202 |0.732 0.977 0.000 |56250
-0.043 9.834 -0.254 |0.549 0.916 -0.122 |16416
-0.002 9.836 -0.337 |0.488 0.977 -0.244 |16291
-0.017 9.838 -0.359 |0.549 1.038 -0.183 |16625
-0.038 9.870 -0.299 |0.732 1.038 -0.122 |16708
-0.043 9.860 -0.228 |0.732 1.038 -0.061 |16541
-0.033 9.819 -0.249 |0.610 1.038 0.061 |16250
-0.031 9.824 -0.290 |0.549 1.099 0.000 |16000
-0.022 9.858 -0.247 |0.610 1.099 0.000 |16125
-0.038 9.877 -0.276 |0.732 1.099 -0.244 |55416
-0.060 9.882 -0.325 |0.732 1.038 -0.183 |16917
-0.048 9.891 -0.321 |0.549 1.099 -0.183 |16750
-0.026 9.882 -0.252 |0.366 1.099 -0.244 |16291
-0.010 9.838 -0.200 |0.366 1.221 -0.366 |16875
-0.024 9.810 -0.283 |0.488 1.343 -0.305 |16500
-0.053 9.846 -0.268 |0.488 1.343 -0.244 |16250
-0.048 9.853 -0.245 |0.488 1.343 -0.244 |16375
-0.036 9.817 -0.285 |0.488 1.221 -0.122 |16541
-0.024 9.846 -0.228 |0.549 1.160 -0.061 |16667
-0.017 9.896 -0.204 |0.671 1.160 -0.061 |16625
-0.022 9.896 -0.278 |0.671 1.221 0.061 |55750
-0.031 9.848 -0.257 |0.549 1.282 -0.122 |16584
-0.033 9.841 -0.197 |0.549 1.282 -0.122 |16708
-0.024 9.858 -0.200 |0.549 1.221 -0.366 |16750
-0.038 9.836 -0.181 |0.671 1.099 -0.366 |16375
-0.029 9.855 -0.228 |0.671 1.038 -0.183 |16334
-0.017 9.886 -0.302 |0.610 1.038 -0.122 |16791
-0.048 9.882 -0.261 |0.610 1.160 -0.244 |20625
-0.055 9.865 -0.254 |0.671 1.282 -0.244 |56375
-0.062 9.860 -0.245 |0.671 1.282 -0.305 |16583
-0.060 9.855 -0.245 |0.610 1.099 -0.244 |16542
-0.055 9.872 -0.245 |0.488 0.977 0.000 |16334
-0.055 9.872 -0.245 |0.427 0.977 0.122 |16500
-0.076 9.865 -0.242 |0.366 1.099 0.000 |16000
-0.031 9.846 -0.209 |0.427 1.099 0.061 |16458
-0.017 9.872 -0.261 |0.549 0.977 0.122 |16458
-0.043 9.901 -0.283 |0.549 0.977 0.122 |16459
-0.038 9.850 -0.254 |0.549 1.038 0.000 |16417
-0.024 9.846 -0.240 |0.488 1.160 -0.244 |16375
-0.002 9.858 -0.226 |0.488 1.221 -0.305 |15958
-0.017 9.827 -0.285 |0.549 1.160 -0.183 |16500
-0.060 9.846 -0.316 |0.549 1.221 -0.061 |16292
-0.065 9.870 -0.271 |0.610 1.282 -0.061 |16541
-0.031 9.867 -0.259 |0.549 1.221 -0.183 |16167
-0.022 9.877 -0.266 |0.549 1.160 -0.183 |16000
-0.012 9.862 -0.276 |0.671 1.221 -0.122 |22417
-0.024 9.858 -0.290 |0.671 1.282 -0.061 |17875
-0.045 9.860 -0.287 |0.610 1.160 0.061 |16375
-0.033 9.853 -0.278 |0.610 1.160 0.122 |16417
-0.002 9.848 -0.226 |0.610 1.221 -0.122 |55542
-0.012 9.879 -0.245 |0.610 1.282 -0.183 |16208
-0.036 9.874 -0.287 |0.549 1.282 -0.244 |22291
-0.062 9.850 -0.278 |0.549 1.282 -0.244 |18334
-0.053 9.850 -0.276 |0.610 1.282 -0.244 |16459
-0.065 9.846 -0.285 |0.610 1.221 -0.244 |16416
-0.065 9.846 -0.285 |0.671 1.160 -0.183 |16792
-0.067 9.860 -0.295 |0.671 1.099 -0.122 |16917
-0.048 9.867 -0.333 |0.610 1.160 -0.183 |16292
-0.033 9.862 -0.259 |0.549 1.160 -0.244 |16333
-0.024 9.841 -0.257 |0.549 1.221 -0.061 |16959
-0.024 9.853 -0.266 |0.610 1.221 0.122 |55416
-0.024 9.855 -0.214 |0.610 1.221 0.183 |224167
-0.026 9.827 -0.230 |0.549 1.221 0.000 |16834
-0.022 9.862 -0.249 |0.488 1.282 -0.122 |16667
-0.017 9.896 -0.219 |0.488 1.343 -0.183 |16542
-0.012 9.872 -0.276 |0.549 1.282 -0.122 |16500
-0.043 9.853 -0.333 |0.671 1.221 -0.061 |16334
-0.043 9.853 -0.333 |0.610 1.160 -0.122 |16792
-0.060 9.860 -0.273 |0.488 1.160 -0.244 |56750
-0.036 9.793 -0.325 |0.488 1.160 -0.244 |16416
-0.012 9.834 -0.344 |0.610 1.099 -0.122 |16292
-0.026 9.870 -0.311 |0.549 1.038 0.061 |16625
-0.045 9.843 -0.347 |0.549 1.160 0.122 |17458
-0.043 9.843 -0.337 |0.549 1.282 0.061 |16542
-0.026 9.831 -0.228 |0.671 1.282 0.000 |16208
0.002 9.822 -0.238 |0.549 1.282 0.000 |21875
-0.024 9.843 -0.278 |0.549 1.282 0.000 |17166
-0.057 9.831 -0.285 |0.549 1.282 -0.122 |16708
-0.041 9.855 -0.290 |0.549 1.160 -0.183 |56250
-0.014 9.891 -0.221 |0.610 1.038 -0.183 |55541
-0.036 9.843 -0.245 |0.549 1.099 -0.244 |16292
-0.053 9.858 -0.219 |0.549 1.221 -0.244 |16333
-0.062 9.850 -0.266 |0.610 1.160 -0.366 |16250
-0.048 9.858 -0.321 |0.671 1.099 -0.366 |16291
-0.048 9.858 -0.321 |0.610 1.160 -0.305 |16084
-0.033 9.882 -0.295 |0.488 1.282 0.000 |16000
-0.022 9.860 -0.290 |0.427 1.282 0.122 |16209
-0.041 9.853 -0.295 |0.427 1.282 0.122 |56417
-0.041 9.815 -0.257 |0.488 1.282 -0.122 |16792
-0.026 9.815 -0.219 |0.427 1.160 -0.061 |16625
-0.026 9.815 -0.219 |0.427 1.160 0.000 |16541
-0.017 9.846 -0.197 |0.427 1.099 0.061 |16541
-0.036 9.870 -0.254 |0.488 1.099 0.061 |16417
-0.053 9.843 -0.306 |0.549 1.099 0.061 |16458
-0.055 9.831 -0.280 |0.549 1.038 -0.061 |16541
-0.019 9.846 -0.283 |0.549 1.038 -0.061 |16250
-0.026 9.834 -0.287 |0.549 1.099 -0.061 |16416
-0.048 9.834 -0.292 |0.549 1.221 -0.061 |16375
-0.045 9.834 -0.245 |0.488 1.221 0.122 |16083
-0.053 9.831 -0.252 |0.549 1.160 0.122 |134833
-0.043 9.858 -0.333 |0.671 1.160 -0.061 |20416
-0.041 9.841 -0.385 |0.732 1.221 -0.183 |18167
-0.031 9.848 -0.349 |0.732 1.221 -0.122 |18000
-0.072 9.815 -0.290 |0.671 1.221 -0.061 |16583
-0.067 9.807 -0.278 |0.549 1.343 -0.122 |17125
-0.017 9.853 -0.219 |0.488 1.343 -0.122 |16250
-0.026 9.865 -0.195 |0.549 1.221 -0.061 |16250
-0.026 9.865 -0.195 |0.610 1.099 0.061 |197833
-0.012 9.853 -0.304 |0.610 1.038 0.000 |16542
-0.026 9.874 -0.316 |0.549 0.977 -0.061 |16209
-0.043 9.858 -0.375 |0.366 1.160 0.061 |16834
-0.048 9.865 -0.340 |0.366 1.343 -0.122 |16333
-0.045 9.879 -0.261 |0.549 1.465 -0.305 |15875
-0.038 9.843 -0.259 |0.549 1.465 -0.244 |15958
-0.038 9.843 -0.259 |0.488 1.404 -0.061 |16209
-0.041 9.848 -0.254 |0.366 1.221 -0.061 |16333
-0.050 9.858 -0.235 |0.305 1.160 -0.122 |16667
-0.029 9.867 -0.257 |0.305 1.221 -0.305 |16375
-0.033 9.860 -0.204 |0.305 1.221 -0.366 |16375
-0.031 9.843 -0.238 |0.427 1.221 -0.305 |16166
-0.007 9.841 -0.264 |0.427 1.221 -0.305 |16417
-0.065 9.836 -0.230 |0.610 1.160 -0.183 |16125
-0.103 9.853 -0.297 |0.610 1.160 -0.122 |16334
-0.079 9.872 -0.285 |0.549 1.160 -0.061 |16250
-0.048 9.867 -0.192 |0.488 1.221 -0.122 |16333
-0.026 9.862 -0.209 |0.488 1.221 -0.122 |16625
-0.045 9.838 -0.259 |0.427 1.221 -0.061 |16375
-0.072 9.841 -0.297 |0.488 1.160 -0.061 |16583
-0.062 9.870 -0.297 |0.427 1.343 0.000 |55250
-0.024 9.886 -0.268 |0.427 1.343 -0.122 |16584
-0.019 9.882 -0.268 |0.427 1.221 -0.122 |16417
-0.036 9.865 -0.245 |0.427 1.221 -0.122 |16500
-0.007 9.858 -0.233 |0.488 1.160 0.000 |16209
-0.036 9.860 -0.242 |0.549 1.160 0.061 |16417
-0.065 9.903 -0.242 |0.488 1.221 0.000 |16125
-0.053 9.886 -0.278 |0.427 1.282 -0.183 |16417
-0.041 9.865 -0.280 |0.427 1.282 -0.244 |16209
-0.012 9.862 -0.252 |0.427 1.282 -0.244 |16167
-0.012 9.848 -0.252 |0.305 1.343 -0.122 |16500
-0.002 9.836 -0.259 |0.244 1.465 -0.122 |56458
0.000 9.831 -0.271 |0.427 1.404 -0.183 |15834
-0.022 9.846 -0.271 |0.488 1.160 -0.122 |17000
-0.033 9.834 -0.280 |0.488 1.099 -0.061 |16292
-0.019 9.841 -0.283 |0.366 1.160 -0.122 |17041
-0.010 9.853 -0.304 |0.305 1.099 -0.122 |16667
-0.019 9.867 -0.311 |0.305 1.099 -0.122 |16333
-0.033 9.879 -0.257 |0.366 1.160 -0.244 |16208
-0.043 9.862 -0.247 |0.366 1.221 -0.244 |16208
-0.038 9.824 -0.290 |0.122 1.099 0.061 |265833
-0.036 9.810 -0.257 |0.122 1.099 0.061 |19334
-0.036 9.810 -0.257 |0.244 1.221 -0.061 |17167
-0.057 9.805 -0.354 |0.366 1.282 -0.061 |16250
-0.057 9.853 -0.311 |0.366 1.282 0.061 |16292
-0.076 9.858 -0.242 |0.244 1.221 0.061 |16292
-0.067 9.843 -0.295 |0.244 1.221 0.000 |16167
-0.069 9.867 -0.306 |0.305 1.282 0.000 |25958
-0.069 9.867 -0.306 |0.244 1.221 0.061 |17666
-0.033 9.834 -0.323 |0.305 1.221 0.000 |16417
-0.010 9.838 -0.254 |0.366 1.160 -0.122 |56417
-0.043 9.810 -0.211 |0.305 1.099 -0.183 |16208
-0.031 9.836 -0.242 |0.183 1.160 -0.061 |16500
-0.043 9.829 -0.304 |0.183 1.221 0.061 |16250
-0.057 9.819 -0.299 |0.305 1.221 0.061 |16250
-0.045 9.831 -0.297 |0.305 1.160 0.061 |16416
-0.038 9.853 -0.304 |0.244 1.221 -0.061 |16291
-0.024 9.867 -0.299 |0.305 1.221 -0.183 |16000
-0.029 9.853 -0.290 |0.244 1.282 -0.061 |16500
-0.024 9.850 -0.259 |0.061 1.282 -0.122 |55917
0.002 9.850 -0.283 |0.061 1.343 -0.305 |16500
-0.026 9.865 -0.295 |0.122 1.221 -0.305 |16583
-0.043 9.865 -0.283 |0.122 1.221 -0.305 |56292
-0.053 9.841 -0.266 |0.183 1.221 0.061 |16417
-0.053 9.841 -0.266 |0.183 1.404 0.000 |16333
-0.022 9.841 -0.304 |0.183 1.343 -0.122 |20542
-0.036 9.795 -0.287 |0.183 1.160 -0.183 |18667
-0.038 9.815 -0.273 |0.122 1.160 -0.183 |17625
-0.031 9.836 -0.283 |0.122 1.221 0.000 |16625
0.010 9.829 -0.306 |0.122 1.282 0.061 |51000
-0.041 9.841 -0.247 |0.244 1.404 -0.061 |20167
-0.053 9.824 -0.245 |0.305 1.343 -0.122 |17000
-0.062 9.843 -0.240 |0.244 1.282 -0.061 |16459
-0.053 9.862 -0.261 |0.183 1.282 0.061 |16375
-0.053 9.862 -0.261 |0.122 1.343 0.000 |16375
-0.045 9.862 -0.280 |0.061 1.282 -0.061 |16208
-0.029 9.843 -0.257 |0.000 1.221 -0.061 |16167
-0.002 9.846 -0.321 |0.000 1.343 -0.061 |56458
-0.031 9.834 -0.242 |0.061 1.465 -0.061 |17250
-0.014 9.846 -0.247 |0.122 1.465 -0.122 |16625
-0.026 9.815 -0.302 |0.183 1.404 -0.122 |16917
-0.026 9.815 -0.302 |0.122 1.282 0.000 |16250
-0.019 9.815 -0.328 |-0.122 1.221 0.122 |16500
-0.007 9.812 -0.323 |-0.305 1.343 0.000 |16375
-0.002 9.815 -0.278 |-0.122 1.404 -0.122 |16791
-0.005 9.848 -0.285 |0.061 1.404 -0.061 |16416
-0.024 9.853 -0.278 |0.183 1.465 -0.122 |16792
-0.043 9.836 -0.216 |0.244 1.404 -0.244 |16791
-0.055 9.834 -0.226 |0.244 1.404 -0.244 |16334
-0.041 9.834 -0.254 |0.061 1.282 0.061 |56041
-0.036 9.836 -0.264 |0.000 1.343 0.061 |16167
-0.036 9.836 -0.264 |0.061 1.343 -0.061 |16583
-0.053 9.850 -0.292 |0.061 1.282 -0.122 |16666
-0.060 9.850 -0.314 |0.000 1.282 0.000 |16125
-0.043 9.838 -0.321 |-0.122 1.343 0.000 |22500
-0.026 9.824 -0.295 |-0.122 1.343 0.000 |17500
-0.026 9.834 -0.264 |-0.061 1.404 -0.061 |16833
-0.026 9.834 -0.264 |0.000 1.282 -0.061 |199541
-0.024 9.865 -0.316 |0.122 1.343 0.061 |16958
-0.038 9.858 -0.375 |0.244 1.526 0.183 |16166
-0.053 9.841 -0.311 |0.000 1.526 0.061 |22250
-0.069 9.843 -0.278 |-0.061 1.404 0.122 |17667
-0.072 9.862 -0.290 |-0.061 1.404 0.122 |17000
-0.014 9.838 -0.245 |-0.061 1.343 0.061 |16250
0.014 9.815 -0.278 |0.061 1.343 -0.061 |16792
-0.017 9.848 -0.325 |0.061 1.221 0.000 |16417
-0.022 9.853 -0.292 |0.061 1.160 0.061 |16500
-0.043 9.848 -0.228 |0.000 1.343 0.061 |16166
-0.060 9.853 -0.216 |-0.061 1.404 -0.061 |16792
-0.057 9.853 -0.316 |-0.061 1.343 -0.122 |16833
-0.038 9.850 -0.363 |-0.122 1.221 -0.061 |16667
-0.014 9.853 -0.259 |-0.122 1.282 0.000 |16416
-0.026 9.853 -0.240 |-0.183 1.465 -0.061 |16458
-0.026 9.853 -0.240 |-0.183 1.526 -0.183 |16375
-0.024 9.862 -0.287 |-0.305 1.404 -0.244 |16292
-0.014 9.877 -0.325 |-0.305 1.282 -0.183 |16042
-0.022 9.841 -0.299 |-0.122 1.160 -0.061 |16334
-0.031 9.836 -0.309 |-0.061 1.160 0.000 |56667
-0.014 9.874 -0.273 |-0.122 1.221 0.000 |16333
-0.033 9.829 -0.268 |-0.122 1.282 -0.122 |16709
-0.074 9.827 -0.254 |-0.244 1.282 -0.122 |16334
-0.086 9.853 -0.249 |-0.366 1.160 -0.122 |16667
-0.053 9.829 -0.235 |-0.366 1.099 0.000 |16417
-0.026 9.824 -0.200 |-0.244 1.160 0.061 |16583
-0.019 9.831 -0.230 |-0.305 1.160 0.122 |23875
-0.026 9.822 -0.276 |-0.305 1.221 0.061 |17125
-0.038 9.834 -0.268 |-0.244 1.160 -0.061 |16750
-0.053 9.853 -0.278 |-0.244 1.221 -0.061 |16375
-0.053 9.853 -0.261 |-0.305 1.282 0.000 |267125
-0.062 9.838 -0.259 |-0.183 1.221 -0.061 |17958
-0.038 9.843 -0.261 |-0.122 1.282 -0.061 |16542
-0.024 9.850 -0.249 |-0.183 1.282 0.000 |16417
-0.017 9.815 -0.257 |-0.305 1.404 -0.061 |16333
-0.012 9.812 -0.299 |-0.427 1.526 -0.183 |16333
-0.048 9.827 -0.359 |-0.427 1.526 -0.183 |16167
-0.060 9.827 -0.333 |-0.427 1.465 -0.244 |16917
-0.041 9.822 -0.316 |-0.244 1.221 -0.122 |55500
-0.014 9.834 -0.295 |-0.244 1.282 -0.122 |16708
-0.022 9.827 -0.304 |-0.244 1.404 -0.183 |22292
-0.012 9.834 -0.290 |-0.305 1.404 -0.122 |17541
-0.031 9.824 -0.276 |-0.244 1.465 -0.061 |18042
-0.050 9.810 -0.278 |-0.183 1.526 -0.061 |17083
-0.029 9.810 -0.295 |-0.183 1.465 0.061 |16584
-0.050 9.819 -0.304 |-0.244 1.343 0.122 |17584
-0.038 9.829 -0.306 |-0.305 1.221 0.061 |17041
-0.026 9.836 -0.325 |-0.366 1.343 0.061 |17416
-0.050 9.831 -0.335 |-0.366 1.465 -0.061 |16458
-0.029 9.838 -0.297 |-0.244 1.465 0.000 |16166
0.000 9.850 -0.238 |-0.122 1.465 -0.061 |23500
-0.010 9.846 -0.238 |-0.244 1.404 -0.183 |18292
-0.017 9.858 -0.264 |-0.488 1.465 -0.244 |16375
-0.038 9.879 -0.304 |-0.549 1.465 -0.244 |16292
-0.038 9.879 -0.304 |-0.488 1.404 -0.244 |16000
-0.029 9.848 -0.285 |-0.427 1.404 -0.244 |16167
-0.007 9.848 -0.264 |-0.366 1.465 -0.244 |16166
-0.031 9.877 -0.285 |-0.244 1.465 -0.061 |16083
-0.055 9.860 -0.235 |-0.244 1.465 -0.061 |17208
-0.024 9.817 -0.247 |-0.244 1.343 0.061 |18208
0.000 9.815 -0.290 |-0.305 1.160 0.000 |16291
0.000 9.846 -0.292 |-0.305 1.221 -0.122 |16250
-0.005 9.865 -0.259 |-0.244 1.282 -0.122 |16416
-0.026 9.882 -0.216 |-0.427 1.343 -0.061 |55875
-0.050 9.867 -0.278 |-0.488 1.343 0.061 |16375
-0.060 9.874 -0.309 |-0.488 1.343 0.000 |16333
-0.038 9.898 -0.295 |-0.488 1.343 0.000 |16166
-0.041 9.896 -0.302 |-0.549 1.404 -0.061 |16500
-0.050 9.898 -0.273 |-0.488 1.404 -0.061 |16750
-0.033 9.879 -0.230 |-0.488 1.343 -0.061 |16334
-0.031 9.848 -0.257 |-0.305 1.343 -0.122 |56333
-0.014 9.829 -0.302 |-0.305 1.282 -0.244 |16208
-0.019 9.836 -0.295 |-0.427 1.404 -0.244 |16333
-0.019 9.836 -0.295 |-0.549 1.526 -0.183 |16334
-0.048 9.843 -0.278 |-0.427 1.465 -0.061 |22167
0.005 9.862 -0.271 |-0.305 1.404 0.000 |17750
-0.033 9.860 -0.306 |-0.305 1.221 0.000 |18333
-0.065 9.855 -0.297 |-0.305 1.160 -0.061 |16583
-0.053 9.855 -0.268 |-0.305 1.221 -0.061 |55459
-0.055 9.848 -0.261 |-0.305 1.282 0.061 |55458
-0.043 9.831 -0.240 |-0.305 1.343 -0.061 |16583
-0.022 9.862 -0.242 |-0.244 1.343 -0.244 |16291
-0.002 9.858 -0.266 |-0.305 1.282 -0.244 |16250
-0.002 9.831 -0.271 |-0.305 1.282 -0.244 |16291
-0.029 9.848 -0.314 |-0.549 1.282 -0.122 |16375
-0.036 9.858 -0.314 |-0.671 1.343 -0.061 |16417
-0.012 9.841 -0.299 |-0.610 1.404 0.061 |16292
0.007 9.865 -0.306 |-0.427 1.343 0.061 |16333
-0.024 9.901 -0.268 |-0.244 1.404 0.000 |55708
-0.026 9.867 -0.276 |-0.305 1.404 -0.122 |17750
-0.012 9.865 -0.257 |-0.305 1.465 -0.122 |18458
-0.022 9.850 -0.333 |-0.305 1.465 -0.122 |16709
-0.022 9.850 -0.333 |-0.305 1.343 -0.061 |16667
-0.045 9.870 -0.328 |-0.305 1.221 0.000 |16208
-0.033 9.894 -0.278 |-0.305 1.160 0.061 |17750
-0.010 9.855 -0.247 |-0.305 1.282 0.061 |17125
-0.026 9.822 -0.219 |-0.305 1.282 0.061 |16708
-0.057 9.843 -0.230 |-0.305 1.343 0.061 |56167
-0.043 9.850 -0.233 |-0.305 1.404 -0.122 |23041
-0.024 9.853 -0.266 |-0.366 1.282 -0.183 |17792
-0.019 9.865 -0.299 |-0.366 1.160 -0.122 |17208
-0.048 9.903 -0.280 |-0.305 1.099 0.061 |16250
-0.041 9.889 -0.257 |-0.305 1.282 0.122 |16958
-0.026 9.843 -0.259 |-0.366 1.404 0.122 |17291
-0.053 9.850 -0.221 |-0.366 1.404 0.122 |16667
-0.053 9.850 -0.221 |-0.305 1.343 0.183 |16167
-0.048 9.834 -0.209 |-0.305 1.343 0.122 |17042
-0.024 9.822 -0.204 |-0.427 1.343 0.000 |16125
-0.033 9.838 -0.233 |-0.366 1.404 0.000 |16750
-0.045 9.819 -0.271 |-0.366 1.465 0.000 |16542
-0.043 9.831 -0.254 |-0.427 1.404 0.000 |16292
-0.048 9.836 -0.266 |-0.427 1.404 0.000 |16250
-0.048 9.829 -0.340 |-0.427 1.404 0.000 |16208
-0.041 9.843 -0.311 |-0.366 1.282 -0.061 |16208
-0.033 9.870 -0.228 |-0.305 1.221 -0.122 |16500
-0.007 9.860 -0.181 |-0.183 1.221 -0.183 |16375
-0.007 9.819 -0.223 |-0.183 1.282 -0.244 |233625
-0.055 9.834 -0.295 |-0.183 1.282 -0.061 |22417
