Accel XYZ (m/s^2) |Gyro  XYZ (deg/sec)  |Time (nanoseconds)
-0.053 9.867 -0.249 |0.061 7.690 0.061 |16125
-0.036 9.886 -0.273 |-0.122 7.751 0.000 |16542
0.007 9.836 -0.316 |-0.122 7.751 -0.122 |16708
0.007 9.836 -0.316 |0.000 7.568 -0.122 |16167
-0.010 9.850 -0.330 |0.183 7.446 -0.244 |16167
-0.038 9.843 -0.264 |0.305 7.507 -0.244 |55042
-0.029 9.841 -0.287 |0.366 7.568 -0.061 |16958
-0.005 9.872 -0.271 |0.305 7.507 -0.061 |16625
0.014 9.879 -0.228 |0.122 7.507 -0.061 |22958
0.007 9.848 -0.254 |0.122 7.568 -0.183 |18416
0.005 9.858 -0.304 |0.183 7.507 -0.305 |17042
0.005 9.889 -0.273 |0.122 7.507 -0.366 |16792
-0.022 9.894 -0.271 |0.122 7.446 -0.305 |16792
-0.031 9.877 -0.247 |0.244 7.446 -0.183 |16042
-0.024 9.872 -0.204 |0.366 7.446 -0.061 |17417
-0.024 9.872 -0.204 |0.427 7.385 -0.061 |16500
0.012 9.879 -0.235 |0.366 7.324 -0.183 |54833
0.017 9.874 -0.276 |0.244 7.507 -0.244 |21042
0.017 9.841 -0.259 |0.244 7.568 -0.305 |17334
0.005 9.812 -0.183 |0.183 7.568 -0.244 |16375
0.022 9.848 -0.185 |0.183 7.568 -0.244 |16000
0.014 9.867 -0.266 |0.244 7.568 -0.122 |16375
0.002 9.853 -0.276 |0.244 7.446 0.061 |16375
-0.024 9.858 -0.221 |0.244 7.324 0.000 |16708
-0.031 9.862 -0.228 |0.244 7.202 -0.183 |17291
-0.019 9.846 -0.245 |0.366 7.141 -0.244 |20916
-0.022 9.846 -0.261 |0.488 7.141 -0.183 |17084
-0.010 9.836 -0.261 |0.549 7.141 -0.061 |16959
0.014 9.831 -0.273 |0.427 7.202 0.061 |16208
0.000 9.848 -0.273 |0.305 7.202 -0.061 |16000
-0.019 9.848 -0.235 |0.183 7.202 -0.183 |16583
-0.014 9.822 -0.290 |0.183 7.263 -0.305 |17167
-0.029 9.817 -0.316 |0.305 7.263 -0.244 |16208
-0.029 9.817 -0.316 |0.427 7.141 -0.122 |16625
-0.024 9.862 -0.273 |0.488 7.141 -0.061 |16625
-0.038 9.886 -0.257 |0.549 7.202 -0.183 |16459
-0.031 9.884 -0.257 |0.549 7.202 -0.183 |16459
-0.022 9.841 -0.223 |0.488 7.080 -0.183 |55375
-0.067 9.817 -0.249 |0.427 7.019 -0.183 |16459
0.048 9.896 -0.285 |0.366 6.897 -0.122 |23917
0.010 9.879 -0.238 |0.427 6.958 -0.061 |18625
-0.026 9.834 -0.266 |0.610 6.958 -0.061 |228458
-0.036 9.850 -0.311 |0.793 6.958 -0.122 |22875
-0.019 9.836 -0.325 |0.671 6.897 -0.061 |16833
0.007 9.827 -0.261 |0.549 6.897 -0.061 |16250
0.007 9.827 -0.261 |0.549 6.836 -0.122 |56208
-0.019 9.898 -0.266 |0.671 6.836 -0.183 |16417
-0.010 9.882 -0.235 |0.671 6.897 -0.244 |16709
0.026 9.850 -0.207 |0.610 6.836 -0.122 |16666
0.005 9.860 -0.247 |0.549 6.714 0.122 |16708
-0.038 9.853 -0.219 |0.488 6.714 0.305 |16459
-0.017 9.855 -0.259 |0.488 6.714 0.244 |15959
0.010 9.858 -0.333 |0.610 6.836 0.061 |16500
-0.029 9.862 -0.268 |0.671 6.958 -0.183 |16125
-0.038 9.860 -0.249 |0.549 6.958 -0.427 |16083
-0.038 9.860 -0.249 |0.427 6.714 -0.488 |16458
-0.031 9.824 -0.297 |0.488 6.531 -0.366 |55208
-0.043 9.822 -0.287 |0.671 6.592 -0.244 |15959
-0.055 9.812 -0.264 |0.732 6.775 -0.244 |16125
-0.036 9.824 -0.271 |0.610 6.836 -0.183 |16333
-0.038 9.827 -0.240 |0.549 6.897 -0.122 |16458
-0.038 9.827 -0.240 |0.488 6.897 0.000 |16000
-0.031 9.836 -0.283 |0.427 6.775 -0.061 |16292
-0.043 9.843 -0.337 |0.427 6.714 -0.061 |21500
-0.012 9.824 -0.245 |0.427 6.714 0.000 |16584
-0.019 9.822 -0.259 |0.427 6.714 -0.061 |55209
-0.024 9.824 -0.261 |0.549 6.653 -0.244 |16292
-0.024 9.848 -0.240 |0.610 6.592 -0.244 |16292
-0.036 9.858 -0.162 |0.610 6.531 -0.183 |16292
-0.024 9.841 -0.207 |0.427 6.470 -0.122 |16458
-0.005 9.862 -0.314 |0.305 6.592 -0.122 |16292
-0.043 9.891 -0.306 |0.305 6.714 -0.244 |16167
-0.057 9.867 -0.247 |0.488 6.714 -0.305 |16125
-0.041 9.838 -0.230 |0.610 6.592 -0.244 |16084
-0.045 9.843 -0.264 |0.671 6.531 -0.122 |16291
-0.033 9.841 -0.259 |0.610 6.470 -0.122 |16500
-0.033 9.841 -0.259 |0.549 6.409 -0.244 |55542
0.005 9.870 -0.261 |0.549 6.287 -0.244 |16166
-0.017 9.874 -0.230 |0.549 6.287 -0.244 |16083
-0.022 9.822 -0.183 |0.488 6.287 -0.244 |16375
-0.043 9.810 -0.266 |0.488 6.348 -0.244 |16167
-0.057 9.829 -0.268 |0.488 6.409 -0.183 |16292
-0.038 9.865 -0.233 |0.549 6.409 -0.122 |16208
-0.029 9.884 -0.264 |0.610 6.409 -0.183 |16042
-0.024 9.908 -0.302 |0.671 6.409 -0.244 |16166
-0.026 9.937 -0.287 |0.732 6.470 -0.366 |55167
-0.022 9.894 -0.216 |0.610 6.592 -0.305 |16625
-0.005 9.862 -0.304 |0.549 6.348 0.000 |21125
-0.010 9.891 -0.340 |0.671 6.226 -0.061 |56166
-0.029 9.891 -0.238 |0.793 6.165 -0.122 |16709
-0.002 9.874 -0.254 |0.854 6.104 -0.244 |16417
0.024 9.882 -0.268 |0.793 6.104 -0.305 |16167
0.024 9.882 -0.268 |0.732 6.165 -0.366 |16333
-0.017 9.860 -0.295 |0.671 6.104 -0.305 |17042
-0.029 9.831 -0.280 |0.610 6.104 -0.244 |16083
-0.038 9.831 -0.268 |0.549 6.104 -0.305 |56042
0.002 9.800 -0.233 |0.549 6.165 -0.427 |16125
0.017 9.841 -0.221 |0.549 6.165 -0.366 |16167
-0.026 9.850 -0.245 |0.549 6.104 -0.305 |16375
-0.045 9.846 -0.271 |0.488 5.981 -0.305 |16000
-0.031 9.831 -0.314 |0.488 5.981 -0.183 |16208
-0.014 9.831 -0.340 |0.610 5.981 -0.122 |16792
-0.010 9.834 -0.297 |0.671 5.981 -0.061 |16500
-0.010 9.834 -0.297 |0.732 5.981 -0.061 |16250
-0.022 9.848 -0.219 |0.671 5.981 -0.122 |56042
-0.017 9.834 -0.273 |0.549 5.981 -0.244 |55042
-0.029 9.822 -0.238 |0.549 5.981 -0.366 |16416
-0.036 9.807 -0.254 |0.549 6.042 -0.427 |16083
-0.045 9.824 -0.297 |0.610 5.981 -0.244 |16209
-0.057 9.843 -0.290 |0.549 5.981 -0.122 |16583
-0.053 9.850 -0.245 |0.488 5.981 -0.244 |16083
-0.029 9.860 -0.264 |0.549 5.920 -0.244 |24000
-0.022 9.850 -0.273 |0.610 5.859 -0.244 |17375
-0.019 9.848 -0.259 |0.732 5.798 -0.122 |55750
-0.007 9.843 -0.271 |0.671 5.737 0.000 |17667
-0.019 9.843 -0.268 |0.610 5.676 0.000 |16291
-0.024 9.827 -0.278 |0.610 5.737 -0.061 |16917
-0.053 9.841 -0.283 |0.671 5.798 -0.183 |16542
-0.045 9.865 -0.292 |0.610 5.737 -0.183 |24750
-0.022 9.870 -0.221 |0.549 5.676 -0.122 |18541
0.000 9.850 -0.228 |0.549 5.676 -0.183 |15917
0.010 9.834 -0.240 |0.610 5.737 -0.244 |16084
-0.036 9.838 -0.219 |0.549 5.676 -0.244 |16166
-0.067 9.855 -0.221 |0.549 5.615 -0.183 |55792
-0.022 9.862 -0.249 |0.610 5.554 -0.122 |16500
-0.012 9.855 -0.264 |0.610 5.554 -0.122 |16375
-0.010 9.853 -0.214 |0.549 5.554 -0.122 |16792
-0.007 9.872 -0.245 |0.488 5.554 -0.122 |17167
-0.024 9.903 -0.321 |0.488 5.554 -0.183 |16083
-0.010 9.898 -0.283 |0.427 5.554 -0.244 |229542
-0.010 9.872 -0.257 |0.427 5.493 -0.244 |17208
-0.026 9.843 -0.283 |0.488 5.493 -0.244 |17000
-0.022 9.829 -0.252 |0.610 5.432 -0.244 |16708
-0.017 9.834 -0.295 |0.732 5.371 -0.183 |56209
-0.029 9.862 -0.363 |0.549 5.310 -0.183 |55542
-0.055 9.862 -0.314 |0.427 5.310 -0.122 |16625
-0.048 9.834 -0.290 |0.488 5.310 -0.122 |16792
-0.017 9.843 -0.292 |0.610 5.188 -0.122 |16375
-0.022 9.848 -0.264 |0.732 5.127 -0.061 |16458
-0.017 9.853 -0.240 |0.732 5.188 -0.061 |16250
-0.012 9.850 -0.252 |0.732 5.188 -0.061 |20791
0.005 9.827 -0.280 |0.610 5.249 -0.122 |22750
0.017 9.819 -0.302 |0.610 5.127 -0.183 |55333
0.024 9.846 -0.219 |0.610 5.127 -0.244 |16375
-0.002 9.865 -0.207 |0.549 5.127 -0.244 |16167
-0.019 9.850 -0.273 |0.610 5.127 -0.061 |16542
0.000 9.836 -0.304 |0.671 5.066 0.061 |16167
-0.017 9.834 -0.214 |0.732 5.066 -0.122 |16375
-0.017 9.834 -0.214 |0.732 5.188 -0.244 |16041
-0.022 9.846 -0.204 |0.671 5.188 -0.183 |16125
0.017 9.867 -0.259 |0.549 5.066 -0.061 |16208
0.022 9.853 -0.266 |0.427 5.066 -0.122 |16583
0.012 9.872 -0.266 |0.427 5.066 -0.122 |16458
0.026 9.886 -0.268 |0.427 5.066 -0.183 |16125
-0.002 9.872 -0.242 |0.488 5.127 -0.122 |16584
-0.055 9.889 -0.259 |0.488 5.188 -0.183 |16167
-0.031 9.834 -0.287 |0.549 5.188 -0.183 |16208
-0.012 9.810 -0.271 |0.610 5.127 -0.305 |16375
-0.014 9.858 -0.297 |0.549 4.883 -0.366 |16041
-0.017 9.855 -0.333 |0.427 4.761 -0.305 |16250
-0.019 9.848 -0.344 |0.488 4.822 -0.122 |16500
-0.012 9.855 -0.335 |0.549 5.005 -0.061 |16167
-0.012 9.855 -0.335 |0.671 5.066 -0.244 |16083
-0.014 9.853 -0.304 |0.671 4.944 -0.305 |55750
-0.022 9.848 -0.240 |0.610 4.822 -0.305 |16875
-0.026 9.848 -0.295 |0.610 4.761 -0.244 |22875
-0.048 9.850 -0.278 |0.610 4.761 -0.244 |18875
-0.045 9.850 -0.245 |0.549 4.700 -0.183 |17459
-0.012 9.838 -0.299 |0.549 4.761 -0.122 |17000
-0.014 9.831 -0.283 |0.610 4.761 -0.061 |16291
-0.038 9.824 -0.230 |0.610 4.700 -0.061 |16333
-0.065 9.834 -0.314 |0.610 4.700 -0.122 |16500
-0.067 9.807 -0.363 |0.610 4.761 -0.122 |16750
-0.074 9.798 -0.297 |0.671 4.761 -0.183 |16208
-0.057 9.815 -0.290 |0.671 4.761 -0.244 |55375
-0.005 9.800 -0.261 |0.671 4.700 -0.244 |16250
0.012 9.812 -0.223 |0.610 4.639 -0.244 |16208
0.012 9.841 -0.299 |0.610 4.639 -0.305 |16084
0.010 9.853 -0.321 |0.610 4.578 -0.183 |16250
-0.012 9.870 -0.321 |0.549 4.578 -0.061 |16417
-0.036 9.884 -0.342 |0.549 4.578 0.061 |16250
-0.036 9.884 -0.342 |0.671 4.517 0.061 |16583
-0.043 9.858 -0.259 |0.671 4.456 -0.122 |16583
-0.053 9.841 -0.254 |0.549 4.456 -0.183 |55709
-0.029 9.908 -0.309 |0.610 4.456 -0.183 |16333
-0.017 9.860 -0.323 |0.610 4.333 -0.122 |16292
-0.017 9.860 -0.323 |0.488 4.333 0.000 |16000
-0.014 9.827 -0.352 |0.488 4.395 -0.061 |56166
-0.029 9.862 -0.306 |0.366 4.333 -0.061 |16292
-0.005 9.831 -0.333 |0.244 4.272 -0.122 |16583
0.002 9.829 -0.318 |0.366 4.272 -0.122 |23167
-0.012 9.858 -0.333 |0.427 4.333 -0.061 |18000
0.000 9.855 -0.356 |0.488 4.333 0.000 |15542
-0.017 9.824 -0.318 |0.549 4.333 -0.122 |56458
-0.041 9.824 -0.287 |0.305 4.272 -0.061 |55625
-0.029 9.850 -0.240 |0.305 4.150 0.000 |16208
-0.014 9.846 -0.245 |0.366 4.089 -0.122 |16542
-0.031 9.822 -0.278 |0.427 4.089 -0.183 |16333
-0.045 9.819 -0.295 |0.366 4.028 -0.122 |16625
-0.022 9.817 -0.304 |0.305 3.967 0.061 |16542
-0.010 9.834 -0.297 |0.305 3.967 0.061 |16583
-0.010 9.846 -0.304 |0.244 4.089 0.061 |16292
-0.017 9.819 -0.276 |0.305 4.089 -0.061 |16750
-0.007 9.815 -0.302 |0.305 4.089 -0.305 |16625
-0.005 9.805 -0.266 |0.183 4.211 -0.366 |16292
-0.019 9.800 -0.226 |0.061 4.211 -0.305 |16291
-0.033 9.834 -0.311 |0.244 4.089 -0.122 |16417
-0.033 9.855 -0.354 |0.427 4.028 0.061 |16333
-0.026 9.858 -0.342 |0.427 4.028 0.061 |16583
-0.026 9.855 -0.323 |0.305 4.089 -0.122 |16416
-0.026 9.855 -0.323 |0.122 4.028 -0.122 |16416
-0.036 9.841 -0.302 |0.061 3.906 0.000 |16292
-0.007 9.843 -0.247 |0.061 3.784 0.122 |16416
0.010 9.848 -0.259 |0.000 3.723 0.122 |16583
-0.007 9.836 -0.375 |0.061 3.845 -0.122 |55584
0.002 9.824 -0.337 |0.122 3.906 -0.244 |23000
-0.010 9.810 -0.297 |0.122 3.906 -0.244 |19625
-0.007 9.822 -0.268 |0.122 3.845 -0.122 |232083
0.024 9.824 -0.302 |0.061 3.845 0.061 |22583
-0.019 9.791 -0.330 |0.122 3.906 0.061 |18167
-0.062 9.788 -0.337 |0.122 3.784 -0.061 |26666
-0.033 9.807 -0.337 |0.122 3.784 -0.061 |17291
-0.007 9.815 -0.311 |0.122 3.723 -0.183 |56708
-0.007 9.817 -0.252 |0.122 3.479 -0.183 |17083
-0.033 9.817 -0.259 |0.183 3.479 -0.061 |16583
-0.031 9.841 -0.311 |0.061 3.540 0.061 |16334
-0.022 9.850 -0.287 |0.000 3.601 0.061 |16334
-0.022 9.836 -0.271 |0.122 3.662 -0.061 |16542
-0.038 9.874 -0.318 |0.122 3.662 -0.061 |16458
-0.031 9.872 -0.347 |0.244 3.723 -0.305 |16292
-0.014 9.829 -0.323 |0.183 3.662 -0.244 |15959
-0.026 9.838 -0.292 |0.122 3.601 -0.183 |16250
-0.012 9.858 -0.268 |0.061 3.601 -0.061 |16167
0.005 9.858 -0.287 |-0.061 3.540 -0.061 |56542
-0.014 9.834 -0.276 |-0.183 3.540 -0.061 |16625
-0.062 9.855 -0.257 |-0.183 3.540 -0.061 |16875
-0.053 9.882 -0.285 |-0.122 3.479 -0.061 |16458
-0.050 9.848 -0.278 |-0.183 3.479 0.000 |16083
-0.033 9.836 -0.240 |-0.122 3.418 0.122 |16791
0.000 9.853 -0.266 |-0.061 3.235 -0.061 |16000
-0.002 9.834 -0.306 |0.000 3.174 -0.122 |16292
0.002 9.812 -0.306 |-0.122 3.113 -0.061 |16542
-0.019 9.810 -0.304 |-0.183 3.113 0.000 |16000
-0.014 9.810 -0.290 |-0.183 3.174 0.000 |55750
0.007 9.834 -0.306 |-0.183 3.296 0.000 |16167
-0.022 9.848 -0.337 |-0.061 3.235 -0.244 |22500
-0.062 9.841 -0.295 |0.000 3.113 -0.183 |16708
-0.041 9.831 -0.245 |-0.122 2.991 -0.122 |16750
-0.010 9.855 -0.254 |-0.305 3.113 -0.183 |16292
-0.010 9.884 -0.261 |-0.366 3.235 -0.244 |16208
-0.012 9.877 -0.292 |-0.366 3.235 -0.244 |15958
-0.029 9.862 -0.283 |-0.305 3.357 -0.305 |16416
-0.026 9.855 -0.219 |-0.244 3.296 -0.122 |17667
-0.022 9.855 -0.219 |-0.122 3.174 0.061 |56209
-0.022 9.855 -0.264 |-0.183 2.991 0.244 |16500
-0.005 9.841 -0.273 |-0.183 3.052 -0.061 |16375
-0.017 9.843 -0.266 |-0.122 3.113 -0.305 |16375
-0.019 9.853 -0.192 |-0.122 3.113 -0.305 |16500
-0.012 9.867 -0.185 |-0.183 3.113 -0.183 |16125
-0.024 9.872 -0.226 |-0.305 3.052 0.000 |16250
0.005 9.879 -0.214 |-0.244 2.991 0.061 |16209
0.014 9.882 -0.207 |-0.183 2.991 0.061 |16584
-0.019 9.855 -0.223 |-0.183 2.930 -0.061 |56417
-0.019 9.836 -0.280 |-0.183 2.808 -0.061 |16291
-0.002 9.827 -0.287 |-0.183 2.808 -0.061 |16416
-0.014 9.836 -0.297 |-0.244 2.808 -0.061 |16250
-0.036 9.848 -0.268 |-0.366 2.869 -0.122 |16292
-0.022 9.848 -0.309 |-0.488 2.808 -0.122 |16375
0.000 9.860 -0.304 |-0.427 2.747 -0.122 |16084
0.007 9.850 -0.273 |-0.305 2.747 -0.122 |16416
-0.010 9.838 -0.273 |-0.183 2.747 -0.061 |23625
-0.041 9.841 -0.273 |-0.183 2.808 0.061 |16833
-0.038 9.836 -0.292 |-0.305 2.747 -0.061 |16625
-0.019 9.855 -0.287 |-0.427 2.747 -0.183 |16500
-0.022 9.872 -0.271 |-0.427 2.747 -0.122 |16542
-0.041 9.836 -0.221 |-0.366 2.747 0.061 |18125
-0.038 9.812 -0.259 |-0.244 2.563 0.183 |16375
-0.017 9.848 -0.302 |-0.305 2.563 0.244 |16291
-0.012 9.877 -0.287 |-0.366 2.686 0.061 |16959
-0.014 9.867 -0.245 |-0.427 2.747 -0.305 |16834
-0.017 9.838 -0.226 |-0.366 2.686 -0.427 |18166
-0.005 9.855 -0.249 |-0.366 2.625 -0.244 |16709
0.010 9.879 -0.278 |-0.366 2.563 -0.061 |16333
-0.012 9.862 -0.299 |-0.305 2.563 0.000 |55125
-0.038 9.860 -0.311 |-0.305 2.502 -0.061 |16500
-0.017 9.865 -0.299 |-0.244 2.502 -0.061 |16375
-0.014 9.884 -0.280 |-0.122 2.380 0.000 |16334
-0.029 9.903 -0.304 |-0.122 2.319 0.061 |16875
0.002 9.872 -0.304 |-0.244 2.197 0.122 |16833
0.005 9.848 -0.247 |-0.366 2.136 0.122 |16625
-0.012 9.865 -0.230 |-0.305 2.258 -0.122 |16542
-0.012 9.865 -0.230 |-0.244 2.319 -0.244 |16166
-0.024 9.860 -0.209 |-0.305 2.197 -0.183 |16292
-0.045 9.870 -0.188 |-0.366 2.136 0.000 |16917
-0.022 9.872 -0.190 |-0.366 2.197 0.061 |50666
0.000 9.827 -0.273 |-0.366 2.258 0.000 |21625
-0.014 9.834 -0.259 |-0.366 2.197 -0.061 |17583
-0.005 9.870 -0.245 |-0.366 2.136 0.000 |16375
-0.005 9.877 -0.261 |-0.427 2.136 -0.061 |16375
-0.041 9.865 -0.306 |-0.427 2.258 -0.183 |16208
-0.026 9.874 -0.335 |-0.427 2.319 0.000 |864500
-0.005 9.891 -0.287 |-0.427 2.075 -0.061 |27625
-0.005 9.862 -0.335 |-0.427 2.197 -0.061 |34375
-0.017 9.855 -0.290 |-0.305 2.258 -0.244 |256917
-0.045 9.836 -0.306 |-0.305 1.953 0.183 |37792
-0.043 9.810 -0.299 |-0.244 2.197 -0.061 |38917
-0.012 9.874 -0.344 |-0.244 2.075 -0.061 |33666
-0.053 9.874 -0.211 |-0.366 2.014 -0.122 |36625
-0.038 9.865 -0.285 |-0.366 1.892 0.000 |33458
-0.010 9.850 -0.306 |-0.366 1.770 0.000 |41625
-0.038 9.838 -0.290 |-0.427 1.831 -0.122 |30916
-0.033 9.834 -0.223 |-0.488 1.831 -0.061 |51083
0.012 9.843 -0.257 |-0.427 1.770 0.122 |38917
0.005 9.846 -0.292 |-0.305 1.709 0.000 |35167
-0.033 9.853 -0.247 |-0.305 1.709 -0.183 |36250
0.002 9.882 -0.295 |-0.366 1.831 -0.183 |34917
-0.010 9.848 -0.278 |-0.366 1.831 -0.183 |34667
-0.024 9.824 -0.230 |-0.366 1.648 -0.061 |34458
-0.005 9.836 -0.264 |-0.427 1.587 0.000 |33958
-0.012 9.862 -0.278 |-0.488 1.526 0.122 |35209
-0.005 9.843 -0.247 |-0.488 1.526 0.122 |31667
0.012 9.822 -0.195 |-0.366 1.526 0.000 |31583
0.024 9.829 -0.181 |-0.488 1.221 -0.122 |34125
-0.050 9.860 -0.273 |-0.549 1.343 -0.122 |34625
-0.043 9.877 -0.242 |-0.488 1.648 -0.061 |27583
-0.029 9.886 -0.240 |-0.427 1.587 0.061 |17291
-0.019 9.850 -0.299 |-0.366 1.404 0.122 |18250
-0.024 9.846 -0.325 |-0.366 1.282 0.183 |55541
-0.036 9.872 -0.318 |-0.488 1.282 0.183 |16500
-0.038 9.843 -0.259 |-0.610 1.282 0.183 |16334
0.019 9.831 -0.223 |-0.610 1.282 0.061 |16250
0.014 9.791 -0.278 |-0.549 1.221 -0.122 |16500
-0.022 9.800 -0.311 |-0.427 1.160 -0.244 |16542
-0.029 9.855 -0.295 |-0.427 1.160 -0.061 |16250
-0.045 9.862 -0.252 |-0.427 1.221 0.122 |24125
-0.043 9.855 -0.230 |-0.549 1.221 0.122 |17708
-0.014 9.822 -0.285 |-0.610 1.221 0.000 |16459
0.002 9.831 -0.318 |-0.549 1.282 -0.122 |56375
0.005 9.848 -0.278 |-0.427 1.160 0.000 |16916
-0.002 9.848 -0.259 |-0.488 1.160 0.183 |17125
-0.026 9.846 -0.306 |-0.488 1.099 0.183 |16500
-0.031 9.836 -0.366 |-0.427 1.160 0.122 |16458
-0.026 9.855 -0.306 |-0.427 1.160 0.122 |16375
-0.014 9.870 -0.254 |-0.427 1.099 0.122 |16750
-0.017 9.853 -0.278 |-0.488 0.977 0.061 |16666
-0.048 9.850 -0.259 |-0.488 0.854 0.000 |16167
-0.038 9.848 -0.202 |-0.488 0.977 -0.122 |16417
-0.024 9.815 -0.211 |-0.488 1.160 -0.122 |56458
-0.014 9.800 -0.266 |-0.549 1.038 -0.122 |16334
-0.007 9.831 -0.264 |-0.610 0.977 0.000 |16458
-0.029 9.891 -0.245 |-0.610 0.977 0.000 |16292
-0.012 9.867 -0.273 |-0.610 0.977 0.000 |16500
-0.010 9.834 -0.257 |-0.427 0.854 -0.061 |16833
-0.026 9.848 -0.247 |-0.366 0.793 -0.061 |16417
-0.038 9.853 -0.290 |-0.427 0.793 -0.061 |16500
-0.022 9.858 -0.297 |-0.427 0.732 -0.061 |16625
-0.010 9.838 -0.299 |-0.488 0.671 -0.061 |16459
-0.029 9.822 -0.266 |-0.610 0.732 -0.061 |56458
-0.010 9.841 -0.238 |-0.610 0.854 -0.183 |21250
0.000 9.867 -0.207 |-0.549 0.916 -0.183 |16000
-0.022 9.862 -0.204 |-0.610 0.977 0.000 |16542
-0.022 9.862 -0.204 |-0.671 0.977 0.122 |17417
-0.041 9.838 -0.233 |-0.610 0.793 0.061 |16541
-0.036 9.848 -0.259 |-0.488 0.549 0.061 |16333
-0.036 9.843 -0.226 |-0.488 0.427 -0.061 |16000
-0.043 9.819 -0.257 |-0.488 0.427 -0.061 |16292
-0.045 9.827 -0.325 |-0.610 0.427 -0.183 |17000
-0.036 9.862 -0.366 |-0.671 0.366 -0.061 |18125
-0.029 9.870 -0.323 |-0.610 0.305 0.061 |16709
-0.017 9.874 -0.211 |-0.488 0.366 0.061 |16209
-0.002 9.858 -0.245 |-0.366 0.427 0.061 |16750
-0.017 9.795 -0.290 |-0.305 0.366 0.061 |55833
-0.031 9.829 -0.290 |-0.366 0.366 0.061 |16458
-0.036 9.889 -0.287 |-0.549 0.305 0.122 |16292
-0.017 9.850 -0.280 |-0.549 0.244 0.183 |16292
0.019 9.846 -0.292 |-0.549 0.305 0.183 |16166
0.026 9.896 -0.249 |-0.549 0.366 0.122 |16333
0.014 9.882 -0.183 |-0.549 0.366 0.122 |16500
0.010 9.829 -0.216 |-0.366 0.122 0.000 |57083
-0.012 9.841 -0.290 |-0.366 0.122 -0.061 |16625
0.002 9.841 -0.287 |-0.427 0.122 -0.122 |16750
0.007 9.846 -0.228 |-0.427 0.122 -0.122 |16667
0.014 9.850 -0.257 |-0.366 0.183 -0.122 |23417
-0.007 9.846 -0.304 |-0.366 0.244 -0.183 |17333
-0.019 9.860 -0.280 |-0.366 0.183 -0.061 |16250
-0.010 9.865 -0.273 |-0.427 0.061 0.000 |16375
-0.019 9.850 -0.306 |-0.427 0.122 0.000 |17917
-0.010 9.870 -0.302 |-0.427 0.183 -0.061 |19083
-0.005 9.877 -0.271 |-0.366 0.183 -0.061 |16875
-0.010 9.877 -0.261 |-0.427 0.122 -0.061 |16834
-0.010 9.877 -0.261 |-0.427 0.061 -0.122 |271208
-0.017 9.898 -0.266 |-0.427 0.000 -0.061 |20250
-0.019 9.891 -0.259 |-0.366 -0.122 0.061 |16792
-0.026 9.879 -0.202 |-0.244 -0.183 0.000 |16416
-0.017 9.879 -0.171 |-0.183 -0.061 0.061 |16333
-0.017 9.879 -0.171 |-0.244 -0.061 0.061 |16500
0.010 9.872 -0.219 |-0.244 -0.122 0.000 |17959
-0.005 9.865 -0.254 |-0.305 -0.122 -0.122 |18083
-0.014 9.853 -0.233 |-0.366 -0.183 -0.122 |16459
-0.019 9.848 -0.266 |-0.244 -0.305 0.000 |16459
-0.026 9.872 -0.271 |-0.183 -0.244 0.061 |19333
-0.029 9.894 -0.235 |-0.183 -0.244 0.061 |16208
-0.048 9.889 -0.214 |-0.183 -0.244 0.000 |15916
-0.041 9.879 -0.221 |-0.305 -0.244 -0.061 |16416
-0.017 9.870 -0.254 |-0.244 -0.244 -0.061 |16375
-0.005 9.870 -0.271 |-0.244 -0.244 0.000 |16583
0.014 9.884 -0.278 |-0.305 -0.305 0.122 |56250
-0.002 9.867 -0.216 |-0.122 -0.305 0.244 |23209
0.002 9.884 -0.197 |0.000 -0.305 0.061 |22250
-0.022 9.894 -0.245 |0.000 -0.427 0.000 |17334
-0.031 9.858 -0.271 |-0.122 -0.488 -0.061 |18208
0.000 9.831 -0.219 |-0.183 -0.488 0.000 |16042
-0.002 9.841 -0.235 |-0.122 -0.427 0.061 |17792
-0.014 9.853 -0.283 |-0.183 -0.549 0.061 |16375
-0.012 9.850 -0.306 |-0.305 -0.610 0.000 |16083
-0.017 9.865 -0.264 |-0.305 -0.610 0.000 |16375
-0.029 9.862 -0.202 |-0.183 -0.610 0.000 |16042
-0.029 9.862 -0.202 |-0.061 -0.671 0.000 |16916
-0.024 9.850 -0.230 |0.000 -0.610 0.000 |16125
-0.010 9.850 -0.264 |0.000 -0.488 0.000 |16542
-0.010 9.850 -0.261 |-0.122 -0.549 0.122 |17000
-0.010 9.889 -0.247 |-0.183 -0.671 0.122 |17084
-0.017 9.874 -0.261 |-0.183 -0.732 0.183 |16125
-0.029 9.838 -0.240 |-0.183 -0.732 0.183 |16500
-0.012 9.846 -0.214 |-0.122 -0.671 0.122 |19333
-0.024 9.867 -0.219 |-0.122 -0.610 0.000 |16667
-0.043 9.896 -0.216 |0.122 -0.671 0.061 |56625
-0.026 9.843 -0.309 |0.061 -0.732 0.000 |16625
-0.045 9.855 -0.261 |0.000 -0.732 0.061 |16458
-0.014 9.877 -0.285 |-0.122 -0.732 0.000 |16458
-0.019 9.882 -0.257 |0.000 -0.916 -0.244 |55792
-0.012 9.886 -0.245 |0.122 -0.916 -0.244 |17000
-0.007 9.860 -0.268 |0.061 -0.854 -0.183 |16542
0.005 9.853 -0.245 |0.000 -0.854 -0.122 |16417
-0.014 9.877 -0.266 |0.000 -0.916 -0.122 |16542
