Accel XYZ (m/s^2) |Gyro  XYZ (deg/sec)  |Time (nanoseconds)
9.789 0.120 -0.074 |0.061 0.061 0.000 |17458
9.784 0.093 -0.014 |0.122 0.061 0.000 |16959
9.784 0.093 -0.014 |0.122 0.183 0.000 |16375
9.770 0.105 -0.012 |0.000 0.305 -0.122 |56958
9.779 0.113 -0.012 |0.122 0.183 0.061 |21750
9.803 0.129 -0.045 |0.122 0.183 0.061 |16792
9.813 0.136 -0.040 |-0.061 0.244 0.305 |55417
9.791 0.127 -0.040 |0.000 0.366 0.183 |16334
9.787 0.129 -0.067 |0.122 0.244 0.000 |16584
9.770 0.139 -0.078 |0.122 0.244 0.000 |16792
9.779 0.146 -0.062 |0.183 0.122 0.061 |16250
9.782 0.113 -0.021 |0.122 0.122 0.122 |17042
9.765 0.127 -0.005 |0.244 0.183 0.061 |16583
9.782 0.124 -0.007 |0.305 0.122 -0.122 |16750
9.784 0.074 -0.019 |0.183 0.000 -0.244 |16250
9.787 0.086 -0.086 |0.000 -0.061 -0.305 |256000
9.818 0.117 -0.150 |0.000 0.000 -0.183 |19541
9.827 0.110 -0.133 |0.122 0.061 -0.061 |16833
9.801 0.093 -0.088 |0.183 0.122 -0.061 |17583
9.767 0.108 -0.036 |0.183 0.122 -0.122 |16625
9.765 0.115 -0.033 |0.183 0.183 -0.244 |16500
9.791 0.122 -0.036 |0.244 0.183 -0.305 |16167
9.794 0.132 -0.057 |0.183 0.183 -0.305 |56375
9.798 0.117 -0.109 |0.122 0.183 -0.366 |16375
9.820 0.120 -0.109 |0.183 0.183 -0.183 |16584
9.815 0.108 -0.119 |0.122 0.122 0.061 |16791
9.818 0.089 -0.100 |0.061 -0.061 0.061 |16875
9.803 0.101 -0.021 |0.000 -0.122 -0.061 |22459
9.772 0.129 -0.014 |0.122 -0.122 -0.122 |17458
9.801 0.156 -0.012 |0.122 -0.122 -0.122 |16833
9.810 0.160 -0.031 |0.183 -0.061 -0.061 |16292
9.784 0.146 -0.078 |0.122 0.000 0.000 |16250
9.784 0.144 -0.050 |0.061 0.061 0.061 |16875
9.772 0.127 -0.048 |0.061 0.122 0.000 |17125
9.758 0.096 -0.062 |0.000 0.244 0.000 |16417
9.770 0.086 -0.059 |0.061 0.244 0.061 |16666
9.789 0.136 -0.081 |0.122 0.183 0.122 |16875
9.775 0.122 -0.062 |0.183 0.061 0.122 |16666
9.760 0.072 -0.005 |0.244 -0.061 0.061 |16417
9.763 0.120 -0.021 |0.183 -0.061 0.000 |17208
9.763 0.120 -0.021 |0.061 0.061 0.000 |16541
9.763 0.117 -0.069 |0.061 0.061 0.061 |33417
9.767 0.136 -0.100 |-0.183 0.061 0.000 |38333
9.806 0.144 -0.057 |-0.061 0.000 0.061 |37500
9.772 0.103 -0.031 |0.122 0.061 -0.244 |34542
9.760 0.124 -0.069 |-0.061 -0.183 -0.183 |28041
9.779 0.124 -0.097 |-0.061 -0.183 -0.061 |36041
9.794 0.115 -0.029 |0.061 -0.061 -0.122 |35834
9.801 0.117 -0.097 |0.122 0.061 -0.183 |32583
9.767 0.132 -0.086 |0.244 0.122 -0.122 |28541
9.772 0.127 -0.088 |0.122 0.061 0.122 |40917
9.753 0.141 -0.119 |0.122 0.000 -0.122 |36292
9.767 0.113 -0.050 |-0.061 -0.122 0.000 |36166
9.753 0.120 -0.002 |-0.122 -0.183 0.061 |33333
9.743 0.124 -0.036 |0.183 -0.061 -0.061 |31875
9.770 0.084 -0.088 |0.122 -0.061 0.000 |146292
9.796 0.101 0.000 |0.000 0.061 0.061 |33959
9.798 0.072 -0.059 |0.061 0.000 0.000 |34125
9.763 0.096 -0.064 |0.183 -0.183 0.061 |33125
9.801 0.158 -0.071 |0.122 -0.122 -0.061 |30833
9.846 0.151 -0.052 |0.122 0.122 -0.122 |31167
9.791 0.132 -0.043 |0.183 0.244 -0.061 |27000
9.791 0.132 -0.043 |0.305 0.183 0.000 |19625
9.791 0.132 -0.097 |0.183 0.000 0.061 |16917
9.787 0.108 -0.074 |0.061 -0.061 0.061 |16541
9.765 0.122 -0.024 |0.000 -0.061 0.000 |16584
9.734 0.134 -0.088 |-0.061 0.000 0.000 |18334
9.736 0.141 -0.126 |-0.061 0.061 0.000 |15958
9.758 0.146 -0.090 |-0.061 0.061 0.000 |16459
9.777 0.134 -0.088 |-0.061 0.000 0.061 |16375
9.779 0.144 -0.145 |0.000 -0.122 0.122 |26708
9.763 0.158 -0.069 |0.122 -0.122 0.000 |23167
9.777 0.156 0.052 |0.061 -0.061 -0.122 |17792
9.810 0.129 -0.005 |-0.061 -0.061 -0.183 |16375
9.822 0.103 -0.064 |-0.061 -0.061 -0.183 |17833
9.810 0.098 -0.088 |-0.122 0.000 -0.122 |18875
9.784 0.098 -0.078 |0.061 0.000 0.000 |16500
9.789 0.141 0.002 |0.305 -0.061 0.122 |16583
9.803 0.148 -0.031 |0.366 -0.122 0.244 |16709
9.806 0.115 -0.095 |0.244 -0.183 0.244 |16458
9.803 0.117 -0.088 |0.183 -0.122 0.061 |16500
9.791 0.110 -0.093 |0.122 -0.061 0.183 |16583
9.791 0.110 -0.048 |0.122 -0.061 0.244 |16583
9.791 0.124 -0.005 |0.122 -0.122 0.183 |17000
9.784 0.093 -0.026 |0.000 -0.122 0.061 |16375
9.784 0.093 -0.026 |-0.061 -0.122 0.000 |16417
9.772 0.069 -0.036 |-0.061 -0.183 0.000 |56166
9.779 0.096 -0.021 |0.061 -0.244 0.000 |16458
9.765 0.098 -0.019 |0.122 -0.244 -0.061 |16458
9.787 0.105 -0.064 |0.061 -0.244 -0.061 |16500
9.796 0.091 -0.029 |0.000 -0.183 0.000 |16583
9.796 0.098 -0.012 |0.061 -0.122 0.061 |16583
9.784 0.129 -0.062 |0.183 0.000 0.000 |16417
9.794 0.120 -0.048 |0.000 0.061 -0.061 |17042
9.787 0.117 -0.005 |0.000 0.000 0.061 |16833
9.765 0.134 -0.040 |0.000 0.061 0.122 |50417
9.753 0.124 -0.097 |0.000 0.061 0.000 |18625
9.753 0.124 -0.097 |-0.061 0.000 0.122 |16667
9.760 0.158 -0.040 |-0.061 0.000 0.305 |16625
9.784 0.129 -0.036 |0.061 -0.061 0.305 |16750
9.815 0.077 -0.017 |0.122 -0.122 0.122 |16666
9.822 0.067 -0.057 |0.122 -0.305 -0.183 |55875
9.801 0.096 -0.043 |0.000 -0.305 -0.305 |16583
9.794 0.086 -0.038 |0.000 -0.244 -0.183 |16583
9.770 0.120 -0.050 |0.061 -0.183 0.000 |231125
9.791 0.115 -0.093 |0.122 -0.122 0.000 |17208
9.801 0.108 -0.033 |0.061 -0.244 -0.061 |16917
9.782 0.124 -0.050 |0.000 -0.305 0.061 |16625
9.796 0.134 -0.081 |0.000 -0.183 0.061 |16292
9.801 0.144 -0.012 |0.000 -0.061 -0.061 |16333
9.794 0.122 0.029 |0.000 -0.122 -0.122 |56375
9.777 0.120 0.021 |0.061 -0.183 -0.122 |17041
9.763 0.153 -0.043 |0.122 -0.244 -0.061 |16458
9.777 0.127 -0.076 |0.122 -0.183 0.000 |57125
9.803 0.127 -0.012 |0.061 -0.061 0.122 |56667
9.772 0.089 -0.064 |0.000 -0.122 0.061 |16750
9.791 0.089 -0.029 |-0.061 -0.305 0.000 |16542
9.787 0.122 -0.057 |0.061 -0.305 0.061 |16667
9.775 0.160 -0.059 |0.122 -0.244 0.061 |22167
9.770 0.151 -0.031 |0.122 -0.122 0.122 |18375
9.758 0.127 -0.036 |0.061 -0.122 0.061 |17084
9.760 0.120 -0.031 |0.122 -0.244 0.061 |17375
9.765 0.120 -0.062 |0.122 -0.427 0.122 |16708
9.775 0.146 -0.081 |0.183 -0.488 0.122 |16334
9.758 0.120 -0.067 |0.061 -0.366 0.061 |16792
9.748 0.103 -0.107 |0.000 -0.305 -0.061 |16750
9.772 0.110 -0.128 |0.000 -0.305 -0.122 |16417
9.779 0.113 -0.062 |0.000 -0.366 -0.122 |16667
9.779 0.113 -0.062 |0.122 -0.305 -0.061 |16958
9.784 0.134 -0.021 |0.183 -0.244 0.061 |16416
9.787 0.156 0.007 |0.244 -0.122 0.183 |16583
9.779 0.124 -0.059 |0.244 -0.122 0.244 |16375
9.787 0.074 -0.131 |0.061 -0.366 0.244 |16375
9.779 0.081 -0.074 |0.061 -0.366 0.244 |16500
9.753 0.108 -0.055 |-0.061 -0.427 0.122 |19041
9.760 0.144 -0.107 |-0.061 -0.366 0.061 |17708
9.755 0.156 -0.064 |0.000 -0.305 0.000 |16375
9.777 0.124 -0.021 |0.000 -0.183 -0.122 |16792
9.784 0.132 -0.043 |-0.061 -0.183 -0.061 |16875
9.743 0.132 -0.017 |-0.061 -0.427 0.000 |16584
9.746 0.129 -0.038 |-0.061 -0.488 0.061 |16458
9.777 0.146 -0.086 |-0.061 -0.488 0.122 |16750
9.782 0.136 -0.083 |0.000 -0.366 0.061 |16542
9.782 0.120 -0.038 |-0.061 -0.244 0.061 |17042
9.765 0.124 -0.071 |-0.061 -0.122 0.061 |16750
9.765 0.124 -0.071 |0.122 -0.244 0.000 |16500
9.765 0.141 -0.074 |0.183 -0.366 0.000 |16708
9.791 0.144 -0.019 |0.122 -0.427 0.061 |22083
9.791 0.093 -0.071 |0.061 -0.427 0.122 |18083
9.791 0.093 -0.071 |0.061 -0.488 0.061 |16083
9.787 0.127 -0.038 |0.061 -0.427 -0.061 |16666
9.772 0.115 -0.057 |0.061 -0.305 -0.122 |16958
9.755 0.086 -0.069 |0.000 -0.244 -0.061 |16458
9.782 0.091 -0.071 |-0.122 -0.244 0.000 |16458
9.813 0.086 -0.088 |-0.122 -0.244 0.000 |16542
9.803 0.101 -0.081 |-0.122 -0.366 0.061 |18541
9.779 0.096 -0.074 |-0.122 -0.427 0.000 |16750
9.772 0.081 -0.078 |-0.061 -0.305 -0.122 |16292
9.775 0.124 -0.081 |0.000 -0.244 -0.244 |16292
9.763 0.139 -0.057 |0.061 -0.244 -0.183 |16166
9.765 0.146 -0.069 |0.061 -0.305 -0.061 |16375
9.796 0.144 -0.093 |-0.061 -0.305 -0.061 |16250
9.813 0.108 -0.040 |-0.061 -0.366 -0.061 |19542
9.784 0.093 -0.038 |0.061 -0.427 -0.061 |18042
9.772 0.117 -0.050 |0.000 -0.488 0.061 |17458
9.777 0.127 -0.012 |-0.061 -0.549 0.183 |16333
9.777 0.127 -0.012 |-0.061 -0.488 0.061 |55416
9.736 0.096 -0.057 |0.000 -0.305 -0.061 |16583
9.753 0.060 -0.074 |0.000 -0.183 -0.061 |16792
9.782 0.079 -0.033 |-0.061 -0.183 0.000 |16542
9.789 0.117 -0.050 |0.000 -0.305 0.122 |16666
9.796 0.113 -0.164 |0.000 -0.488 0.000 |16334
9.796 0.113 -0.164 |0.000 -0.610 -0.061 |16542
9.777 0.096 -0.159 |-0.122 -0.610 -0.061 |16542
9.791 0.074 -0.102 |-0.244 -0.549 0.000 |16250
9.796 0.089 -0.100 |0.000 -0.427 -0.122 |51709
9.753 0.110 -0.057 |-0.061 -0.366 -0.122 |18500
9.729 0.136 -0.107 |-0.061 -0.366 -0.122 |16458
9.720 0.146 -0.086 |-0.061 -0.305 -0.122 |16625
9.751 0.160 -0.067 |-0.122 -0.305 -0.122 |17375
9.758 0.156 -0.086 |-0.122 -0.183 -0.061 |16583
9.775 0.124 -0.062 |0.061 -0.305 -0.122 |18083
9.810 0.105 -0.026 |0.122 -0.488 0.000 |17792
9.787 0.122 -0.045 |0.122 -0.488 0.122 |16542
9.751 0.091 -0.086 |0.000 -0.366 0.061 |16500
9.775 0.096 -0.078 |-0.061 -0.366 0.000 |16291
9.791 0.136 -0.043 |-0.122 -0.366 0.061 |16334
9.791 0.096 -0.045 |-0.061 -0.305 0.061 |16250
9.789 0.077 -0.067 |0.000 -0.305 0.000 |16292
9.789 0.077 -0.067 |0.061 -0.305 0.000 |16333
9.779 0.117 -0.029 |0.000 -0.366 -0.122 |16459
9.772 0.156 -0.043 |-0.061 -0.305 -0.122 |56875
9.755 0.110 -0.050 |0.061 -0.305 0.061 |277500
9.760 0.148 -0.071 |0.000 -0.183 0.061 |55834
9.751 0.108 -0.093 |0.000 -0.305 0.183 |56541
9.767 0.101 -0.081 |-0.122 -0.610 0.061 |56917
9.782 0.101 -0.031 |0.061 -0.427 0.122 |56666
9.801 0.132 -0.067 |-0.061 -0.183 0.000 |56625
9.815 0.110 -0.107 |-0.122 -0.183 0.183 |56042
9.832 0.124 -0.055 |-0.061 -0.183 0.061 |56750
9.806 0.098 -0.057 |0.000 -0.244 -0.183 |56792
9.794 0.077 -0.100 |0.000 -0.366 0.061 |57167
9.784 0.103 -0.176 |0.061 -0.366 0.183 |16583
9.798 0.108 -0.133 |0.000 -0.183 0.122 |16250
9.784 0.115 -0.121 |0.000 -0.122 0.000 |16834
9.791 0.120 -0.093 |0.000 -0.122 0.000 |16625
9.782 0.103 -0.057 |-0.061 -0.183 0.000 |16500
9.736 0.122 -0.036 |-0.061 -0.305 -0.061 |16334
9.739 0.132 -0.071 |-0.061 -0.488 -0.061 |16250
9.763 0.098 -0.064 |0.061 -0.427 -0.061 |57250
9.779 0.129 -0.062 |0.061 -0.244 0.000 |56459
9.782 0.153 -0.078 |-0.122 -0.122 0.000 |56958
9.770 0.115 -0.055 |-0.122 -0.244 0.122 |17000
9.758 0.148 -0.078 |-0.183 -0.305 0.183 |15917
9.760 0.163 -0.043 |-0.122 -0.366 0.122 |20709
9.765 0.156 -0.040 |-0.061 -0.366 0.000 |18500
9.777 0.120 -0.071 |-0.061 -0.305 -0.183 |16583
9.810 0.093 -0.055 |-0.061 -0.244 -0.183 |17000
9.808 0.098 -0.067 |-0.061 -0.305 0.000 |17292
9.777 0.091 -0.050 |-0.061 -0.305 0.061 |16500
9.772 0.093 -0.062 |-0.061 -0.244 0.061 |16250
9.779 0.120 -0.067 |0.000 -0.244 0.122 |17500
9.796 0.117 -0.014 |-0.061 -0.183 0.183 |16834
9.796 0.117 -0.014 |-0.122 -0.122 0.183 |16459
9.777 0.096 -0.033 |-0.183 -0.122 0.244 |16459
9.760 0.110 -0.090 |-0.061 -0.183 0.122 |16208
9.789 0.113 -0.119 |0.061 -0.244 0.000 |16708
9.789 0.134 -0.109 |0.061 -0.244 0.000 |16791
9.782 0.153 -0.069 |0.061 -0.122 -0.061 |16500
9.777 0.129 -0.012 |0.122 -0.061 0.000 |16500
9.777 0.096 0.014 |0.122 -0.183 0.061 |16833
9.770 0.081 -0.026 |0.061 -0.305 0.122 |16416
9.729 0.098 -0.114 |0.000 -0.305 0.061 |16584
9.734 0.096 -0.097 |-0.061 -0.244 0.061 |16375
9.755 0.079 -0.031 |0.000 -0.244 0.183 |16209
9.760 0.091 -0.036 |-0.061 -0.183 0.244 |16500
9.763 0.132 -0.040 |-0.183 -0.122 0.244 |16958
9.763 0.132 -0.040 |-0.122 -0.061 0.061 |16333
9.748 0.146 -0.050 |-0.061 -0.061 -0.122 |16416
9.775 0.110 -0.043 |0.000 -0.061 -0.183 |16625
9.789 0.079 -0.062 |0.000 -0.061 -0.122 |16500
9.806 0.103 -0.093 |0.000 -0.122 0.061 |16792
9.798 0.117 -0.048 |0.061 -0.183 0.061 |22292
9.755 0.115 -0.045 |0.000 -0.305 -0.122 |17958
9.767 0.120 -0.064 |0.000 -0.305 -0.122 |17042
9.777 0.108 -0.040 |-0.061 -0.305 -0.183 |17541
9.763 0.091 -0.071 |0.061 -0.305 -0.061 |16583
9.765 0.108 -0.100 |0.122 -0.183 0.000 |16875
9.789 0.127 -0.114 |0.122 -0.122 0.061 |16541
9.777 0.115 -0.116 |0.061 -0.183 0.122 |16875
9.746 0.086 -0.062 |0.061 -0.122 0.122 |16667
9.760 0.091 -0.057 |0.000 -0.183 0.000 |16792
9.791 0.101 -0.062 |0.061 -0.244 0.000 |16958
9.782 0.093 -0.048 |0.061 -0.244 0.061 |16709
9.779 0.124 -0.038 |0.000 -0.183 0.061 |16834
9.779 0.124 -0.038 |0.000 -0.122 0.122 |16625
9.787 0.103 -0.086 |-0.061 -0.122 0.061 |19833
9.787 0.103 -0.086 |-0.122 -0.183 -0.061 |17208
9.772 0.124 -0.064 |-0.183 -0.305 -0.061 |17000
9.763 0.129 -0.038 |-0.122 -0.305 0.000 |16541
9.760 0.117 -0.088 |0.000 -0.244 0.000 |16250
9.760 0.115 -0.112 |0.000 -0.244 0.000 |16542
9.803 0.067 -0.059 |0.000 -0.183 0.000 |16292
9.806 0.050 -0.050 |0.000 -0.183 -0.061 |17167
9.796 0.096 -0.048 |-0.061 -0.122 -0.061 |16917
9.794 0.141 -0.007 |0.000 0.000 0.061 |16583
9.779 0.132 -0.064 |0.061 0.000 0.061 |16250
9.779 0.124 -0.097 |0.061 -0.061 -0.122 |16750
9.763 0.148 -0.083 |0.061 -0.122 -0.183 |16541
9.770 0.086 -0.124 |0.000 -0.122 -0.305 |17084
9.806 0.060 -0.131 |-0.122 -0.061 -0.244 |16584
9.806 0.060 -0.131 |-0.122 -0.122 -0.122 |16583
9.801 0.086 -0.078 |-0.061 -0.183 0.000 |16500
9.767 0.096 -0.057 |-0.061 -0.244 0.061 |23541
9.760 0.086 -0.126 |-0.183 -0.183 -0.061 |17167
9.760 0.086 -0.126 |-0.183 -0.061 -0.183 |16875
9.751 0.098 -0.152 |0.000 -0.183 -0.122 |16708
9.777 0.096 -0.095 |0.183 -0.244 0.000 |16667
9.777 0.124 -0.055 |0.061 -0.183 0.122 |16667
9.772 0.110 -0.097 |0.061 -0.183 0.122 |16458
9.763 0.089 -0.097 |-0.061 -0.122 0.000 |25334
9.755 0.132 -0.076 |0.000 -0.122 0.000 |17708
9.753 0.127 -0.036 |0.061 -0.122 -0.122 |16667
9.763 0.093 -0.014 |0.061 -0.122 -0.122 |16625
9.767 0.122 -0.014 |0.061 -0.061 -0.305 |16250
9.777 0.122 -0.033 |0.122 -0.061 -0.427 |16666
9.763 0.101 -0.145 |0.061 -0.122 -0.427 |16542
9.763 0.072 -0.135 |0.061 -0.183 -0.305 |16333
9.791 0.093 -0.045 |0.122 -0.061 -0.183 |16291
9.798 0.151 0.005 |0.061 0.122 -0.061 |16833
9.791 0.127 0.024 |-0.061 0.122 -0.122 |16833
9.758 0.086 -0.007 |-0.061 0.000 -0.244 |16417
9.758 0.086 -0.007 |0.122 -0.122 -0.244 |16792
9.770 0.103 -0.026 |0.244 -0.183 -0.183 |16667
9.784 0.120 -0.038 |0.122 -0.183 -0.183 |16584
9.801 0.120 -0.100 |0.000 -0.183 -0.122 |16833
9.791 0.120 -0.102 |-0.061 -0.122 -0.061 |16583
9.770 0.098 -0.048 |-0.061 -0.122 -0.061 |16417
9.763 0.079 -0.033 |-0.122 -0.061 -0.061 |18209
9.777 0.091 -0.064 |-0.061 -0.122 0.061 |25958
9.782 0.136 -0.078 |0.000 -0.061 0.183 |17000
9.782 0.122 -0.017 |0.000 -0.061 0.183 |16917
9.782 0.096 -0.059 |-0.061 -0.183 0.183 |56416
9.755 0.093 -0.010 |-0.061 -0.183 0.061 |17083
9.787 0.113 0.000 |-0.061 -0.122 0.000 |16667
9.808 0.110 -0.012 |0.061 0.000 -0.061 |16459
9.810 0.108 -0.024 |0.061 0.000 -0.183 |16417
9.782 0.096 -0.067 |0.061 0.000 -0.183 |16542
9.782 0.096 -0.067 |0.122 0.000 -0.183 |16833
9.784 0.084 -0.083 |0.122 -0.122 -0.061 |17083
9.820 0.101 -0.078 |0.000 -0.122 0.061 |16833
9.813 0.091 -0.107 |-0.122 -0.061 0.000 |56042
9.722 0.115 -0.067 |-0.244 0.000 -0.122 |17250
9.753 0.086 -0.143 |-0.183 0.000 -0.122 |16958
9.782 0.101 -0.124 |-0.122 0.122 -0.122 |17041
9.765 0.101 -0.052 |0.000 0.061 -0.061 |16583
9.772 0.098 -0.055 |0.000 -0.061 0.061 |16500
9.782 0.115 -0.048 |0.000 -0.183 0.183 |17458
9.770 0.117 -0.081 |-0.122 -0.183 0.122 |17041
9.765 0.129 -0.107 |-0.122 0.061 0.061 |16375
9.767 0.132 -0.078 |-0.061 0.183 0.000 |16416
9.765 0.096 -0.055 |-0.061 0.061 -0.122 |16333
9.763 0.089 -0.059 |-0.122 -0.061 -0.122 |16708
9.794 0.103 -0.064 |-0.244 -0.183 -0.061 |26750
9.791 0.117 -0.090 |-0.244 -0.305 0.122 |18084
9.765 0.117 -0.119 |-0.244 -0.122 0.122 |19459
9.772 0.074 -0.114 |-0.244 -0.061 0.061 |16709
9.782 0.091 -0.078 |-0.183 -0.061 0.000 |16625
9.787 0.129 -0.081 |-0.183 -0.061 0.000 |16375
9.779 0.127 -0.071 |-0.122 0.000 0.000 |16334
9.779 0.117 -0.059 |-0.061 -0.061 -0.061 |16000
9.770 0.084 -0.093 |-0.183 -0.122 -0.122 |16875
9.770 0.084 -0.093 |-0.366 -0.183 0.000 |16209
9.755 0.086 -0.088 |-0.305 -0.061 0.183 |16250
9.779 0.105 -0.021 |-0.122 0.122 0.305 |16458
9.787 0.096 0.000 |0.122 0.244 0.305 |16958
9.758 0.105 -0.043 |0.122 0.244 0.244 |16625
9.787 0.129 -0.071 |0.122 0.244 0.244 |16375
9.815 0.144 -0.081 |0.000 0.122 0.000 |16834
9.775 0.115 -0.069 |-0.183 0.000 0.000 |16750
9.784 0.096 -0.071 |-0.183 0.122 0.122 |16708
9.798 0.086 -0.090 |-0.061 0.244 0.122 |16667
9.806 0.093 -0.083 |0.000 0.305 -0.061 |16667
9.820 0.098 -0.059 |-0.061 0.366 -0.183 |16458
9.815 0.081 -0.033 |-0.061 0.366 -0.183 |56500
9.777 0.069 -0.017 |0.061 0.366 -0.061 |56000
9.746 0.065 -0.031 |0.061 0.305 -0.122 |16792
9.794 0.105 -0.062 |0.061 0.183 -0.183 |20542
9.782 0.105 -0.040 |0.122 0.122 -0.122 |17000
9.787 0.153 -0.076 |0.061 0.122 0.183 |18167
9.789 0.117 -0.102 |0.000 0.122 0.366 |16708
9.782 0.081 -0.105 |-0.061 0.061 0.305 |16583
9.782 0.124 -0.086 |-0.061 0.061 0.061 |16583
9.782 0.124 -0.086 |-0.183 0.244 0.000 |51959
9.782 0.079 -0.124 |-0.183 0.122 0.000 |20083
9.751 0.079 -0.131 |-0.183 0.183 0.122 |17083
9.736 0.091 -0.140 |-0.183 0.244 0.244 |16333
9.748 0.127 -0.128 |-0.183 0.244 0.244 |15667
9.772 0.124 -0.086 |-0.244 0.244 0.183 |16583
9.782 0.115 -0.071 |-0.183 0.122 0.122 |18125
9.767 0.096 -0.097 |-0.122 0.061 0.061 |16959
9.760 0.086 -0.112 |-0.061 0.061 -0.061 |17041
9.765 0.105 -0.105 |-0.122 0.122 -0.122 |16750
9.777 0.091 -0.116 |-0.183 0.183 -0.061 |16542
9.782 0.108 -0.074 |-0.183 0.244 -0.061 |16708
9.787 0.120 0.012 |-0.183 0.305 -0.122 |16875
9.779 0.086 -0.024 |-0.122 0.305 -0.061 |16625
9.753 0.067 -0.088 |-0.061 0.122 0.000 |16417
9.753 0.067 -0.088 |-0.061 0.000 0.061 |274875
9.758 0.127 -0.081 |-0.122 0.061 0.183 |21708
9.798 0.146 -0.067 |-0.061 0.183 0.122 |19000
