Accel XYZ (m/s^2) |Gyro  XYZ (deg/sec)  |Time (nanoseconds)
-0.088 -0.527 -9.933 |-1.709 -1.282 -18.127 |30292
-0.112 -0.515 -9.917 |-1.587 -1.282 -18.127 |35417
-0.091 -0.517 -9.931 |-1.587 -1.343 -18.127 |39625
-0.088 -0.546 -9.902 |-1.709 -1.404 -18.066 |39542
-0.088 -0.522 -9.940 |-1.648 -1.465 -18.005 |37833
-0.093 -0.512 -9.974 |-1.648 -1.282 -17.944 |35750
-0.091 -0.515 -9.971 |-1.648 -1.160 -17.883 |37000
-0.096 -0.481 -9.938 |-1.709 -1.038 -17.822 |102958
-0.105 -0.507 -9.983 |-1.831 -1.038 -17.944 |59917
-0.091 -0.519 -9.933 |-1.770 -1.038 -17.944 |19958
-0.096 -0.486 -9.924 |-1.587 -1.038 -17.883 |18250
-0.096 -0.486 -9.924 |-1.465 -1.038 -17.822 |18292
-0.081 -0.507 -9.945 |-1.404 -1.160 -17.822 |18625
-0.069 -0.496 -9.921 |-1.343 -1.160 -17.761 |18208
-0.086 -0.486 -9.917 |-1.404 -1.099 -17.639 |18417
-0.091 -0.510 -9.931 |-1.648 -1.038 -17.517 |18375
-0.103 -0.527 -9.914 |-1.648 -1.038 -17.517 |18208
-0.108 -0.522 -9.874 |-1.770 -1.160 -17.517 |18208
-0.096 -0.507 -9.905 |-1.770 -1.221 -17.517 |17916
-0.112 -0.498 -9.907 |-1.709 -1.160 -17.334 |17959
-0.136 -0.493 -9.848 |-1.709 -0.916 -17.273 |17917
-0.127 -0.512 -9.862 |-1.709 -0.793 -17.395 |18000
-0.086 -0.517 -9.919 |-1.648 -0.854 -17.456 |18125
-0.038 -0.500 -9.969 |-1.587 -0.916 -17.456 |18333
-0.041 -0.491 -9.966 |-1.587 -1.038 -17.334 |18292
-0.041 -0.491 -9.966 |-1.648 -1.038 -17.090 |29791
-0.060 -0.493 -9.997 |-1.709 -0.977 -17.090 |21750
-0.053 -0.510 -9.962 |-1.709 -0.854 -17.212 |19625
-0.060 -0.484 -9.938 |-1.648 -0.854 -17.334 |18375
-0.074 -0.452 -9.917 |-1.648 -0.854 -17.273 |18583
-0.120 -0.448 -9.907 |-1.648 -0.977 -17.090 |19125
-0.112 -0.467 -9.898 |-1.648 -1.038 -17.029 |17958
-0.098 -0.515 -9.940 |-1.709 -1.038 -17.029 |18167
-0.122 -0.522 -9.964 |-1.770 -1.038 -16.968 |18250
-0.122 -0.522 -9.964 |-1.770 -0.977 -16.907 |18458
-0.105 -0.484 -9.933 |-1.709 -0.793 -16.907 |18333
-0.096 -0.486 -9.912 |-1.587 -0.732 -16.968 |18250
-0.091 -0.505 -9.890 |-1.526 -0.732 -17.090 |18041
-0.096 -0.500 -9.914 |-1.526 -0.732 -17.090 |18083
-0.091 -0.457 -9.947 |-1.465 -0.854 -16.968 |18541
-0.096 -0.428 -9.928 |-1.465 -0.916 -16.846 |18334
-0.091 -0.438 -9.933 |-1.526 -0.977 -16.724 |18291
-0.093 -0.486 -9.985 |-1.526 -0.977 -16.724 |18292
-0.110 -0.500 -9.995 |-1.465 -0.916 -16.663 |18208
-0.103 -0.498 -9.936 |-1.465 -0.916 -16.541 |18125
-0.096 -0.498 -9.966 |-1.465 -0.916 -16.602 |18250
-0.074 -0.500 -9.988 |-1.404 -0.916 -16.663 |18167
-0.074 -0.496 -9.940 |-1.343 -0.916 -16.663 |27000
-0.050 -0.481 -9.921 |-1.404 -0.977 -16.602 |19750
-0.017 -0.498 -9.933 |-1.404 -0.977 -16.479 |18625
-0.055 -0.498 -9.950 |-1.465 -0.916 -16.479 |18750
-0.093 -0.472 -9.947 |-1.465 -0.977 -16.418 |32542
-0.093 -0.445 -9.933 |-1.526 -0.977 -16.296 |20667
-0.108 -0.486 -9.978 |-1.587 -0.977 -16.296 |19625
-0.096 -0.519 -10.028 |-1.465 -0.977 -16.296 |22292
-0.069 -0.493 -9.957 |-1.221 -0.977 -16.235 |18500
-0.069 -0.493 -9.957 |-1.160 -0.916 -16.174 |18292
-0.086 -0.481 -9.931 |-1.221 -0.977 -16.235 |21500
-0.069 -0.512 -9.940 |-1.221 -0.977 -16.357 |18500
-0.069 -0.529 -9.936 |-1.221 -0.854 -16.418 |18042
-0.088 -0.503 -9.990 |-1.221 -0.732 -16.235 |18083
-0.067 -0.498 -9.971 |-1.221 -0.732 -16.235 |18125
-0.053 -0.507 -9.936 |-1.282 -0.854 -16.113 |18167
-0.076 -0.515 -9.938 |-1.221 -1.038 -16.052 |18042
-0.096 -0.515 -9.900 |-1.160 -1.099 -15.930 |17792
-0.076 -0.500 -9.959 |-1.221 -1.038 -15.930 |17666
-0.072 -0.481 -10.004 |-1.221 -0.977 -15.869 |20792
-0.079 -0.481 -9.928 |-1.099 -1.038 -15.930 |17750
-0.067 -0.457 -9.912 |-1.038 -1.038 -15.930 |17750
-0.072 -0.443 -9.959 |-1.160 -1.038 -15.808 |17875
-0.076 -0.476 -9.943 |-1.221 -1.038 -15.686 |17459
-0.076 -0.476 -9.943 |-1.160 -0.977 -15.625 |18000
-0.062 -0.450 -9.921 |-1.099 -0.977 -15.564 |18041
-0.100 -0.467 -9.914 |-1.038 -1.038 -15.686 |17583
-0.093 -0.500 -9.940 |-1.099 -1.099 -15.747 |17792
-0.062 -0.476 -9.964 |-1.099 -1.099 -15.747 |17667
-0.067 -0.479 -9.902 |-1.099 -1.038 -15.747 |17917
-0.057 -0.474 -9.898 |-0.977 -0.916 -15.747 |28041
-0.050 -0.491 -9.966 |-0.977 -0.977 -15.625 |19750
-0.072 -0.491 -9.990 |-0.977 -0.977 -15.503 |19000
-0.103 -0.488 -9.921 |-0.977 -0.977 -15.503 |18292
-0.100 -0.469 -9.905 |-0.977 -1.099 -15.442 |18334
-0.098 -0.438 -9.926 |-0.916 -1.099 -15.503 |18084
-0.105 -0.488 -9.938 |-0.854 -1.099 -15.503 |17959
-0.084 -0.510 -9.966 |-0.854 -1.038 -15.442 |19750
-0.067 -0.491 -9.952 |-0.916 -0.977 -15.442 |18084
-0.098 -0.476 -9.957 |-0.854 -0.916 -15.503 |18375
-0.100 -0.462 -9.950 |-0.793 -0.916 -15.381 |18166
-0.098 -0.440 -9.940 |-0.610 -0.854 -15.320 |18084
-0.098 -0.440 -9.940 |-0.610 -0.793 -15.259 |18042
-0.103 -0.462 -9.969 |-0.732 -0.793 -15.259 |17833
-0.096 -0.493 -10.002 |-0.671 -0.793 -15.259 |21250
-0.098 -0.479 -9.955 |-0.732 -0.916 -15.198 |18666
-0.093 -0.486 -9.938 |-0.732 -0.977 -15.137 |18791
-0.086 -0.503 -9.990 |-0.732 -0.977 -15.137 |18125
-0.072 -0.524 -9.981 |-0.732 -0.977 -14.954 |18458
-0.079 -0.481 -9.938 |-0.671 -0.916 -15.015 |18000
-0.088 -0.445 -9.931 |-0.610 -0.916 -15.015 |18000
-0.072 -0.488 -9.955 |-0.488 -0.854 -15.076 |18166
-0.067 -0.507 -9.957 |-0.366 -0.793 -15.076 |18167
-0.100 -0.493 -9.926 |-0.427 -0.793 -15.015 |18416
-0.115 -0.500 -9.940 |-0.549 -0.854 -14.893 |18375
-0.065 -0.503 -9.921 |-0.671 -0.916 -14.893 |18417
-0.074 -0.486 -9.864 |-0.671 -0.916 -14.893 |18083
-0.074 -0.486 -9.864 |-0.610 -0.916 -14.893 |18541
-0.100 -0.486 -9.909 |-0.671 -0.854 -14.832 |18208
-0.096 -0.472 -9.943 |-0.671 -0.793 -14.709 |18125
-0.124 -0.457 -9.900 |-0.610 -0.793 -14.648 |18292
-0.122 -0.462 -9.845 |-0.610 -0.793 -14.648 |18083
-0.105 -0.481 -9.895 |-0.427 -0.793 -14.526 |18208
-0.076 -0.474 -9.976 |-0.305 -0.793 -14.343 |28333
-0.062 -0.443 -9.943 |-0.305 -0.854 -14.526 |21000
-0.055 -0.448 -9.964 |-0.366 -0.854 -14.587 |20709
-0.074 -0.455 -9.936 |-0.305 -0.793 -14.404 |18084
-0.084 -0.479 -9.864 |-0.183 -0.732 -14.282 |18291
-0.074 -0.493 -9.883 |-0.183 -0.732 -14.282 |18042
-0.088 -0.457 -9.895 |-0.122 -0.793 -14.282 |18375
-0.076 -0.452 -9.871 |-0.122 -0.916 -14.282 |18500
-0.105 -0.479 -9.888 |-0.061 -0.977 -14.221 |18250
-0.110 -0.496 -9.957 |0.000 -0.854 -14.282 |18709
-0.067 -0.474 -9.950 |-0.061 -0.610 -14.404 |19458
-0.062 -0.484 -9.921 |-0.061 -0.549 -14.465 |18333
-0.091 -0.510 -9.957 |-0.122 -0.671 -14.343 |18416
-0.108 -0.467 -9.924 |-0.061 -0.732 -14.221 |18125
-0.088 -0.457 -9.871 |0.000 -0.732 -14.099 |17833
-0.105 -0.474 -9.893 |0.000 -0.916 -14.160 |18166
-0.105 -0.474 -9.893 |0.061 -1.038 -14.099 |18375
-0.086 -0.440 -9.876 |0.000 -0.916 -14.038 |178292
-0.067 -0.436 -9.862 |0.061 -0.793 -14.038 |24375
-0.076 -0.448 -9.898 |0.061 -0.793 -14.038 |21333
-0.055 -0.445 -9.917 |0.061 -0.916 -13.977 |19250
-0.088 -0.462 -9.966 |0.122 -0.977 -13.977 |20208
-0.088 -0.462 -9.966 |0.244 -1.038 -13.855 |18750
-0.079 -0.484 -9.950 |0.244 -0.977 -13.855 |19167
-0.057 -0.476 -9.931 |0.244 -0.916 -13.855 |18375
-0.084 -0.445 -9.957 |0.305 -0.916 -13.855 |29000
-0.117 -0.443 -9.917 |0.305 -0.793 -13.916 |20917
-0.074 -0.460 -9.879 |0.305 -0.671 -13.855 |24084
-0.081 -0.452 -9.938 |0.183 -0.610 -13.672 |18958
-0.096 -0.460 -9.912 |0.244 -0.671 -13.550 |18458
-0.084 -0.486 -9.931 |0.305 -0.732 -13.489 |18500
-0.093 -0.479 -9.988 |0.427 -0.732 -13.489 |21459
-0.081 -0.448 -9.947 |0.549 -0.732 -13.367 |18666
-0.088 -0.457 -9.957 |0.549 -0.732 -13.367 |18167
-0.084 -0.493 -9.995 |0.671 -0.732 -13.245 |18208
-0.067 -0.500 -9.964 |0.671 -0.793 -13.245 |18250
-0.067 -0.486 -9.921 |0.549 -0.793 -13.245 |18375
-0.079 -0.479 -9.957 |0.610 -0.732 -13.245 |18333
-0.108 -0.474 -9.985 |0.671 -0.854 -13.245 |18458
-0.081 -0.474 -9.928 |0.671 -0.854 -13.245 |18125
-0.057 -0.464 -9.860 |0.671 -0.854 -13.062 |18167
-0.079 -0.474 -9.867 |0.610 -0.793 -13.000 |17833
-0.091 -0.486 -9.919 |0.610 -0.854 -13.062 |17875
-0.091 -0.486 -9.919 |0.549 -0.854 -13.062 |18125
-0.093 -0.428 -9.905 |0.610 -0.732 -13.123 |18167
-0.086 -0.436 -9.928 |0.732 -0.610 -13.123 |18125
-0.084 -0.467 -9.921 |0.854 -0.671 -13.123 |18333
-0.081 -0.476 -9.895 |0.854 -0.671 -13.123 |18292
-0.065 -0.488 -9.952 |0.793 -0.793 -13.123 |19000
-0.065 -0.484 -9.955 |0.793 -0.793 -13.062 |18125
-0.079 -0.448 -9.931 |0.854 -0.793 -13.062 |18125
-0.084 -0.438 -9.928 |0.854 -0.732 -13.000 |28042
-0.079 -0.467 -9.959 |0.793 -0.793 -12.878 |19916
-0.096 -0.452 -9.988 |0.793 -0.793 -12.756 |19500
-0.105 -0.445 -9.962 |0.854 -0.732 -12.573 |18667
-0.086 -0.462 -9.945 |1.038 -0.793 -12.512 |18084
-0.074 -0.472 -9.902 |1.221 -0.854 -12.512 |17667
-0.029 -0.496 -9.943 |1.160 -0.793 -12.512 |18083
-0.022 -0.474 -10.004 |1.160 -0.732 -12.512 |21125
-0.065 -0.462 -9.981 |1.160 -0.732 -12.329 |18125
-0.093 -0.479 -9.988 |1.160 -0.732 -12.268 |21750
-0.103 -0.464 -9.971 |1.282 -0.793 -12.268 |18291
-0.110 -0.474 -9.936 |1.282 -0.854 -12.146 |19208
-0.110 -0.474 -9.936 |1.221 -0.854 -12.085 |21208
-0.115 -0.474 -9.924 |1.221 -0.793 -12.024 |19375
-0.103 -0.467 -9.928 |1.099 -0.732 -12.085 |18917
-0.098 -0.462 -9.905 |1.038 -0.793 -12.085 |18333
-0.091 -0.438 -9.907 |1.038 -0.854 -12.085 |18708
-0.081 -0.455 -9.928 |1.038 -0.854 -12.085 |18834
-0.079 -0.498 -9.938 |1.221 -0.793 -12.024 |18292
-0.081 -0.503 -9.947 |1.221 -0.793 -12.024 |18208
-0.103 -0.455 -9.974 |1.343 -0.732 -11.902 |18583
-0.117 -0.440 -9.952 |1.343 -0.793 -11.841 |18041
-0.134 -0.448 -9.921 |1.343 -0.793 -11.841 |17917
-0.148 -0.469 -9.945 |1.282 -0.610 -11.841 |17666
-0.086 -0.500 -9.921 |1.282 -0.671 -11.780 |18167
-0.057 -0.503 -9.931 |1.282 -0.793 -11.597 |18209
-0.079 -0.522 -9.969 |1.343 -0.793 -11.658 |27916
-0.098 -0.524 -9.947 |1.526 -0.793 -11.780 |19417
-0.110 -0.517 -9.928 |1.465 -0.793 -11.780 |18500
-0.060 -0.491 -9.952 |1.282 -0.793 -11.658 |19291
-0.053 -0.491 -9.962 |1.282 -0.732 -11.475 |18208
-0.074 -0.517 -9.898 |1.282 -0.610 -11.536 |18583
-0.074 -0.517 -9.898 |1.221 -0.610 -11.536 |18375
-0.053 -0.484 -9.933 |1.282 -0.732 -11.536 |18125
-0.074 -0.464 -9.993 |1.404 -0.977 -11.475 |18042
-0.084 -0.474 -9.945 |1.465 -0.977 -11.353 |18375
-0.074 -0.484 -9.890 |1.404 -0.793 -11.230 |17875
-0.076 -0.486 -9.907 |1.404 -0.793 -11.230 |18083
-0.062 -0.472 -9.974 |1.404 -0.671 -11.230 |18333
-0.074 -0.462 -9.924 |1.465 -0.732 -11.230 |18083
-0.081 -0.455 -9.943 |1.465 -0.854 -11.353 |18167
-0.084 -0.460 -9.933 |1.404 -0.916 -11.353 |18125
-0.084 -0.476 -9.871 |1.404 -0.854 -11.169 |18000
-0.074 -0.510 -9.902 |1.404 -0.732 -10.986 |18125
-0.074 -0.503 -9.905 |1.465 -0.610 -10.742 |17917
-0.060 -0.474 -9.900 |1.465 -0.671 -10.620 |18000
-0.060 -0.474 -9.900 |1.526 -0.793 -10.620 |17917
-0.045 -0.488 -9.926 |1.587 -0.732 -10.864 |18166
-0.067 -0.469 -9.933 |1.648 -0.610 -10.986 |181750
-0.074 -0.510 -9.985 |1.648 -0.549 -10.803 |21667
-0.074 -0.510 -9.985 |1.648 -0.671 -10.620 |19167
-0.057 -0.505 -9.943 |1.648 -0.671 -10.620 |18625
-0.081 -0.496 -9.898 |1.709 -0.732 -10.620 |18875
-0.069 -0.500 -9.888 |1.648 -0.671 -10.559 |18084
-0.086 -0.476 -9.936 |1.648 -0.671 -10.559 |18167
-0.093 -0.496 -9.964 |1.648 -0.671 -10.498 |18083
-0.057 -0.515 -9.950 |1.648 -0.671 -10.559 |32708
-0.093 -0.479 -9.898 |1.587 -0.732 -10.376 |19666
-0.112 -0.479 -9.914 |1.587 -0.732 -10.315 |29000
-0.088 -0.491 -9.950 |1.526 -0.732 -10.254 |19541
-0.081 -0.467 -9.933 |1.526 -0.732 -10.254 |18875
-0.091 -0.474 -9.924 |1.404 -0.732 -10.315 |18416
-0.096 -0.505 -9.952 |1.587 -0.671 -10.376 |18792
-0.079 -0.486 -9.988 |1.892 -0.610 -10.437 |17917
-0.108 -0.505 -9.978 |1.892 -0.610 -10.376 |18833
-0.120 -0.505 -10.007 |1.709 -0.671 -10.315 |21750
-0.084 -0.488 -10.002 |1.648 -0.793 -10.376 |19750
-0.093 -0.519 -9.947 |1.709 -0.854 -10.315 |17875
-0.096 -0.529 -9.993 |1.770 -0.671 -10.071 |17791
-0.091 -0.543 -10.000 |1.770 -0.549 -9.827 |17583
-0.091 -0.543 -10.000 |1.831 -0.549 -9.888 |16459
-0.098 -0.529 -9.943 |1.831 -0.610 -9.949 |16125
-0.098 -0.515 -9.917 |1.709 -0.610 -9.827 |16208
-0.108 -0.491 -9.921 |1.648 -0.732 -9.644 |16208
-0.076 -0.472 -9.902 |1.648 -0.732 -9.644 |16375
-0.053 -0.486 -9.874 |1.709 -0.793 -9.644 |16250
-0.074 -0.531 -9.921 |1.770 -0.732 -9.827 |15958
-0.069 -0.560 -9.921 |1.831 -0.549 -9.949 |15958
-0.067 -0.546 -9.921 |1.709 -0.488 -9.888 |16333
-0.086 -0.512 -9.993 |1.709 -0.549 -9.644 |16416
-0.096 -0.457 -9.952 |1.831 -0.610 -9.583 |16125
-0.100 -0.479 -9.931 |1.831 -0.671 -9.644 |16208
-0.065 -0.510 -9.990 |1.770 -0.610 -9.766 |16375
-0.036 -0.488 -9.940 |1.648 -0.610 -9.644 |16500
-0.036 -0.488 -9.940 |1.648 -0.549 -9.583 |24458
-0.115 -0.488 -9.955 |1.648 -0.610 -9.521 |17666
-0.088 -0.496 -9.957 |1.709 -0.671 -9.338 |16834
-0.062 -0.505 -9.950 |1.709 -0.732 -9.216 |16583
-0.062 -0.505 -9.950 |1.648 -0.732 -9.277 |16375
-0.069 -0.505 -9.971 |1.648 -0.610 -9.277 |16250
-0.088 -0.539 -9.931 |1.648 -0.610 -9.277 |18375
-0.100 -0.534 -9.869 |1.587 -0.610 -9.338 |16958
-0.096 -0.510 -9.886 |1.526 -0.427 -9.277 |16458
-0.093 -0.488 -9.938 |1.526 -0.427 -9.277 |16250
-0.100 -0.498 -9.945 |1.404 -0.488 -9.094 |55958
-0.069 -0.539 -9.905 |1.465 -0.610 -9.033 |55541
-0.079 -0.524 -9.890 |1.465 -0.610 -9.094 |135208
-0.062 -0.539 -9.966 |1.526 -0.549 -9.094 |16083
-0.084 -0.512 -9.917 |1.526 -0.488 -8.911 |16625
-0.076 -0.524 -9.895 |1.465 -0.488 -8.728 |16041
-0.069 -0.536 -9.890 |1.404 -0.488 -8.667 |16208
-0.069 -0.524 -9.907 |1.526 -0.671 -8.728 |16333
-0.062 -0.515 -9.950 |1.648 -0.793 -8.850 |16333
-0.062 -0.515 -9.950 |1.587 -0.671 -8.911 |16375
-0.086 -0.548 -9.890 |1.526 -0.610 -8.728 |16000
-0.091 -0.563 -9.855 |1.465 -0.671 -8.484 |16500
-0.048 -0.536 -9.959 |1.526 -0.732 -8.423 |16166
-0.010 -0.536 -10.004 |1.526 -0.732 -8.423 |23458
-0.031 -0.507 -9.988 |1.526 -0.671 -8.423 |22292
-0.029 -0.543 -9.921 |1.465 -0.671 -8.362 |17000
-0.029 -0.543 -9.921 |1.526 -0.610 -8.423 |17500
-0.048 -0.541 -9.971 |1.587 -0.671 -8.362 |16250
-0.060 -0.503 -9.959 |1.587 -0.671 -8.301 |16833
-0.045 -0.469 -9.959 |1.465 -0.610 -8.240 |16417
-0.072 -0.500 -9.943 |1.404 -0.549 -8.301 |16250
-0.093 -0.548 -9.902 |1.404 -0.549 -8.301 |16292
-0.076 -0.551 -9.907 |1.404 -0.610 -8.301 |16209
-0.084 -0.517 -9.966 |1.404 -0.732 -8.057 |16500
-0.096 -0.510 -9.985 |1.343 -0.793 -7.996 |16083
-0.091 -0.488 -9.990 |1.404 -0.732 -8.057 |16666
-0.084 -0.464 -9.936 |1.343 -0.671 -8.057 |16166
-0.091 -0.484 -9.905 |1.343 -0.671 -7.874 |16000
-0.084 -0.507 -9.926 |1.404 -0.671 -7.874 |16167
-0.079 -0.524 -9.940 |1.465 -0.610 -7.874 |15958
-0.079 -0.524 -9.940 |1.404 -0.549 -7.690 |15833
-0.055 -0.531 -9.959 |1.343 -0.610 -7.690 |15917
-0.069 -0.541 -9.945 |1.221 -0.671 -7.751 |15917
-0.088 -0.531 -9.914 |1.221 -0.671 -7.690 |18625
-0.072 -0.524 -9.912 |1.343 -0.671 -7.629 |17042
-0.076 -0.503 -9.914 |1.404 -0.671 -7.568 |16084
-0.072 -0.519 -9.957 |1.404 -0.671 -7.568 |18250
-0.062 -0.555 -9.976 |1.404 -0.671 -7.568 |239709
-0.088 -0.543 -9.876 |1.282 -0.671 -7.568 |19125
-0.139 -0.531 -9.869 |1.160 -0.732 -7.629 |16333
-0.122 -0.527 -9.921 |1.099 -0.732 -7.385 |25375
-0.084 -0.531 -9.993 |1.038 -0.610 -7.263 |17583
-0.091 -0.558 -10.021 |0.977 -0.549 -7.385 |21875
-0.110 -0.567 -9.988 |0.916 -0.610 -7.385 |17500
-0.129 -0.543 -9.978 |0.916 -0.610 -7.385 |16667
-0.124 -0.522 -9.976 |0.916 -0.671 -7.385 |16416
-0.050 -0.515 -9.966 |1.038 -0.671 -7.324 |16125
-0.041 -0.543 -9.959 |1.160 -0.671 -7.202 |16292
-0.096 -0.536 -9.964 |1.099 -0.671 -7.080 |16083
-0.098 -0.522 -9.931 |0.977 -0.671 -6.836 |16459
-0.105 -0.536 -9.902 |0.977 -0.610 -6.836 |16208
-0.122 -0.558 -9.895 |1.038 -0.610 -7.019 |15916
-0.124 -0.529 -9.914 |1.099 -0.549 -7.141 |16375
-0.115 -0.512 -9.919 |1.038 -0.488 -7.019 |16041
-0.115 -0.512 -9.919 |0.977 -0.366 -6.775 |16250
-0.105 -0.541 -9.940 |0.916 -0.305 -6.653 |16375
-0.110 -0.551 -9.926 |0.916 -0.305 -6.592 |16042
-0.122 -0.567 -9.907 |0.916 -0.427 -6.653 |16084
-0.110 -0.548 -9.902 |0.916 -0.427 -6.653 |16166
-0.134 -0.519 -9.905 |0.854 -0.488 -6.836 |15833
-0.124 -0.539 -9.955 |0.916 -0.549 -6.836 |16250
-0.086 -0.548 -9.933 |0.916 -0.549 -6.592 |16250
-0.112 -0.531 -9.914 |0.793 -0.488 -6.470 |16125
-0.093 -0.534 -9.900 |0.793 -0.549 -6.348 |16250
-0.086 -0.548 -9.924 |0.732 -0.549 -6.287 |16291
-0.081 -0.560 -9.945 |0.732 -0.549 -6.226 |15958
-0.053 -0.543 -9.912 |0.732 -0.488 -6.165 |16375
-0.053 -0.543 -9.912 |0.610 -0.427 -6.165 |16208
-0.062 -0.503 -9.947 |0.671 -0.488 -6.226 |25125
-0.067 -0.496 -9.952 |0.732 -0.488 -6.226 |17375
-0.067 -0.496 -9.952 |0.610 -0.366 -6.165 |17041
-0.081 -0.496 -9.940 |0.488 -0.366 -6.165 |16333
-0.103 -0.515 -9.938 |0.549 -0.366 -6.165 |24042
-0.127 -0.553 -9.959 |0.549 -0.427 -5.981 |17459
-0.127 -0.553 -9.959 |0.549 -0.427 -5.798 |15917
-0.110 -0.572 -9.974 |0.488 -0.549 -5.737 |16500
-0.086 -0.558 -9.940 |0.366 -0.549 -5.859 |15917
-0.081 -0.536 -9.893 |0.427 -0.427 -5.859 |16167
-0.105 -0.512 -9.921 |0.549 -0.366 -5.737 |15875
-0.108 -0.496 -9.966 |0.549 -0.366 -5.737 |17209
-0.088 -0.498 -9.974 |0.671 -0.366 -5.676 |16083
-0.100 -0.531 -9.983 |0.610 -0.366 -5.615 |15833
-0.117 -0.539 -9.952 |0.427 -0.244 -5.432 |15917
-0.122 -0.524 -9.914 |0.305 -0.244 -5.310 |15959
-0.112 -0.534 -9.909 |0.305 -0.244 -5.310 |16125
-0.096 -0.515 -9.938 |0.305 -0.244 -5.493 |16167
-0.081 -0.524 -9.971 |0.366 -0.244 -5.676 |15917
-0.074 -0.567 -9.940 |0.244 -0.244 -5.676 |15792
-0.074 -0.567 -9.940 |0.183 -0.244 -5.493 |16209
-0.103 -0.603 -9.971 |0.183 -0.244 -5.371 |15875
-0.115 -0.586 -9.993 |0.183 -0.244 -5.432 |16042
-0.103 -0.543 -9.902 |0.244 -0.366 -5.432 |15875
-0.091 -0.541 -9.871 |0.305 -0.366 -5.310 |16041
-0.079 -0.560 -9.940 |0.305 -0.366 -5.310 |16042
-0.060 -0.560 -9.950 |0.183 -0.244 -5.188 |16334
-0.057 -0.541 -9.931 |0.061 -0.122 -5.066 |16459
-0.069 -0.517 -9.917 |0.061 -0.183 -5.127 |18625
-0.086 -0.551 -9.912 |0.122 -0.244 -5.249 |17333
-0.074 -0.565 -9.945 |-0.122 -0.244 -5.127 |24125
-0.053 -0.531 -9.959 |-0.183 -0.244 -4.883 |16917
-0.081 -0.531 -9.886 |-0.183 -0.244 -4.883 |16417
-0.088 -0.536 -9.852 |0.000 -0.244 -4.639 |16208
-0.067 -0.541 -9.898 |-0.061 -0.366 -4.761 |56083
-0.086 -0.527 -9.957 |-0.122 -0.305 -4.761 |16333
-0.098 -0.512 -9.919 |-0.183 -0.122 -4.700 |16625
-0.072 -0.531 -9.883 |-0.183 -0.183 -4.456 |16459
-0.091 -0.548 -9.959 |-0.183 -0.305 -4.395 |16292
-0.127 -0.560 -9.969 |-0.244 -0.244 -4.517 |16000
-0.127 -0.534 -9.924 |-0.244 -0.183 -4.578 |15750
-0.096 -0.529 -9.971 |-0.183 -0.183 -4.517 |16000
-0.096 -0.529 -9.971 |-0.244 -0.305 -4.395 |16084
-0.093 -0.539 -9.976 |-0.305 -0.305 -4.395 |16084
-0.079 -0.534 -9.962 |-0.305 -0.244 -4.395 |16125
-0.081 -0.539 -9.943 |-0.244 -0.183 -4.272 |16000
-0.122 -0.541 -9.928 |-0.244 -0.183 -4.272 |16250
-0.108 -0.563 -9.938 |-0.244 -0.305 -4.089 |16667
-0.088 -0.548 -9.952 |-0.427 -0.366 -4.089 |15834
-0.091 -0.519 -9.917 |-0.488 -0.244 -4.089 |16083
-0.100 -0.534 -9.938 |-0.488 -0.183 -4.028 |15916
-0.136 -0.546 -9.950 |-0.427 -0.244 -3.967 |16042
-0.129 -0.543 -9.917 |-0.427 -0.366 -4.028 |227458
-0.105 -0.541 -9.919 |-0.427 -0.488 -4.028 |17292
-0.103 -0.541 -9.919 |-0.427 -0.549 -3.967 |16958
-0.072 -0.546 -9.931 |-0.610 -0.549 -3.662 |28666
-0.100 -0.558 -9.945 |-0.610 -0.549 -3.723 |16917
-0.127 -0.546 -9.933 |-0.549 -0.488 -3.784 |15833
-0.103 -0.522 -9.893 |-0.549 -0.488 -3.784 |16000
-0.088 -0.527 -9.886 |-0.671 -0.427 -3.784 |17375
-0.093 -0.524 -9.902 |-0.732 -0.427 -3.601 |16292
-0.105 -0.522 -9.895 |-0.793 -0.427 -3.540 |15875
-0.098 -0.529 -9.879 |-0.793 -0.305 -3.540 |16125
-0.091 -0.524 -9.895 |-0.854 -0.366 -3.540 |16292
-0.084 -0.522 -9.959 |-0.916 -0.366 -3.601 |16667
-0.096 -0.505 -9.988 |-0.977 -0.488 -3.418 |16250
-0.100 -0.519 -9.962 |-0.916 -0.427 -3.296 |16166
-0.100 -0.539 -9.952 |-0.793 -0.427 -3.235 |16000
-0.091 -0.531 -9.919 |-0.793 -0.366 -3.235 |16041
-0.091 -0.531 -9.919 |-0.916 -0.183 -3.296 |16250
-0.060 -0.510 -9.940 |-1.099 -0.183 -3.296 |16375
-0.072 -0.512 -9.995 |-1.099 -0.244 -3.113 |15875
-0.108 -0.539 -9.985 |-1.038 -0.366 -2.930 |15958
-0.122 -0.539 -9.940 |-0.916 -0.305 -2.930 |16167
-0.124 -0.534 -9.869 |-0.916 -0.305 -2.930 |16041
-0.108 -0.543 -9.893 |-0.977 -0.244 -3.052 |16125
-0.088 -0.575 -9.938 |-1.099 -0.244 -3.113 |15917
-0.088 -0.586 -9.912 |-1.099 -0.366 -3.052 |15750
-0.076 -0.577 -9.928 |-1.099 -0.366 -2.991 |15792
-0.065 -0.551 -9.940 |-1.099 -0.305 -2.869 |15583
-0.076 -0.531 -9.936 |-1.160 -0.305 -2.869 |16209
-0.076 -0.534 -9.900 |-1.160 -0.183 -2.869 |24834
