Accel XYZ (m/s^2) |Gyro  XYZ (deg/sec)  |Time (nanoseconds)
9.798 0.113 -0.116 |-1.282 -0.488 0.000 |16667
9.820 0.077 -0.059 |-1.160 -0.488 0.061 |16459
9.803 0.089 -0.086 |-1.221 -0.488 0.061 |16625
9.801 0.105 -0.138 |-1.221 -0.488 0.061 |115000
9.787 0.091 -0.093 |-1.282 -0.549 0.000 |16584
9.787 0.093 -0.050 |-1.282 -0.549 0.000 |16208
9.803 0.067 -0.045 |-1.160 -0.488 0.000 |49958
9.806 0.091 -0.050 |-1.221 -0.610 0.061 |18125
9.794 0.089 -0.043 |-1.343 -0.732 0.061 |16500
9.789 0.074 -0.045 |-1.282 -0.732 0.000 |16042
9.794 0.077 -0.050 |-1.221 -0.671 -0.122 |16333
9.777 0.086 0.017 |-1.221 -0.671 -0.122 |16542
9.782 0.096 0.007 |-1.282 -0.671 -0.122 |16458
9.782 0.096 0.007 |-1.221 -0.671 -0.122 |17833
9.787 0.072 -0.067 |-1.221 -0.671 -0.061 |16750
9.787 0.072 -0.067 |-1.221 -0.610 0.000 |18500
9.760 0.084 -0.057 |-1.160 -0.549 0.000 |16375
9.746 0.132 -0.067 |-1.160 -0.549 0.122 |16500
9.770 0.101 -0.088 |-1.282 -0.549 0.122 |16625
9.791 0.077 -0.112 |-1.282 -0.549 0.122 |16667
9.760 0.091 -0.121 |-1.221 -0.610 0.122 |16583
9.770 0.084 -0.105 |-1.221 -0.610 0.122 |16792
9.787 0.105 -0.067 |-1.221 -0.610 0.000 |16250
9.787 0.098 -0.055 |-1.282 -0.671 -0.122 |16666
9.825 0.060 -0.095 |-1.221 -0.671 -0.183 |16750
9.801 0.103 -0.074 |-1.282 -0.610 -0.061 |17375
9.753 0.115 -0.002 |-1.160 -0.671 0.000 |16458
9.760 0.101 -0.045 |-1.038 -0.732 0.000 |16166
9.765 0.110 -0.105 |-1.038 -0.732 0.183 |16333
9.753 0.096 -0.102 |-1.221 -0.671 0.305 |16250
9.746 0.093 -0.059 |-1.343 -0.610 0.183 |16125
9.746 0.093 -0.059 |-1.282 -0.488 -0.061 |21250
9.825 0.098 -0.014 |-1.099 -0.488 -0.122 |20792
9.818 0.086 -0.069 |-1.099 -0.549 -0.061 |17250
9.791 0.077 -0.116 |-1.160 -0.671 -0.122 |17708
9.777 0.115 -0.076 |-1.221 -0.610 -0.183 |17417
9.777 0.115 -0.076 |-1.221 -0.610 -0.061 |17875
9.784 0.096 -0.031 |-1.160 -0.732 0.061 |16833
9.813 0.053 -0.019 |-1.099 -0.732 0.000 |16166
9.806 0.053 -0.038 |-1.099 -0.732 0.000 |16166
9.765 0.103 -0.100 |-1.099 -0.732 -0.183 |56167
9.767 0.072 -0.069 |-1.160 -0.671 -0.305 |17042
9.782 0.089 -0.126 |-1.282 -0.549 -0.305 |16416
9.798 0.122 -0.128 |-1.404 -0.549 -0.244 |16458
9.772 0.136 -0.052 |-1.282 -0.732 -0.061 |16417
9.772 0.136 -0.052 |-1.221 -0.854 0.122 |16417
9.784 0.103 -0.050 |-1.160 -0.732 0.061 |16667
9.803 0.069 -0.090 |-1.038 -0.671 -0.122 |56250
9.751 0.110 -0.076 |-1.038 -0.610 -0.183 |16375
9.782 0.093 -0.014 |-1.160 -0.549 -0.183 |16375
9.796 0.091 -0.040 |-1.343 -0.549 -0.122 |16417
9.796 0.091 -0.040 |-1.343 -0.610 -0.061 |16208
9.796 0.081 -0.050 |-1.343 -0.671 0.000 |16375
9.789 0.079 -0.057 |-1.282 -0.732 0.000 |16084
9.808 0.086 -0.078 |-1.221 -0.732 -0.122 |225250
9.801 0.139 -0.090 |-1.221 -0.671 -0.061 |56625
9.810 0.091 -0.033 |-1.160 -0.671 0.000 |16625
9.794 0.101 -0.093 |-1.160 -0.671 0.000 |16583
9.791 0.124 -0.107 |-1.099 -0.610 0.000 |16167
9.808 0.139 -0.078 |-1.160 -0.732 -0.061 |16333
9.808 0.139 -0.078 |-1.221 -0.732 -0.061 |16250
9.767 0.098 -0.119 |-1.160 -0.732 -0.122 |16500
9.743 0.072 -0.112 |-1.221 -0.732 -0.183 |16625
9.796 0.113 -0.064 |-1.343 -0.671 -0.366 |23125
9.765 0.105 -0.062 |-1.404 -0.732 -0.305 |18708
9.765 0.124 -0.062 |-1.465 -0.793 -0.122 |17959
9.794 0.129 -0.043 |-1.465 -0.793 0.061 |17250
9.782 0.127 -0.038 |-1.404 -0.732 0.122 |17209
9.775 0.120 -0.086 |-1.282 -0.549 0.061 |17459
9.775 0.120 -0.086 |-1.160 -0.549 0.061 |16750
9.760 0.084 -0.102 |-1.099 -0.671 0.061 |16292
9.777 0.077 -0.076 |-1.099 -0.671 0.061 |55584
9.801 0.091 -0.133 |-1.160 -0.610 0.122 |17584
9.803 0.079 -0.114 |-1.221 -0.671 0.183 |16834
9.772 0.081 -0.076 |-1.221 -0.793 0.122 |17000
9.760 0.101 -0.002 |-1.160 -0.732 0.061 |56084
9.777 0.101 0.007 |-1.160 -0.488 0.000 |16458
9.791 0.089 -0.043 |-1.221 -0.366 -0.122 |16459
9.775 0.108 -0.081 |-1.282 -0.366 -0.244 |16375
9.760 0.101 -0.095 |-1.221 -0.427 -0.244 |16291
9.791 0.055 -0.052 |-1.038 -0.549 -0.183 |16250
9.787 0.091 -0.076 |-1.038 -0.671 -0.122 |16583
9.777 0.120 -0.114 |-1.099 -0.671 -0.122 |16541
9.772 0.086 -0.097 |-1.099 -0.610 -0.122 |16292
9.763 0.108 -0.135 |-1.282 -0.671 0.061 |16125
9.779 0.115 -0.078 |-1.404 -0.671 0.183 |16042
9.779 0.115 -0.078 |-1.282 -0.610 0.183 |16333
9.772 0.065 -0.017 |-1.282 -0.427 0.061 |51000
9.796 0.113 -0.112 |-1.343 -0.488 -0.061 |18084
9.796 0.074 -0.090 |-1.343 -0.488 -0.061 |16209
9.777 0.108 -0.050 |-1.343 -0.610 -0.061 |16667
9.772 0.115 -0.040 |-1.282 -0.610 -0.061 |15958
9.758 0.084 -0.126 |-1.282 -0.549 0.000 |17084
9.789 0.062 -0.135 |-1.282 -0.488 0.000 |17542
9.791 0.074 -0.055 |-1.282 -0.488 0.061 |16334
9.782 0.105 0.024 |-1.282 -0.610 0.122 |55917
9.798 0.081 -0.033 |-1.282 -0.610 0.000 |16459
9.803 0.081 -0.105 |-1.160 -0.488 -0.061 |16750
9.806 0.134 -0.081 |-1.038 -0.488 -0.061 |16375
9.815 0.132 -0.119 |-1.099 -0.488 -0.061 |16417
9.803 0.132 -0.095 |-1.221 -0.488 0.000 |16292
9.775 0.156 -0.040 |-1.282 -0.427 -0.061 |16958
9.779 0.134 -0.102 |-1.343 -0.427 -0.183 |16416
9.784 0.110 -0.121 |-1.404 -0.427 -0.244 |16042
9.763 0.117 -0.038 |-1.282 -0.488 -0.183 |16500
9.760 0.120 -0.024 |-1.160 -0.549 -0.122 |16625
9.796 0.084 -0.090 |-1.160 -0.549 -0.061 |16750
9.789 0.041 -0.097 |-1.221 -0.488 -0.061 |16292
9.789 0.041 -0.097 |-1.221 -0.427 0.061 |16125
9.777 0.060 -0.029 |-1.160 -0.488 0.122 |16666
9.765 0.129 -0.026 |-1.221 -0.549 0.122 |16208
9.760 0.122 -0.036 |-1.282 -0.610 0.122 |16375
9.794 0.067 -0.100 |-1.343 -0.549 0.061 |16417
9.818 0.048 -0.140 |-1.343 -0.549 0.061 |16041
9.803 0.072 -0.064 |-1.221 -0.427 0.122 |16833
9.767 0.105 -0.076 |-1.099 -0.366 0.183 |16375
9.763 0.122 -0.086 |-1.160 -0.305 0.000 |56750
9.753 0.117 -0.100 |-1.221 -0.244 -0.061 |192167
9.732 0.089 -0.112 |-1.160 -0.366 -0.122 |16708
9.736 0.091 -0.107 |-1.221 -0.488 -0.122 |16583
9.758 0.093 -0.090 |-1.160 -0.366 -0.183 |17792
9.770 0.093 -0.076 |-1.099 -0.244 -0.183 |16958
9.763 0.077 -0.102 |-1.160 -0.183 -0.183 |16458
9.782 0.074 -0.090 |-1.160 -0.183 -0.183 |16208
9.806 0.089 -0.100 |-1.282 -0.122 -0.244 |16583
9.789 0.089 -0.090 |-1.221 -0.183 -0.061 |17083
9.772 0.120 -0.048 |-1.160 -0.244 -0.061 |17083
9.791 0.108 -0.026 |-1.160 -0.427 -0.061 |57166
9.770 0.122 -0.064 |-1.282 -0.488 -0.061 |16667
9.765 0.113 -0.050 |-1.282 -0.427 -0.061 |16791
9.782 0.124 -0.093 |-1.404 -0.305 0.000 |16333
9.777 0.127 -0.109 |-1.404 -0.244 0.061 |16250
9.777 0.127 -0.109 |-1.343 -0.183 0.000 |16375
9.770 0.127 -0.076 |-1.221 -0.244 -0.061 |16250
9.775 0.086 -0.031 |-1.221 -0.305 -0.061 |21250
9.787 0.093 -0.059 |-1.282 -0.427 -0.061 |56459
9.803 0.101 -0.010 |-1.343 -0.549 -0.122 |21625
9.803 0.101 -0.010 |-1.343 -0.366 -0.183 |17583
9.789 0.093 -0.090 |-1.282 -0.305 -0.183 |16292
9.787 0.084 -0.097 |-1.221 -0.305 -0.122 |18833
9.765 0.084 0.007 |-1.160 -0.366 -0.122 |17333
9.775 0.113 -0.017 |-1.221 -0.305 -0.183 |23000
9.806 0.113 -0.078 |-1.282 -0.183 -0.122 |17042
9.801 0.084 -0.050 |-1.282 -0.122 -0.061 |18042
9.806 0.086 -0.038 |-1.221 -0.244 -0.061 |17000
9.827 0.105 -0.059 |-1.221 -0.244 -0.061 |16250
9.825 0.089 -0.059 |-1.160 -0.427 0.000 |56667
9.784 0.065 -0.050 |-1.160 -0.366 0.061 |16458
9.775 0.067 -0.067 |-1.160 -0.305 -0.122 |16500
9.775 0.041 -0.021 |-1.160 -0.244 -0.183 |16167
9.777 0.057 -0.012 |-1.160 -0.305 -0.122 |16375
9.758 0.091 -0.090 |-1.221 -0.305 -0.122 |16458
9.736 0.091 -0.083 |-1.282 -0.305 -0.183 |16166
9.736 0.091 -0.083 |-1.221 -0.305 -0.183 |16167
9.772 0.098 -0.045 |-1.221 -0.366 -0.122 |16291
9.791 0.074 -0.112 |-1.221 -0.427 -0.122 |56542
9.798 0.101 -0.100 |-1.221 -0.366 -0.305 |16708
9.789 0.105 -0.095 |-1.282 -0.366 -0.305 |16458
9.789 0.091 -0.095 |-1.221 -0.305 -0.183 |16166
9.789 0.091 -0.095 |-1.160 -0.244 -0.244 |16500
9.763 0.077 -0.040 |-1.221 -0.183 -0.183 |16125
9.732 0.091 -0.036 |-1.160 -0.122 -0.122 |16750
9.732 0.091 -0.036 |-1.221 -0.122 -0.061 |16583
9.729 0.122 -0.045 |-1.282 -0.244 -0.122 |16458
9.746 0.089 -0.021 |-1.343 -0.244 -0.122 |16500
9.770 0.055 -0.021 |-1.221 -0.305 0.000 |16167
9.784 0.072 -0.067 |-1.099 -0.305 0.122 |50792
9.765 0.103 -0.045 |-1.038 -0.183 0.183 |18417
9.779 0.117 -0.007 |-1.038 -0.122 0.061 |16500
9.782 0.105 -0.010 |-1.160 -0.122 -0.183 |17625
9.782 0.110 -0.081 |-1.221 -0.305 -0.244 |16583
9.751 0.108 -0.095 |-1.221 -0.366 -0.244 |17708
9.763 0.110 -0.029 |-1.282 -0.366 -0.305 |16292
9.798 0.093 -0.012 |-1.282 -0.366 -0.305 |16375
9.820 0.062 -0.059 |-1.221 -0.244 -0.061 |17875
9.820 0.062 -0.059 |-1.099 -0.305 0.061 |17000
9.801 0.067 -0.048 |-1.160 -0.427 -0.122 |16584
9.787 0.098 -0.050 |-1.221 -0.366 -0.183 |16208
9.772 0.101 -0.064 |-1.160 -0.305 -0.305 |17625
9.763 0.086 -0.031 |-1.221 -0.305 -0.305 |16375
9.777 0.081 -0.010 |-1.221 -0.305 -0.305 |16459
9.775 0.103 -0.024 |-1.404 -0.305 -0.244 |16500
9.787 0.115 -0.095 |-1.404 -0.305 -0.122 |16625
9.791 0.089 -0.088 |-1.343 -0.122 -0.122 |16459
9.772 0.074 -0.021 |-1.282 -0.061 -0.122 |16333
9.758 0.089 0.007 |-1.221 -0.183 -0.183 |16333
9.787 0.120 0.007 |-1.160 -0.244 -0.183 |56708
9.775 0.132 -0.069 |-1.282 -0.366 -0.305 |16250
9.755 0.139 -0.086 |-1.465 -0.305 -0.061 |16541
9.760 0.127 -0.112 |-1.465 -0.244 0.061 |16416
9.758 0.065 -0.100 |-1.404 -0.183 -0.061 |21041
9.763 0.108 -0.074 |-1.404 -0.122 -0.061 |18583
9.787 0.122 -0.100 |-1.404 -0.122 0.000 |16625
9.789 0.096 -0.100 |-1.404 -0.061 -0.061 |16166
9.794 0.096 -0.116 |-1.404 -0.061 -0.183 |17583
9.798 0.115 -0.067 |-1.282 -0.122 -0.183 |20458
9.772 0.127 0.005 |-1.160 -0.183 0.000 |16625
9.772 0.127 0.005 |-1.038 -0.244 0.061 |16583
9.784 0.115 -0.043 |-1.160 -0.244 -0.061 |16500
9.796 0.122 -0.107 |-1.343 -0.305 -0.244 |16458
9.784 0.139 -0.116 |-1.343 -0.305 -0.244 |15875
9.770 0.124 -0.074 |-1.282 -0.122 -0.061 |16625
9.753 0.117 -0.057 |-1.282 -0.122 -0.061 |16667
9.763 0.089 -0.078 |-1.282 0.061 0.000 |16166
9.760 0.062 -0.081 |-1.099 0.061 0.000 |16792
9.779 0.062 -0.093 |-1.099 0.000 -0.061 |18625
9.803 0.084 -0.064 |-1.282 -0.244 -0.061 |55834
9.801 0.108 -0.097 |-1.282 -0.244 -0.122 |16375
9.787 0.105 -0.166 |-1.221 -0.122 -0.122 |16500
9.772 0.072 -0.162 |-1.160 0.000 -0.061 |16750
9.791 0.079 -0.116 |-1.160 0.000 -0.061 |16500
9.775 0.105 -0.064 |-1.221 0.000 -0.061 |16500
9.770 0.110 -0.055 |-1.282 0.000 0.000 |16167
9.775 0.096 -0.067 |-1.160 -0.061 0.000 |16459
9.760 0.077 -0.090 |-1.099 -0.122 0.122 |16333
9.763 0.108 -0.076 |-1.099 -0.061 0.061 |722708
9.806 0.055 -0.052 |-1.099 0.061 0.000 |19708
9.787 0.093 -0.074 |-1.160 0.061 -0.122 |17542
9.751 0.091 -0.067 |-1.160 0.061 -0.305 |16916
9.753 0.089 -0.002 |-1.221 0.061 -0.305 |17292
9.770 0.072 -0.038 |-1.221 0.061 -0.244 |16375
9.770 0.072 -0.038 |-1.221 0.000 -0.244 |18750
9.760 0.081 -0.088 |-1.282 0.000 -0.183 |16417
9.777 0.096 -0.078 |-1.343 0.183 -0.183 |16708
9.789 0.050 -0.090 |-1.221 0.305 -0.305 |16584
9.775 0.053 -0.116 |-1.160 0.122 -0.305 |16708
9.789 0.096 -0.116 |-1.099 0.000 -0.183 |16333
9.808 0.129 -0.062 |-1.038 0.061 -0.061 |261875
9.801 0.132 -0.002 |-1.099 0.061 0.000 |22708
9.794 0.110 -0.031 |-1.221 0.061 -0.122 |57292
9.803 0.072 -0.059 |-1.282 0.061 -0.061 |16209
9.770 0.115 -0.126 |-1.282 0.000 0.000 |16291
9.767 0.105 -0.109 |-1.343 -0.061 -0.061 |16500
9.794 0.074 -0.055 |-1.221 0.000 -0.061 |16292
9.796 0.105 -0.093 |-1.160 0.061 -0.061 |16416
9.782 0.110 -0.031 |-1.160 0.122 0.000 |23375
9.784 0.108 0.010 |-1.160 0.183 -0.061 |17042
9.787 0.115 -0.093 |-1.160 0.244 -0.122 |16791
9.784 0.136 -0.116 |-1.160 0.244 -0.183 |54708
9.751 0.122 -0.093 |-1.404 0.305 -0.122 |56708
9.767 0.093 -0.057 |-1.404 0.183 -0.122 |55875
9.813 0.129 -0.164 |-1.343 0.122 -0.061 |16208
9.755 0.120 -0.138 |-1.282 0.122 -0.122 |16666
9.755 0.120 -0.138 |-1.282 0.244 -0.122 |16417
9.748 0.101 -0.097 |-1.282 0.244 -0.244 |16208
9.760 0.074 -0.105 |-1.282 0.183 -0.305 |16625
9.784 0.103 -0.138 |-1.160 0.122 -0.183 |16584
9.784 0.144 -0.133 |-1.221 0.183 -0.061 |16333
9.777 0.129 -0.057 |-1.221 0.305 0.061 |16333
9.794 0.115 -0.088 |-1.221 0.244 0.000 |16417
9.784 0.124 -0.116 |-1.221 0.244 0.000 |16291
9.760 0.117 -0.071 |-1.221 0.183 0.000 |16250
9.770 0.098 -0.040 |-1.282 0.183 -0.061 |16750
9.803 0.084 -0.031 |-1.221 0.061 -0.122 |16500
9.810 0.089 -0.088 |-0.977 -0.061 -0.183 |16416
9.796 0.117 -0.157 |-0.916 -0.061 -0.244 |16333
9.758 0.120 -0.135 |-1.038 0.183 -0.183 |16791
9.760 0.101 -0.064 |-1.160 0.366 -0.305 |16250
9.787 0.122 -0.057 |-1.221 0.366 -0.366 |16333
9.763 0.120 -0.048 |-1.221 0.305 -0.305 |16625
9.787 0.120 -0.069 |-1.221 0.183 -0.244 |16333
9.806 0.117 -0.107 |-1.099 0.244 -0.244 |16250
9.806 0.117 -0.107 |-1.038 0.244 -0.183 |17125
9.782 0.127 -0.097 |-1.038 0.305 -0.183 |16375
9.777 0.139 -0.074 |-1.099 0.305 -0.183 |16167
9.782 0.103 -0.040 |-1.221 0.305 -0.183 |16458
9.767 0.084 -0.029 |-1.404 0.305 -0.122 |17042
9.760 0.086 -0.043 |-1.404 0.244 -0.122 |16459
9.775 0.077 -0.074 |-1.404 0.244 -0.122 |16208
9.789 0.084 -0.064 |-1.343 0.305 -0.061 |16208
9.803 0.129 -0.045 |-1.221 0.244 0.183 |22875
9.794 0.127 -0.055 |-1.221 0.244 0.122 |17333
9.810 0.105 -0.055 |-1.221 0.305 0.000 |16250
9.830 0.105 -0.036 |-1.282 0.305 -0.183 |16667
9.789 0.120 -0.033 |-1.282 0.244 -0.244 |17291
9.791 0.120 -0.038 |-1.282 0.244 -0.244 |17333
9.815 0.113 -0.029 |-1.282 0.244 -0.183 |16500
9.798 0.136 -0.038 |-1.160 0.366 -0.183 |16125
9.782 0.144 -0.017 |-1.038 0.427 -0.244 |16250
9.777 0.120 -0.043 |-0.977 0.244 -0.122 |16875
9.782 0.084 -0.119 |-1.099 0.244 0.061 |16500
9.794 0.096 -0.083 |-1.282 0.305 0.061 |16292
9.794 0.117 -0.050 |-1.343 0.366 -0.061 |16209
9.765 0.108 -0.081 |-1.282 0.427 -0.122 |16791
9.772 0.117 -0.105 |-1.160 0.366 -0.122 |16750
9.775 0.122 -0.076 |-1.160 0.305 -0.061 |16542
9.775 0.122 -0.076 |-1.099 0.366 -0.122 |16583
9.770 0.110 -0.026 |-1.038 0.427 -0.183 |16333
9.789 0.091 -0.088 |-0.977 0.427 -0.244 |16458
9.782 0.096 -0.119 |-1.038 0.366 -0.122 |16541
9.763 0.115 -0.055 |-1.038 0.366 -0.122 |16375
9.760 0.110 -0.097 |-1.099 0.244 0.000 |16291
9.772 0.115 -0.140 |-0.977 0.244 0.000 |16125
9.787 0.105 -0.059 |-0.977 0.183 -0.061 |16584
9.777 0.077 0.012 |-1.221 0.183 0.061 |16542
9.777 0.089 -0.031 |-1.282 0.244 0.000 |16458
9.787 0.101 -0.083 |-1.221 0.305 -0.183 |16500
9.777 0.132 -0.064 |-1.221 0.305 -0.244 |16250
9.775 0.148 -0.097 |-1.221 0.244 -0.305 |16084
9.784 0.136 -0.114 |-1.282 0.183 -0.305 |16542
9.784 0.110 -0.038 |-1.343 0.183 -0.305 |17042
9.784 0.110 -0.038 |-1.282 0.122 -0.244 |16708
9.813 0.096 0.019 |-1.221 0.183 -0.244 |18000
9.775 0.081 -0.081 |-1.221 0.305 -0.366 |16708
9.775 0.081 -0.081 |-1.099 0.366 -0.244 |16583
9.784 0.105 -0.043 |-0.977 0.366 -0.122 |16708
9.808 0.113 -0.055 |-0.977 0.305 -0.183 |16417
9.803 0.091 -0.090 |-0.916 0.244 -0.122 |16416
9.782 0.077 -0.021 |-1.038 0.183 -0.061 |52458
9.794 0.074 -0.007 |-1.038 0.183 -0.061 |17375
9.801 0.074 -0.069 |-1.160 0.305 -0.061 |17916
9.763 0.077 -0.036 |-1.099 0.305 -0.122 |16541
9.760 0.084 0.021 |-1.099 0.183 -0.061 |16208
9.767 0.081 0.007 |-1.160 0.122 0.000 |16334
9.765 0.101 -0.059 |-1.160 0.061 -0.061 |233875
9.763 0.101 -0.088 |-1.099 0.061 -0.061 |19667
9.765 0.069 -0.107 |-1.099 0.122 -0.061 |16458
9.772 0.113 -0.119 |-1.099 0.122 0.000 |17041
9.782 0.139 -0.100 |-1.099 0.183 -0.061 |16500
9.791 0.103 -0.105 |-1.221 0.244 -0.244 |16541
9.775 0.134 -0.078 |-1.160 0.305 -0.244 |56916
9.791 0.117 -0.036 |-1.038 0.244 0.000 |56458
9.767 0.103 -0.095 |-1.099 0.183 0.000 |56500
9.803 0.108 -0.048 |-1.160 0.183 0.061 |16709
9.794 0.084 -0.086 |-1.160 0.244 0.000 |16375
9.777 0.077 -0.071 |-1.221 0.305 -0.183 |15958
9.775 0.103 0.005 |-1.282 0.244 -0.183 |16250
9.791 0.113 -0.043 |-1.221 0.183 -0.183 |16250
9.791 0.110 -0.095 |-1.221 0.183 -0.183 |16292
9.779 0.101 -0.064 |-1.221 0.183 -0.305 |16250
9.767 0.089 -0.067 |-1.221 0.183 -0.366 |16292
9.767 0.089 -0.067 |-1.221 0.244 -0.305 |16542
9.791 0.120 -0.055 |-1.221 0.244 -0.244 |16250
9.794 0.093 -0.043 |-1.160 0.183 -0.305 |16125
9.784 0.062 -0.090 |-1.038 0.183 -0.244 |16166
9.806 0.093 -0.105 |-0.977 0.183 -0.183 |49083
9.801 0.101 -0.083 |-0.977 0.183 -0.183 |16167
9.803 0.110 -0.088 |-0.977 0.244 -0.122 |16500
9.803 0.117 -0.097 |-1.038 0.366 -0.061 |21625
9.798 0.113 -0.059 |-1.038 0.366 0.000 |16917
9.796 0.096 -0.071 |-1.099 0.305 0.000 |16833
9.787 0.050 -0.126 |-1.343 0.244 -0.061 |16334
9.806 0.060 -0.128 |-1.343 0.244 -0.061 |16708
9.808 0.113 -0.114 |-1.343 0.244 -0.122 |16375
9.794 0.117 -0.097 |-1.221 0.183 -0.122 |16375
9.791 0.113 -0.067 |-1.038 0.122 -0.183 |22417
9.772 0.091 -0.067 |-1.038 0.061 -0.122 |18333
9.767 0.115 -0.102 |-1.038 0.122 0.061 |17125
9.779 0.136 -0.055 |-1.099 0.183 0.122 |17250
9.798 0.129 -0.021 |-1.038 0.244 0.122 |16334
9.808 0.134 -0.045 |-1.038 0.183 0.122 |16458
9.803 0.136 -0.067 |-1.099 0.122 0.061 |16459
9.803 0.129 -0.071 |-1.038 0.183 -0.061 |16250
9.798 0.113 -0.083 |-1.038 0.305 -0.122 |16583
9.798 0.113 -0.083 |-1.038 0.305 -0.244 |16292
9.796 0.105 -0.050 |-1.099 0.305 -0.244 |16750
9.784 0.117 0.002 |-1.160 0.305 -0.122 |16833
9.779 0.105 -0.057 |-1.221 0.244 -0.122 |16708
9.772 0.098 -0.067 |-1.221 0.244 -0.122 |16250
9.787 0.136 -0.062 |-1.160 0.244 -0.122 |16333
9.796 0.124 -0.095 |-1.099 0.305 -0.122 |16333
9.765 0.117 -0.083 |-1.099 0.305 -0.061 |16542
9.746 0.127 -0.057 |-1.160 0.244 0.000 |16417
9.763 0.115 -0.086 |-1.221 0.183 -0.122 |16458
9.763 0.093 -0.090 |-1.160 0.122 -0.305 |16583
9.758 0.103 -0.076 |-1.099 0.122 -0.427 |16541
9.775 0.127 -0.081 |-1.099 0.244 -0.305 |16333
9.775 0.127 -0.081 |-1.099 0.305 -0.122 |16292
9.779 0.127 -0.076 |-1.099 0.244 0.061 |16333
9.775 0.148 -0.071 |-1.038 0.183 0.122 |16584
9.772 0.115 -0.029 |-0.977 0.183 0.122 |16417
9.784 0.089 -0.014 |-1.099 0.244 0.122 |16458
9.787 0.122 -0.057 |-1.099 0.244 0.122 |17375
9.779 0.117 -0.100 |-1.160 0.244 -0.061 |17958
9.772 0.117 -0.105 |-1.099 0.183 -0.122 |17625
9.758 0.129 -0.048 |-1.099 0.122 -0.061 |16666
9.772 0.117 -0.024 |-1.038 0.122 -0.122 |16584
9.791 0.072 -0.059 |-1.099 0.244 -0.061 |20667
9.775 0.062 -0.024 |-1.160 0.244 -0.061 |18625
9.760 0.098 -0.021 |-1.160 0.183 -0.061 |16417
9.765 0.122 -0.048 |-1.160 0.061 0.000 |16500
9.770 0.148 -0.019 |-1.160 0.061 0.061 |16958
9.777 0.129 -0.069 |-1.099 0.244 -0.061 |17459
9.798 0.103 -0.112 |-1.099 0.244 -0.061 |16583
9.787 0.115 -0.071 |-1.099 0.122 0.000 |16458
9.765 0.134 -0.059 |-1.099 0.061 0.000 |15959
9.791 0.103 -0.029 |-1.099 0.122 0.061 |16666
9.779 0.093 -0.048 |-1.099 0.183 0.122 |16750
9.779 0.093 -0.048 |-1.099 0.305 -0.061 |16417
9.743 0.103 -0.074 |-1.099 0.244 -0.183 |16125
9.734 0.096 -0.052 |-1.160 0.122 -0.366 |16875
9.755 0.096 -0.062 |-1.160 0.122 -0.244 |16583
9.791 0.108 -0.069 |-1.160 0.122 -0.244 |16417
9.796 0.134 -0.057 |-1.099 0.122 -0.122 |16375
9.775 0.117 -0.033 |-0.916 0.122 -0.122 |18375
9.751 0.091 -0.048 |-0.854 0.244 -0.122 |18084
9.767 0.091 -0.026 |-0.977 0.305 -0.183 |16208
9.765 0.086 -0.017 |-1.099 0.305 -0.183 |16291
9.746 0.103 -0.069 |-1.160 0.366 -0.305 |56583
9.791 0.115 -0.074 |-0.916 0.061 -0.183 |16792
9.791 0.115 -0.074 |-0.916 0.000 -0.122 |16709
9.803 0.139 -0.088 |-0.977 0.061 -0.183 |16208
9.784 0.124 -0.064 |-1.099 0.061 -0.122 |741125
9.770 0.084 -0.029 |-1.099 0.122 -0.061 |22083
9.794 0.122 -0.036 |-1.160 0.183 -0.061 |17834
9.796 0.144 -0.102 |-1.099 0.183 -0.061 |18583
9.801 0.108 -0.107 |-1.038 0.061 -0.122 |571334
9.763 0.098 -0.055 |-1.038 0.061 -0.244 |16500
9.789 0.098 -0.002 |-0.977 0.061 -0.183 |57125
9.801 0.079 -0.010 |-0.977 0.122 0.000 |57208
9.743 0.110 -0.086 |-1.038 0.122 -0.061 |16917
9.775 0.108 -0.057 |-1.099 0.000 -0.061 |17083
9.798 0.115 -0.055 |-1.099 -0.122 0.000 |16375
9.767 0.127 -0.048 |-1.038 -0.122 -0.122 |16833
9.767 0.127 -0.048 |-1.038 -0.061 -0.122 |16583
9.741 0.136 -0.050 |-0.977 0.061 -0.122 |16500
9.782 0.136 -0.071 |-0.916 0.061 -0.061 |16792
9.806 0.117 -0.064 |-0.854 0.000 -0.061 |16958
9.791 0.091 -0.069 |-0.916 -0.061 -0.122 |16625
9.789 0.105 -0.076 |-0.916 -0.061 -0.122 |16792
9.791 0.127 -0.071 |-1.038 0.000 -0.183 |16250
9.813 0.093 -0.083 |-1.160 0.061 -0.183 |16542
9.806 0.079 -0.076 |-1.160 0.061 -0.183 |16709
9.784 0.108 -0.038 |-1.099 0.061 -0.061 |16708
9.789 0.108 -0.052 |-1.099 0.061 0.000 |16417
9.784 0.089 -0.071 |-1.038 0.000 -0.061 |16500
9.772 0.084 -0.055 |-1.099 -0.122 0.000 |21583
9.801 0.072 -0.024 |-1.099 -0.183 0.061 |17166
9.794 0.089 -0.019 |-1.099 -0.122 0.061 |16917
9.810 0.117 -0.033 |-0.977 -0.122 0.061 |16917
9.815 0.108 -0.033 |-0.977 -0.244 0.061 |16292
9.787 0.103 -0.078 |-0.977 -0.244 0.000 |16416
9.789 0.103 -0.140 |-0.977 -0.183 0.000 |16334
