Accel XYZ (m/s^2) |Gyro  XYZ (deg/sec)  |Time (nanoseconds)
-0.108 9.807 -0.328 |1.343 0.732 -0.305 |16208
-0.079 9.834 -0.349 |1.404 0.671 -0.183 |16125
-0.043 9.850 -0.340 |1.282 0.671 -0.122 |16500
-0.043 9.846 -0.268 |1.221 0.793 -0.244 |16042
-0.065 9.841 -0.216 |1.282 0.854 -0.244 |15916
-0.065 9.817 -0.245 |1.221 0.916 -0.183 |15875
-0.043 9.819 -0.299 |1.221 0.916 -0.122 |16292
-0.041 9.841 -0.352 |1.221 0.854 -0.122 |16416
-0.026 9.831 -0.333 |1.099 0.916 -0.122 |16417
-0.026 9.831 -0.333 |1.160 1.038 -0.122 |16250
-0.036 9.810 -0.316 |1.160 1.038 -0.244 |16209
-0.065 9.819 -0.352 |1.160 1.038 -0.366 |16125
-0.041 9.865 -0.371 |1.160 1.099 -0.488 |16084
-0.055 9.862 -0.316 |1.160 1.099 -0.488 |16083
-0.091 9.822 -0.302 |1.221 1.160 -0.366 |16166
-0.084 9.819 -0.321 |1.221 1.282 -0.183 |15917
-0.072 9.819 -0.340 |1.160 1.221 -0.183 |16167
-0.072 9.810 -0.318 |1.099 1.160 -0.183 |15875
-0.079 9.827 -0.330 |1.038 1.221 -0.183 |16125
-0.084 9.841 -0.371 |0.916 1.282 -0.122 |16375
-0.072 9.831 -0.368 |0.854 1.221 0.000 |15917
-0.055 9.831 -0.335 |0.854 1.221 0.000 |16125
-0.081 9.829 -0.306 |0.854 1.343 -0.061 |16667
-0.081 9.829 -0.306 |0.854 1.404 -0.183 |16125
-0.108 9.819 -0.276 |0.854 1.465 -0.122 |16333
-0.069 9.838 -0.271 |0.916 1.465 -0.122 |16375
-0.053 9.865 -0.349 |0.793 1.404 -0.183 |16042
-0.062 9.836 -0.363 |0.793 1.404 -0.183 |16000
-0.050 9.824 -0.347 |0.854 1.282 -0.305 |22708
-0.069 9.827 -0.316 |0.854 1.282 -0.183 |17667
-0.069 9.819 -0.285 |0.854 1.282 -0.183 |17000
-0.057 9.812 -0.304 |0.793 1.343 0.000 |16458
-0.072 9.822 -0.363 |0.793 1.343 0.000 |15792
-0.067 9.836 -0.385 |0.732 1.465 -0.183 |15959
-0.048 9.838 -0.304 |0.549 1.648 -0.305 |17916
-0.067 9.838 -0.309 |0.488 1.648 -0.244 |17125
-0.096 9.834 -0.337 |0.549 1.709 -0.244 |16209
-0.084 9.836 -0.316 |0.732 1.648 -0.122 |16542
-0.055 9.817 -0.354 |0.671 1.648 0.000 |15958
-0.038 9.815 -0.337 |0.427 1.648 0.061 |16209
-0.038 9.815 -0.337 |0.305 1.709 -0.061 |16250
-0.069 9.834 -0.325 |0.366 1.648 -0.183 |16000
-0.076 9.858 -0.318 |0.427 1.709 -0.305 |159792
-0.065 9.855 -0.290 |0.549 1.892 -0.305 |55916
-0.069 9.841 -0.354 |0.549 2.136 -0.183 |17333
-0.079 9.822 -0.382 |0.488 2.136 -0.183 |16792
-0.086 9.827 -0.318 |0.488 2.075 -0.244 |16459
-0.072 9.858 -0.311 |0.427 1.953 -0.305 |16125
-0.081 9.841 -0.328 |0.366 2.014 -0.183 |16084
-0.079 9.836 -0.344 |0.305 2.075 0.000 |16708
-0.060 9.836 -0.385 |0.305 2.075 0.000 |16208
-0.053 9.848 -0.356 |0.183 2.075 0.061 |16333
-0.057 9.872 -0.352 |0.122 2.014 -0.061 |17709
-0.033 9.862 -0.380 |0.183 2.014 -0.122 |25792
-0.060 9.829 -0.337 |0.305 2.136 -0.122 |18875
-0.076 9.812 -0.295 |0.305 2.197 -0.061 |16750
-0.076 9.829 -0.271 |0.244 2.258 -0.122 |17417
-0.084 9.841 -0.292 |0.244 2.075 -0.122 |16792
-0.067 9.853 -0.354 |0.183 2.136 0.061 |16334
-0.062 9.838 -0.363 |0.122 2.197 0.061 |16625
-0.057 9.812 -0.321 |0.061 2.258 -0.061 |16417
-0.072 9.819 -0.297 |-0.061 2.258 -0.244 |17084
-0.081 9.843 -0.361 |-0.061 2.319 -0.244 |55583
-0.074 9.836 -0.333 |-0.061 2.258 -0.183 |55875
-0.065 9.812 -0.333 |-0.061 2.441 -0.366 |55250
-0.079 9.827 -0.295 |-0.122 2.380 -0.122 |16667
-0.072 9.815 -0.333 |-0.122 2.319 -0.122 |16750
-0.043 9.824 -0.349 |-0.122 2.319 -0.122 |16750
-0.053 9.841 -0.344 |-0.122 2.380 -0.122 |16750
-0.086 9.841 -0.352 |-0.061 2.441 0.000 |16541
-0.088 9.834 -0.314 |0.061 2.441 -0.122 |17291
-0.074 9.855 -0.287 |0.061 2.441 -0.122 |16500
-0.079 9.850 -0.276 |-0.122 2.563 0.000 |16541
-0.067 9.841 -0.264 |-0.183 2.747 0.122 |16625
-0.062 9.848 -0.342 |-0.244 2.869 0.061 |16375
-0.086 9.824 -0.420 |-0.305 2.869 -0.122 |16458
-0.103 9.815 -0.385 |-0.244 2.747 -0.183 |16458
-0.086 9.817 -0.325 |-0.061 2.747 -0.122 |24666
-0.055 9.815 -0.335 |0.000 2.686 -0.122 |17542
-0.060 9.812 -0.375 |-0.061 2.686 -0.183 |17875
-0.067 9.812 -0.409 |-0.122 2.625 -0.244 |16917
-0.060 9.805 -0.363 |-0.244 2.747 -0.183 |16375
-0.096 9.812 -0.290 |-0.305 2.808 -0.183 |16250
-0.110 9.824 -0.280 |-0.305 2.808 -0.183 |16292
-0.100 9.831 -0.292 |-0.244 2.808 -0.244 |16458
-0.100 9.831 -0.292 |-0.183 2.930 -0.122 |16667
-0.076 9.855 -0.304 |-0.183 2.991 0.000 |16166
-0.057 9.870 -0.254 |-0.244 2.991 0.122 |16417
-0.079 9.884 -0.261 |-0.305 2.991 0.061 |16875
-0.079 9.898 -0.318 |-0.305 2.930 0.000 |16333
-0.060 9.862 -0.328 |-0.305 2.930 0.000 |16208
-0.060 9.843 -0.337 |-0.366 2.930 -0.061 |16417
-0.084 9.827 -0.378 |-0.427 2.930 -0.122 |16625
-0.096 9.800 -0.397 |-0.610 3.052 -0.122 |16583
-0.084 9.834 -0.330 |-0.610 3.235 -0.061 |16291
-0.086 9.872 -0.337 |-0.610 3.357 -0.122 |16333
-0.105 9.874 -0.304 |-0.610 3.418 -0.305 |18125
-0.091 9.834 -0.259 |-0.610 3.357 -0.183 |18375
-0.065 9.824 -0.295 |-0.671 3.296 0.000 |16458
-0.079 9.841 -0.285 |-0.671 3.357 -0.061 |16334
-0.100 9.841 -0.273 |-0.610 3.296 -0.122 |22584
-0.091 9.838 -0.302 |-0.610 3.235 -0.183 |17917
-0.076 9.817 -0.337 |-0.488 3.235 -0.183 |20875
-0.062 9.779 -0.361 |-0.366 3.235 -0.244 |17958
-0.072 9.781 -0.344 |-0.427 3.296 -0.244 |17333
-0.091 9.795 -0.314 |-0.610 3.357 -0.183 |18166
-0.100 9.829 -0.299 |-0.671 3.235 -0.122 |17334
-0.100 9.829 -0.299 |-0.671 3.235 -0.122 |16542
-0.084 9.843 -0.285 |-0.671 3.418 -0.183 |16292
-0.053 9.855 -0.299 |-0.732 3.540 -0.183 |16167
-0.036 9.855 -0.330 |-0.732 3.601 -0.183 |16583
-0.060 9.829 -0.349 |-0.732 3.601 -0.183 |16625
-0.091 9.867 -0.323 |-0.793 3.540 -0.122 |16666
-0.093 9.870 -0.349 |-0.916 3.479 0.061 |16667
-0.081 9.860 -0.344 |-0.977 3.418 0.122 |17083
-0.065 9.877 -0.373 |-0.977 3.540 0.061 |16667
-0.088 9.862 -0.390 |-0.854 3.479 0.000 |16417
-0.076 9.850 -0.290 |-0.854 3.540 -0.122 |16375
-0.060 9.865 -0.309 |-0.793 3.662 -0.366 |16833
-0.062 9.860 -0.354 |-0.916 3.784 -0.305 |16625
-0.067 9.827 -0.318 |-1.038 3.845 -0.122 |16416
-0.086 9.843 -0.309 |-1.038 3.845 0.061 |17666
-0.067 9.874 -0.304 |-0.977 3.906 0.183 |48750
-0.067 9.874 -0.304 |-0.916 4.028 0.122 |17750
-0.048 9.836 -0.271 |-0.854 4.028 -0.061 |17333
-0.062 9.812 -0.283 |-0.916 4.028 -0.183 |17458
-0.060 9.827 -0.314 |-0.977 4.028 -0.244 |16792
-0.048 9.838 -0.342 |-0.977 4.028 -0.183 |16209
-0.060 9.843 -0.314 |-0.916 3.845 -0.122 |233375
-0.076 9.824 -0.323 |-0.916 3.906 -0.183 |20500
-0.086 9.798 -0.316 |-0.977 3.967 -0.244 |17041
-0.072 9.793 -0.264 |-0.977 4.028 -0.183 |16584
-0.065 9.810 -0.342 |-0.977 3.967 -0.061 |17167
-0.060 9.827 -0.335 |-0.977 3.967 -0.061 |16834
-0.065 9.824 -0.306 |-0.916 4.089 -0.061 |16334
-0.079 9.815 -0.337 |-1.099 4.456 -0.122 |26250
-0.086 9.815 -0.295 |-1.160 4.517 -0.122 |17625
-0.053 9.819 -0.328 |-1.099 4.456 -0.061 |16583
-0.026 9.829 -0.347 |-1.099 4.456 -0.061 |16458
-0.076 9.848 -0.271 |-1.099 4.272 -0.183 |17500
-0.091 9.865 -0.249 |-1.099 4.211 -0.244 |16375
-0.072 9.882 -0.295 |-1.099 4.211 -0.183 |16791
-0.060 9.853 -0.311 |-1.099 4.211 -0.183 |16334
-0.065 9.831 -0.314 |-1.099 4.211 -0.183 |16250
-0.086 9.855 -0.264 |-1.160 4.272 -0.183 |15958
-0.074 9.862 -0.230 |-1.282 4.456 -0.122 |16459
-0.048 9.860 -0.259 |-1.343 4.578 -0.061 |16167
-0.029 9.831 -0.280 |-1.282 4.517 0.061 |16291
-0.029 9.827 -0.283 |-1.099 4.456 0.000 |15875
-0.029 9.827 -0.283 |-0.977 4.395 0.000 |16333
-0.048 9.858 -0.280 |-1.038 4.395 -0.061 |16666
-0.053 9.829 -0.292 |-1.099 4.517 -0.183 |16334
-0.055 9.819 -0.333 |-1.160 4.517 -0.244 |16416
-0.081 9.848 -0.368 |-1.160 4.517 -0.244 |16334
-0.074 9.867 -0.380 |-1.099 4.639 -0.244 |55834
-0.048 9.865 -0.278 |-1.038 4.578 -0.122 |16625
-0.055 9.872 -0.226 |-0.916 4.456 0.000 |16416
-0.072 9.848 -0.235 |-0.916 4.517 -0.061 |16542
-0.100 9.841 -0.280 |-1.038 4.639 -0.061 |16333
-0.098 9.827 -0.302 |-1.160 4.700 -0.122 |16917
-0.079 9.822 -0.257 |-1.221 4.822 -0.183 |22541
-0.084 9.843 -0.283 |-1.099 4.761 -0.183 |16542
-0.091 9.827 -0.295 |-1.038 4.639 -0.183 |16250
-0.076 9.774 -0.280 |-1.038 4.639 -0.122 |55625
-0.060 9.822 -0.321 |-1.099 4.822 -0.061 |16792
-0.057 9.870 -0.330 |-1.160 4.944 -0.183 |16333
-0.062 9.848 -0.328 |-1.221 5.005 -0.183 |16042
-0.084 9.855 -0.352 |-1.160 5.066 -0.183 |16458
-0.072 9.889 -0.347 |-1.099 4.944 -0.183 |16167
-0.067 9.886 -0.349 |-1.160 4.883 -0.122 |16750
-0.100 9.855 -0.321 |-1.099 4.944 0.061 |16125
-0.072 9.877 -0.287 |-1.099 5.066 0.244 |16291
-0.072 9.877 -0.287 |-1.160 5.005 0.183 |16208
-0.045 9.877 -0.285 |-1.099 5.005 0.061 |15958
-0.060 9.817 -0.285 |-0.977 5.066 -0.061 |16417
-0.074 9.805 -0.261 |-1.160 5.066 -0.183 |16208
-0.086 9.824 -0.238 |-1.221 5.127 -0.244 |16000
-0.074 9.855 -0.264 |-1.221 5.127 -0.244 |16209
-0.076 9.858 -0.297 |-1.160 5.066 -0.122 |16250
-0.067 9.850 -0.333 |-1.099 5.066 0.061 |16083
-0.050 9.867 -0.323 |-1.038 5.188 0.061 |16250
-0.055 9.874 -0.264 |-1.099 5.310 0.000 |15750
-0.041 9.867 -0.247 |-1.160 5.310 -0.061 |16125
-0.076 9.836 -0.285 |-1.038 5.188 -0.122 |16208
-0.093 9.822 -0.278 |-0.977 5.066 -0.183 |16334
-0.067 9.838 -0.242 |-1.038 5.066 -0.061 |23750
-0.062 9.843 -0.271 |-1.038 5.188 0.061 |55917
-0.072 9.822 -0.309 |-0.977 5.371 -0.122 |16625
-0.074 9.843 -0.292 |-0.977 5.432 -0.122 |16541
-0.093 9.882 -0.254 |-0.977 5.432 -0.061 |16417
-0.110 9.882 -0.309 |-1.038 5.432 -0.061 |16458
-0.067 9.872 -0.306 |-1.099 5.432 0.000 |15750
-0.067 9.872 -0.306 |-1.099 5.493 0.061 |16208
-0.041 9.848 -0.252 |-1.099 5.615 0.122 |16208
-0.069 9.822 -0.295 |-1.099 5.493 0.122 |16291
-0.072 9.850 -0.276 |-1.099 5.432 0.122 |55541
-0.098 9.889 -0.271 |-1.038 5.554 0.000 |17041
-0.079 9.896 -0.290 |-0.916 5.615 -0.244 |16625
-0.060 9.848 -0.273 |-0.854 5.737 -0.183 |16250
-0.057 9.855 -0.292 |-0.916 5.737 -0.061 |16833
-0.041 9.867 -0.318 |-0.977 5.676 0.000 |16292
-0.041 9.867 -0.318 |-0.916 5.737 0.061 |16333
-0.048 9.855 -0.273 |-0.916 5.859 0.061 |16416
-0.062 9.872 -0.226 |-0.793 5.981 -0.061 |16750
-0.074 9.862 -0.271 |-0.732 5.920 -0.122 |16542
-0.086 9.858 -0.247 |-0.732 5.920 0.000 |23167
-0.084 9.841 -0.264 |-0.732 5.859 0.061 |56042
-0.086 9.841 -0.249 |-0.854 5.920 0.000 |15875
-0.074 9.862 -0.278 |-0.916 5.920 -0.061 |516833
-0.093 9.850 -0.290 |-0.793 5.859 -0.061 |19375
-0.103 9.822 -0.280 |-0.793 5.798 -0.061 |17000
-0.079 9.853 -0.306 |-0.793 5.798 -0.061 |16792
-0.088 9.865 -0.323 |-0.854 5.798 0.061 |17708
-0.076 9.867 -0.292 |-0.854 5.859 0.061 |16333
-0.048 9.896 -0.230 |-0.854 5.981 -0.122 |230416
-0.048 9.877 -0.273 |-0.793 6.165 -0.244 |55958
-0.062 9.819 -0.309 |-0.793 6.104 -0.122 |16375
-0.076 9.819 -0.309 |-0.854 6.042 -0.122 |16625
-0.065 9.834 -0.333 |-0.916 6.104 -0.244 |16542
-0.036 9.848 -0.295 |-0.916 6.104 -0.244 |16750
-0.043 9.877 -0.257 |-0.793 6.104 -0.244 |16542
-0.074 9.860 -0.268 |-0.671 6.104 -0.244 |16292
-0.086 9.829 -0.280 |-0.610 6.165 -0.305 |16125
-0.088 9.831 -0.254 |-0.732 6.226 -0.122 |53791
-0.084 9.855 -0.252 |-0.671 6.226 0.000 |16750
-0.096 9.872 -0.323 |-0.610 6.226 0.000 |16625
-0.072 9.862 -0.316 |-0.671 6.348 -0.061 |55000
-0.079 9.807 -0.323 |-0.671 6.409 -0.122 |17209
-0.060 9.807 -0.283 |-0.610 6.470 -0.061 |16875
-0.062 9.829 -0.283 |-0.671 6.531 0.000 |16833
-0.057 9.848 -0.287 |-0.671 6.592 0.000 |16208
-0.057 9.848 -0.287 |-0.732 6.653 -0.122 |16708
-0.062 9.827 -0.252 |-0.732 6.653 -0.305 |16167
-0.084 9.836 -0.257 |-0.732 6.592 -0.183 |16208
-0.055 9.853 -0.268 |-0.610 6.531 -0.183 |54583
-0.079 9.850 -0.271 |-0.488 6.409 -0.183 |16125
-0.076 9.850 -0.264 |-0.488 6.409 -0.244 |16042
-0.055 9.841 -0.252 |-0.488 6.470 -0.366 |16667
-0.048 9.853 -0.230 |-0.549 6.653 -0.122 |24667
-0.072 9.870 -0.214 |-0.549 6.775 -0.061 |18625
-0.093 9.865 -0.252 |-0.488 6.775 -0.122 |17708
-0.100 9.877 -0.287 |-0.488 6.775 -0.122 |16833
-0.100 9.865 -0.285 |-0.366 6.775 -0.183 |17417
-0.072 9.865 -0.309 |-0.305 6.836 -0.122 |16666
-0.031 9.867 -0.309 |-0.305 6.836 0.000 |17083
-0.019 9.867 -0.309 |-0.366 6.897 -0.061 |17250
-0.062 9.860 -0.285 |-0.366 6.958 -0.244 |17542
-0.081 9.838 -0.273 |-0.305 6.836 -0.366 |17084
-0.067 9.865 -0.295 |-0.244 6.897 -0.244 |16333
-0.062 9.877 -0.252 |-0.183 6.897 -0.183 |16125
-0.053 9.872 -0.245 |-0.183 6.958 -0.122 |16708
-0.041 9.860 -0.219 |-0.305 7.019 -0.061 |16291
-0.041 9.860 -0.219 |-0.366 7.019 0.061 |16125
-0.062 9.834 -0.235 |-0.244 7.141 0.000 |16000
-0.076 9.879 -0.240 |-0.122 7.080 -0.122 |56208
-0.060 9.889 -0.278 |-0.244 7.019 -0.122 |16500
-0.053 9.853 -0.266 |-0.244 7.141 -0.122 |16791
-0.062 9.870 -0.259 |-0.244 7.202 -0.244 |16167
-0.062 9.870 -0.259 |-0.122 7.202 -0.183 |56084
-0.076 9.862 -0.209 |-0.061 7.141 -0.122 |16875
-0.076 9.867 -0.283 |-0.122 7.263 -0.122 |16834
-0.079 9.879 -0.323 |-0.183 7.324 -0.244 |16083
-0.038 9.841 -0.321 |-0.183 7.263 -0.366 |16292
-0.038 9.841 -0.321 |-0.061 7.141 -0.305 |23375
-0.076 9.850 -0.299 |0.061 7.141 -0.122 |56250
-0.079 9.870 -0.302 |0.000 7.324 -0.061 |55875
-0.053 9.884 -0.192 |0.000 7.263 -0.061 |16875
-0.057 9.841 -0.252 |0.061 7.385 -0.244 |16500
-0.103 9.867 -0.228 |0.122 7.446 -0.305 |16584
-0.103 9.867 -0.228 |0.000 7.385 -0.122 |16250
-0.088 9.874 -0.197 |0.000 7.385 0.000 |15833
-0.067 9.858 -0.257 |0.061 7.507 -0.061 |16833
-0.096 9.874 -0.264 |0.061 7.507 -0.061 |16625
-0.096 9.879 -0.230 |0.122 7.385 0.000 |55167
-0.091 9.894 -0.221 |0.061 7.385 -0.061 |17833
-0.086 9.903 -0.261 |0.122 7.507 -0.183 |17250
-0.065 9.891 -0.280 |0.122 7.629 -0.183 |16750
-0.069 9.882 -0.271 |0.122 7.629 -0.183 |16750
-0.072 9.843 -0.259 |0.183 7.690 -0.244 |16584
-0.069 9.848 -0.261 |0.183 7.629 -0.244 |16459
-0.069 9.874 -0.287 |0.244 7.568 -0.122 |16500
-0.076 9.874 -0.268 |0.183 7.690 -0.061 |16250
-0.103 9.862 -0.240 |0.244 7.690 -0.061 |16708
-0.084 9.858 -0.226 |0.305 7.629 -0.183 |16583
-0.088 9.848 -0.266 |0.366 7.751 -0.244 |16209
-0.072 9.858 -0.328 |0.366 7.874 -0.244 |16333
-0.024 9.860 -0.309 |0.366 7.874 -0.183 |16500
-0.024 9.860 -0.309 |0.366 7.751 -0.183 |16333
-0.091 9.836 -0.280 |0.427 7.568 -0.122 |23542
-0.100 9.855 -0.292 |0.488 7.568 -0.183 |17667
-0.074 9.829 -0.278 |0.610 7.690 -0.305 |17958
-0.072 9.834 -0.245 |0.671 7.812 -0.366 |17875
-0.086 9.853 -0.230 |0.549 7.996 -0.305 |16709
-0.091 9.841 -0.259 |0.366 8.057 -0.305 |16958
-0.091 9.841 -0.259 |0.305 7.996 -0.183 |55291
-0.105 9.860 -0.257 |0.366 7.996 -0.183 |17083
-0.065 9.834 -0.290 |0.549 7.996 -0.183 |16541
-0.060 9.838 -0.363 |0.610 7.935 -0.366 |16667
-0.074 9.841 -0.311 |0.610 7.935 -0.366 |55375
-0.074 9.850 -0.223 |0.610 7.874 -0.366 |16417
-0.065 9.850 -0.190 |0.610 7.874 -0.305 |227709
-0.069 9.846 -0.200 |0.610 7.935 -0.183 |19791
-0.060 9.838 -0.221 |0.732 7.996 -0.244 |17458
-0.072 9.843 -0.233 |0.854 8.057 -0.244 |16916
-0.074 9.884 -0.259 |0.854 8.179 -0.122 |56458
-0.067 9.877 -0.280 |0.793 8.362 -0.061 |51292
-0.067 9.862 -0.280 |0.854 8.240 -0.061 |18459
-0.072 9.853 -0.254 |0.916 8.179 -0.122 |17125
-0.076 9.850 -0.242 |0.793 8.179 -0.183 |17333
-0.072 9.865 -0.261 |0.793 8.179 -0.122 |16875
-0.088 9.894 -0.311 |0.854 8.240 -0.122 |17041
-0.072 9.874 -0.285 |0.916 8.301 -0.122 |23792
-0.065 9.853 -0.257 |0.793 8.240 -0.122 |56666
-0.079 9.872 -0.226 |0.671 8.118 -0.183 |17167
-0.067 9.889 -0.219 |0.854 8.179 -0.244 |16666
-0.084 9.884 -0.254 |0.854 8.179 -0.244 |16833
-0.112 9.858 -0.264 |0.977 8.301 -0.366 |16625
-0.098 9.884 -0.261 |0.916 8.423 -0.427 |17291
-0.081 9.939 -0.233 |0.793 8.667 -0.305 |16833
-0.081 9.891 -0.273 |0.916 8.667 -0.183 |16583
-0.079 9.836 -0.304 |1.099 8.545 -0.122 |16708
-0.081 9.841 -0.283 |1.160 8.545 -0.061 |16833
-0.079 9.860 -0.268 |1.099 8.606 -0.122 |16875
-0.086 9.882 -0.276 |0.977 8.545 -0.244 |16666
-0.065 9.874 -0.311 |0.916 8.606 -0.183 |16667
-0.036 9.848 -0.325 |0.916 8.789 -0.183 |113417
-0.060 9.831 -0.352 |1.099 8.789 -0.244 |16917
-0.045 9.848 -0.299 |1.221 8.667 -0.244 |16500
-0.045 9.848 -0.299 |1.282 8.728 -0.183 |16375
-0.012 9.874 -0.268 |1.282 8.850 -0.061 |16542
-0.043 9.862 -0.299 |1.221 8.850 -0.122 |17125
-0.069 9.855 -0.304 |1.221 8.911 -0.305 |16500
-0.093 9.860 -0.304 |1.221 8.911 -0.305 |16708
-0.120 9.831 -0.235 |1.404 8.728 -0.183 |55625
-0.091 9.836 -0.173 |1.404 8.667 -0.122 |17542
-0.067 9.870 -0.207 |1.282 8.789 -0.122 |17417
-0.081 9.879 -0.309 |1.343 8.972 -0.183 |16750
-0.062 9.882 -0.290 |1.343 9.033 -0.183 |16666
-0.031 9.860 -0.264 |1.404 8.972 -0.244 |16416
-0.041 9.848 -0.302 |1.404 8.972 -0.244 |16625
-0.041 9.858 -0.283 |1.343 8.911 -0.183 |16166
-0.055 9.850 -0.233 |1.343 8.850 -0.183 |16542
-0.069 9.855 -0.202 |1.404 9.033 -0.183 |16166
-0.060 9.817 -0.245 |1.404 9.094 -0.183 |22375
-0.084 9.807 -0.268 |1.343 9.033 -0.366 |55833
-0.062 9.822 -0.302 |1.282 8.972 -0.366 |16250
-0.079 9.824 -0.264 |1.404 9.033 -0.244 |16542
-0.081 9.841 -0.280 |1.465 9.155 -0.183 |16208
-0.108 9.877 -0.280 |1.465 9.155 -0.183 |16750
-0.110 9.886 -0.299 |1.526 9.216 -0.366 |16375
-0.065 9.862 -0.342 |1.526 9.277 -0.366 |16209
-0.065 9.862 -0.342 |1.465 9.277 -0.183 |16250
-0.043 9.884 -0.285 |1.465 9.216 -0.061 |16583
-0.062 9.901 -0.261 |1.526 9.277 -0.183 |55250
-0.029 9.882 -0.257 |1.465 9.277 -0.366 |17500
-0.038 9.853 -0.302 |1.404 9.399 -0.427 |16750
-0.062 9.841 -0.330 |1.526 9.460 -0.244 |16584
-0.062 9.841 -0.330 |1.648 9.399 -0.183 |16708
-0.048 9.831 -0.321 |1.648 9.216 -0.244 |16542
-0.055 9.829 -0.273 |1.526 9.277 -0.244 |16709
-0.067 9.846 -0.254 |1.465 9.399 -0.305 |16709
-0.060 9.838 -0.242 |1.404 9.338 -0.366 |16667
-0.043 9.841 -0.273 |1.404 9.338 -0.366 |16833
-0.041 9.841 -0.302 |1.404 9.399 -0.427 |16667
-0.065 9.834 -0.257 |1.526 9.460 -0.305 |16459
-0.084 9.867 -0.266 |1.587 9.460 -0.244 |16709
-0.105 9.862 -0.249 |1.648 9.460 -0.183 |16500
-0.093 9.848 -0.221 |1.526 9.521 -0.488 |24625
-0.072 9.879 -0.249 |1.526 9.583 -0.549 |18958
-0.057 9.872 -0.257 |1.465 9.644 -0.427 |17167
-0.062 9.865 -0.273 |1.465 9.644 -0.427 |17625
-0.069 9.870 -0.287 |1.465 9.644 -0.366 |17875
-0.069 9.858 -0.276 |1.404 9.644 -0.427 |16375
-0.055 9.867 -0.207 |1.465 9.644 -0.366 |56375
-0.065 9.872 -0.359 |1.526 9.644 -0.305 |16625
-0.045 9.867 -0.323 |1.526 9.644 -0.244 |16625
-0.055 9.824 -0.347 |1.526 9.766 -0.183 |16500
-0.062 9.795 -0.311 |1.587 9.766 -0.122 |55750
-0.060 9.850 -0.221 |1.648 9.705 -0.427 |17834
-0.079 9.874 -0.226 |1.770 9.766 -0.488 |17291
-0.108 9.865 -0.259 |1.648 9.766 -0.549 |17125
-0.103 9.853 -0.266 |1.587 9.766 -0.549 |16833
-0.084 9.850 -0.273 |1.587 9.827 -0.427 |16458
-0.103 9.819 -0.297 |1.648 9.827 -0.305 |54791
-0.127 9.805 -0.238 |1.648 9.827 -0.427 |16875
-0.105 9.843 -0.209 |1.709 9.888 -0.366 |16417
-0.072 9.862 -0.264 |1.648 9.949 -0.244 |16791
-0.055 9.870 -0.335 |1.587 9.888 -0.183 |243458
-0.050 9.853 -0.283 |1.587 9.766 -0.244 |18583
-0.074 9.834 -0.207 |1.526 9.827 -0.366 |16250
-0.081 9.824 -0.240 |1.587 9.949 -0.305 |25000
-0.036 9.850 -0.271 |1.587 10.010 -0.244 |26416
-0.057 9.829 -0.257 |1.526 10.071 -0.244 |61333
-0.079 9.812 -0.252 |1.587 10.132 -0.244 |18375
-0.076 9.843 -0.254 |1.648 10.132 -0.305 |18125
-0.084 9.853 -0.297 |1.587 10.071 -0.305 |18208
-0.079 9.831 -0.309 |1.709 9.949 -0.366 |55541
-0.076 9.812 -0.283 |1.770 9.949 -0.366 |16833
-0.088 9.865 -0.276 |1.831 10.071 -0.488 |22375
-0.096 9.910 -0.287 |1.831 10.132 -0.488 |18375
-0.108 9.884 -0.297 |1.648 10.010 -0.305 |18708
-0.110 9.846 -0.306 |1.587 9.888 -0.122 |16500
-0.100 9.855 -0.316 |1.526 10.010 -0.122 |18333
-0.072 9.843 -0.271 |1.587 10.132 -0.183 |17917
-0.062 9.843 -0.249 |1.709 10.193 -0.183 |62375
-0.076 9.870 -0.247 |1.648 10.315 -0.244 |23375
-0.096 9.834 -0.273 |1.648 10.376 -0.366 |22542
-0.093 9.822 -0.290 |1.709 10.376 -0.305 |20333
-0.100 9.841 -0.292 |1.831 10.315 -0.122 |18541
-0.086 9.846 -0.268 |1.953 10.254 -0.183 |18583
-0.086 9.846 -0.268 |1.770 10.315 -0.244 |18292
-0.072 9.836 -0.211 |1.587 10.376 -0.305 |60667
-0.057 9.860 -0.273 |1.587 10.376 -0.366 |19083
-0.084 9.853 -0.314 |1.648 10.315 -0.366 |18542
-0.100 9.850 -0.309 |1.648 10.376 -0.366 |27542
-0.098 9.843 -0.276 |1.709 10.437 -0.305 |21458
-0.093 9.838 -0.280 |1.709 10.437 -0.305 |18708
-0.074 9.850 -0.259 |1.709 10.437 -0.305 |18667
-0.057 9.860 -0.204 |1.648 10.437 -0.244 |18250
-0.048 9.850 -0.211 |1.648 10.498 -0.244 |18125
-0.067 9.862 -0.242 |1.587 10.437 -0.244 |18375
-0.088 9.884 -0.268 |1.587 10.376 -0.305 |18458
-0.088 9.838 -0.328 |1.526 10.437 -0.244 |60917
-0.105 9.836 -0.321 |1.648 10.620 -0.183 |18750
-0.100 9.867 -0.287 |1.770 10.681 -0.244 |18250
-0.065 9.841 -0.304 |1.770 10.742 -0.427 |18375
-0.067 9.831 -0.328 |1.709 10.864 -0.549 |18542
-0.038 9.831 -0.340 |1.587 10.864 -0.549 |18375
-0.041 9.831 -0.366 |1.465 10.864 -0.366 |18667
-0.041 9.831 -0.366 |1.343 10.864 -0.305 |18584
-0.072 9.855 -0.335 |1.282 10.803 -0.244 |18250
