initializing xbee... 
starting print thread... 
starting setpoint thread... 
initializing imu... 
initializing controller...
initializing motors...
PWM intializedPins initializedresetting encoders...
initializing odometry...
attaching imu interupt...
we are running!!!...

RUNNING: Hold upright to balance.
                 SENSORS               |            MOCAP            |
    θ    |    φ    |  Time   |  Gamma  |  L Enc  |  R Enc  |    X    |    Y    |    ψ    | Sat Flag|
1901725709,0.001,-0.758, -0.029, -0.000,
1942309750,0.001,-0.761, -0.029, -0.000,
1982637167,0.001,-0.765, -0.029, -0.000,
2022953834,0.001,-0.768, -0.029, -0.000,
2063269375,0.001,-0.778, -0.029, -0.000,
2103653959,0.003,-0.811, -0.030, -0.000,
2143975750,0.005,-0.873, -0.033, -0.000,
2184294000,0.003,-0.943, -0.036, -0.000,
2224801709,0.001,-0.979, -0.038, -0.000,
2265305125,0.004,-0.966, -0.038, -0.000,
2305833417,0.001,-0.943, -0.037, -0.000,
2346299125,-0.003,-0.941, -0.037, -0.000,
2386820875,-0.004,-0.943, -0.037, -0.000,
2427223042,-0.004,-0.954, -0.037, -0.000,
2467752584,0.001,-0.968, -0.037, -0.000,
2508280459,0.001,-0.969, -0.037, -0.000,
2548808750,0.000,-0.975, -0.037, -0.000,
2589263500,-0.003,-0.989, -0.038, -0.000,
2629584126,-0.015,-1.035, -0.039, -0.000,
2670034792,-0.012,-1.085, -0.042, -0.000,
2711086251,-0.006,-1.150, -0.045, -0.000,
2751384542,0.000,-1.133, -0.045, -0.000,
2791679501,0.000,-1.111, -0.044, -0.000,
2831977667,-0.004,-1.076, -0.043, -0.000,
2872275709,-0.006,-1.033, -0.041, -0.000,
2912573292,-0.012,-1.004, -0.040, -0.000,
2952869667,-0.015,-0.992, -0.040, -0.000,
2993166792,-0.015,-0.949, -0.039, -0.000,
3033464834,-0.017,-0.893, -0.037, -0.000,
3073759459,-0.017,-0.818, -0.033, -0.000,
3114473876,-0.012,-0.737, -0.029, -0.000,
3162490251,-0.004,-0.669, -0.026, -0.000,
3202985209,0.003,-0.656, -0.026, -0.000,
3243488709,0.001,-0.663, -0.026, -0.000,
3284015626,0.000,-0.649, -0.026, -0.000,
3324415917,-0.001,-0.629, -0.026, -0.000,
3364809167,-0.004,-0.535, -0.023, -0.000,
3405204459,-0.001,-0.432, -0.018, -0.000,
3445702501,-0.006,-0.307, -0.012, -0.000,
3486198584,-0.006,-0.232, -0.008, -0.000,
3526573334,-0.005,-0.244, -0.009, -0.000,
3567098251,0.004,-0.263, -0.010, -0.000,
3607746292,0.006,-0.208, -0.009, -0.000,
3648270751,0.015,-0.139, -0.006, -0.000,
3688781209,0.014,-0.047, -0.002, -0.000,
3729235084,0.008,0.031,  0.002, -0.000,
3769576667,0.003,0.032,  0.003, -0.000,
3809895042,0.006,0.027,  0.002, -0.000,
3851122959,0.010,0.027,  0.002, -0.000,
3891422251,0.009,0.058,  0.002, -0.000,
3931853292,0.001,0.086,  0.003, -0.000,
3972196917,-0.001,0.144,  0.005, -0.000,
4012490501,0.000,0.223,  0.008, -0.000,
4052788001,-0.005,0.320,  0.013, -0.000,
4093358001,-0.008,0.401,  0.017, -0.000,
4133946001,-0.009,0.429,  0.018, -0.000,
4174273209,-0.009,0.443,  0.018, -0.000,
4214765209,-0.009,0.462,  0.018, -0.000,
4255691334,-0.006,0.520,  0.019, -0.000,
4296196876,-0.004,0.626,  0.023, -0.000,
4336723959,-0.004,0.755,  0.030, -0.000,
4377127001,-0.003,0.878,  0.036, -0.000,
4417698542,0.000,0.905,  0.037, -0.000,
4458385042,0.005,0.905,  0.037, -0.000,
4499006542,0.012,0.901,  0.036, -0.000,
4539350917,0.004,0.953,  0.037, -0.000,
4579827584,0.008,1.040,  0.040, -0.000,
4620181834,0.003,1.134,  0.045, -0.000,
4660783501,-0.005,1.238,  0.050, -0.000,
4701137209,-0.009,1.250,  0.051, -0.000,
4741441542,-0.010,1.257,  0.051, -0.000,
4782214834,-0.009,1.273,  0.051, -0.000,
4822538334,-0.005,1.312,  0.051, -0.000,
4863016876,-0.006,1.402,  0.055, -0.000,
4903561334,-0.003,1.486,  0.059, -0.000,
4944082917,-0.003,1.579,  0.063, -0.000,
4984475417,-0.001,1.637,  0.066, -0.000,
5024841376,0.000,1.635,  0.066, -0.000,
5065345126,0.000,1.647,  0.066, -0.000,
5106014001,0.000,1.664,  0.066, -0.000,
5146538501,-0.001,1.704,  0.066, -0.000,
5187063751,-0.001,1.801,  0.070, -0.000,
5227586917,-0.006,1.904,  0.075, -0.000,
5268074876,-0.009,2.014,  0.080, -0.000,
5308599751,-0.003,2.062,  0.083, -0.000,
5349047834,-0.008,2.053,  0.083, -0.000,
5389455292,-0.001,2.058,  0.083, -0.000,
5429761001,0.004,2.101,  0.083, -0.000,
5470268501,-0.003,2.185,  0.086, -0.000,
5510583001,-0.003,2.266,  0.090, -0.000,
5551028751,-0.001,2.354,  0.095, -0.000,
5591326793,-0.001,2.377,  0.095, -0.000,
5631795793,-0.008,2.376,  0.095, -0.000,
5672128334,-0.004,2.396,  0.095, -0.000,
5712740334,-0.008,2.454,  0.097, -0.000,
5753069001,-0.008,2.534,  0.100, -0.000,
5793676584,-0.010,2.620,  0.104, -0.001,
5834265251,-0.009,2.701,  0.108, -0.001,
5874592584,-0.003,2.715,  0.108, -0.001,
5914971751,-0.005,2.707,  0.108, -0.001,
5955410959,-0.005,2.719,  0.108, -0.001,
5995978793,-0.001,2.751,  0.109, -0.001,
6036429876,0.005,2.815,  0.110, -0.001,
6076959418,0.000,2.884,  0.113, -0.001,
6117360959,-0.004,2.977,  0.118, -0.001,
6157691501,-0.004,3.060,  0.122, -0.001,
6198281709,-0.001,3.083,  0.122, -0.001,
6238688876,-0.001,3.087,  0.122, -0.001,
6279137251,0.001,3.108,  0.122, -0.001,
6319494584,0.000,3.180,  0.124, -0.001,
6359797043,-0.004,3.255,  0.128, -0.001,
6400113626,-0.008,3.353,  0.132, -0.001,
6441364001,-0.005,3.424,  0.136, -0.001,
6481834793,-0.013,3.416,  0.135, -0.001,
6522249126,-0.012,3.420,  0.135, -0.001,
6562565251,-0.006,3.465,  0.136, -0.001,
6602878584,-0.005,3.547,  0.139, -0.001,
6643376543,-0.004,3.625,  0.143, -0.001,
6683710751,-0.005,3.719,  0.147, -0.001,
6724010751,-0.004,3.771,  0.150, -0.001,
6764302418,-0.008,3.764,  0.149, -0.001,
6804809834,-0.008,3.782,  0.149, -0.001,
6845338376,-0.009,3.810,  0.149, -0.001,
6886237584,-0.006,3.899,  0.152, -0.001,
6926739584,-0.010,3.982,  0.156, -0.001,
6967140168,-0.012,4.092,  0.161, -0.001,
7007663126,-0.009,4.179,  0.165, -0.001,
7048176376,-0.004,4.201,  0.167, -0.001,
7089026959,-0.003,4.196,  0.166, -0.001,
7129375084,-0.001,4.227,  0.167, -0.001,
7169731209,0.001,4.310,  0.170, -0.001,
7210144043,0.000,4.394,  0.173, -0.001,
7251308751,-0.006,4.515,  0.179, -0.001,
7291921626,-0.006,4.562,  0.181, -0.001,
7332242709,-0.009,4.555,  0.181, -0.001,
7372714168,-0.008,4.562,  0.181, -0.001,
7413180918,-0.008,4.600,  0.181, -0.001,
7453650459,0.000,4.700,  0.185, -0.001,
7494148876,-0.005,4.796,  0.190, -0.001,
7534670293,-0.009,4.904,  0.195, -0.001,
7575197626,-0.003,4.938,  0.197, -0.001,
7615725334,-0.003,4.924,  0.196, -0.001,
7656378584,0.004,4.939,  0.196, -0.001,
7697020334,-0.001,5.005,  0.198, -0.001,
7737525334,0.003,5.081,  0.201, -0.001,
7777970334,-0.003,5.178,  0.205, -0.001,
7818612584,-0.005,5.267,  0.209, -0.001,
7859236501,-0.004,5.285,  0.210, -0.001,
7899644959,-0.003,5.278,  0.210, -0.001,
7939954793,-0.004,5.310,  0.210, -0.001,
7981048334,0.006,5.404,  0.214, -0.001,
8021350334,0.003,5.499,  0.218, -0.001,
8061713584,-0.001,5.585,  0.222, -0.001,
8102222876,-0.001,5.614,  0.224, -0.001,
8142633543,-0.003,5.606,  0.224, -0.001,
8186524043,0.001,5.611,  0.224, -0.001,
8226832335,0.000,5.645,  0.224, -0.001,
8267231543,0.001,5.735,  0.227, -0.001,
8307553501,-0.001,5.809,  0.230, -0.001,
8347908043,-0.003,5.899,  0.235, -0.001,
8388391335,-0.004,5.935,  0.237, -0.001,
8429487043,-0.010,5.932,  0.237, -0.001,
8469793085,-0.008,5.939,  0.237, -0.001,
8510290168,-0.010,5.962,  0.237, -0.001,
8550653418,-0.004,6.022,  0.238, -0.001,
8591688626,-0.003,6.103,  0.241, -0.001,
8631989710,-0.005,6.199,  0.246, -0.001,
8672463335,-0.003,6.276,  0.250, -0.001,
8712790793,0.000,6.280,  0.250, -0.001,
8753152460,-0.001,6.274,  0.250, -0.001,
8793515251,0.000,6.299,  0.250, -0.001,
8834015585,0.001,6.371,  0.252, -0.001,
8874694376,0.001,6.456,  0.256, -0.001,
8915177960,-0.004,6.556,  0.261, -0.001,
8955843543,-0.006,6.634,  0.265, -0.001,
8996374585,-0.005,6.636,  0.265, -0.001,
9036925751,-0.001,6.633,  0.264, -0.001,
9077241251,0.001,6.660,  0.264, -0.001,
9117665001,0.001,6.742,  0.267, -0.001,
9158286668,-0.003,6.822,  0.271, -0.001,
9198681001,-0.005,6.911,  0.275, -0.001,
9239419710,-0.004,6.960,  0.277, -0.001,
9279737876,-0.010,6.956,  0.277, -0.001,
9320392001,-0.009,6.971,  0.277, -0.001,
9360888793,-0.010,6.993,  0.277, -0.001,
9401406210,-0.005,7.062,  0.279, -0.001,
9442029460,-0.008,7.157,  0.283, -0.001,
9482419376,-0.008,7.268,  0.288, -0.001,
9522722085,-0.005,7.354,  0.293, -0.001,
9563023251,-0.004,7.353,  0.293, -0.001,
9603404001,0.000,7.350,  0.293, -0.001,
9643708710,0.000,7.368,  0.293, -0.001,
9684014376,0.001,7.428,  0.294, -0.001,
9724323710,0.006,7.513,  0.298, -0.001,
9764809918,0.001,7.602,  0.302, -0.001,
9805130793,-0.003,7.689,  0.306, -0.001,
9845683168,-0.001,7.716,  0.308, -0.001,
9886290585,-0.004,7.703,  0.308, -0.001,
9927096418,0.000,7.727,  0.308, -0.001,
9967536210,0.001,7.805,  0.310, -0.001,
10007932751,-0.004,7.878,  0.313, -0.001,
10048330335,-0.006,7.969,  0.318, -0.001,
10088728585,-0.005,8.027,  0.320, -0.001,
10129236168,-0.003,8.025,  0.320, -0.001,
10169539626,-0.003,8.031,  0.320, -0.001,
10209847251,0.003,8.068,  0.321, -0.001,
10251084710,-0.008,8.164,  0.324, -0.001,
10292153668,-0.008,8.262,  0.329, -0.001,
10332459210,-0.008,8.344,  0.333, -0.001,
10372758126,-0.001,8.391,  0.335, -0.001,
10413059835,-0.006,8.389,  0.335, -0.001,
10453426376,-0.003,8.410,  0.335, -0.001,
10493819918,-0.005,8.480,  0.337, -0.001,
10534928543,-0.005,8.563,  0.340, -0.001,
10575585126,-0.006,8.657,  0.345, -0.001,
10616239501,-0.006,8.737,  0.349, -0.001,
10656748376,-0.003,8.768,  0.350, -0.001,
10697253293,-0.008,8.763,  0.350, -0.001,
10737794960,-0.009,8.772,  0.350, -0.001,
10778841835,-0.008,8.799,  0.350, -0.001,
10819155668,-0.004,8.884,  0.353, -0.001,
10859611501,-0.009,8.968,  0.356, -0.001,
10899987876,-0.012,9.080,  0.362, -0.001,
10940586251,-0.006,9.171,  0.366, -0.002,
10981044876,-0.013,9.165,  0.366, -0.002,
11021345377,-0.008,9.169,  0.365, -0.002,
11061820002,-0.006,9.215,  0.366, -0.002,
11102252168,0.009,9.294,  0.369, -0.002,
11142748085,0.004,9.386,  0.373, -0.001,
11183100252,-0.001,9.492,  0.378, -0.001,
11223469710,-0.004,9.557,  0.382, -0.001,
11263818710,-0.003,9.551,  0.381, -0.001,
11304314752,0.001,9.556,  0.381, -0.001,
11345347043,0.000,9.598,  0.382, -0.001,
11386020585,0.005,9.678,  0.385, -0.001,
11426461793,0.000,9.754,  0.388, -0.001,
11467261293,-0.006,9.849,  0.392, -0.001,
11507793335,-0.008,9.915,  0.395, -0.002,
11548324877,0.000,9.933,  0.396, -0.002,
11588665710,-0.003,9.938,  0.396, -0.002,
11629124752,0.000,9.983,  0.397, -0.002,
11669453585,-0.012,10.063,  0.400, -0.002,
11709769418,-0.012,10.174,  0.405, -0.002,
11750963252,-0.010,10.301,  0.411, -0.002,
11791317377,-0.006,10.330,  0.413, -0.002,
11831623252,-0.005,10.336,  0.413, -0.002,
11871925252,-0.001,10.342,  0.413, -0.002,
11912228835,-0.003,10.371,  0.413, -0.002,
11952535252,-0.004,10.491,  0.417, -0.002,
11992842252,-0.006,10.597,  0.422, -0.002,
12033211877,-0.009,10.735,  0.429, -0.002,
12073704585,-0.005,10.805,  0.432, -0.002,
12114251043,-0.009,10.800,  0.432, -0.002,
12154717877,0.003,10.783,  0.431, -0.002,
12195225627,0.001,10.840,  0.432, -0.002,
12235881585,0.014,10.929,  0.436, -0.002,
12276391002,0.008,11.045,  0.441, -0.002,
12316906543,0.000,11.141,  0.446, -0.002,
12357405293,-0.006,11.151,  0.447, -0.002,
12397942585,0.000,11.151,  0.446, -0.002,
12438624418,0.000,11.174,  0.446, -0.002,
12479391793,0.003,11.245,  0.448, -0.002,
12519742127,0.006,11.331,  0.452, -0.002,
12560974710,0.000,11.463,  0.458, -0.002,
12601276752,-0.003,11.539,  0.462, -0.002,
12641750960,-0.004,11.548,  0.462, -0.002,
12682357668,0.000,11.547,  0.462, -0.002,
12722717168,0.000,11.593,  0.463, -0.002,
12763714418,0.005,11.672,  0.466, -0.002,
12804248377,0.003,11.753,  0.470, -0.002,
12844734168,-0.003,11.838,  0.474, -0.002,
12885263127,-0.004,11.885,  0.476, -0.002,
12925778460,-0.010,11.891,  0.476, -0.002,
12966399335,-0.008,11.908,  0.476, -0.002,
13006938085,-0.003,11.958,  0.477, -0.002,
13047476127,-0.010,12.033,  0.479, -0.002,
13088016127,-0.009,12.117,  0.483, -0.002,
13128555627,-0.006,12.206,  0.487, -0.002,
13169029793,-0.003,12.257,  0.490, -0.002,
13213361418,-0.006,12.260,  0.490, -0.002,
13253664377,-0.006,12.266,  0.490, -0.002,
13294250335,-0.006,12.290,  0.490, -0.002,
13334631877,0.005,12.355,  0.492, -0.002,
13375126002,-0.003,12.440,  0.495, -0.002,
13415474543,-0.005,12.553,  0.500, -0.002,
13455801710,-0.004,12.650,  0.505, -0.002,
13496296960,-0.003,12.674,  0.506, -0.002,
13536943668,-0.001,12.675,  0.506, -0.002,
13577452418,0.001,12.690,  0.506, -0.002,
13617988210,0.000,12.737,  0.507, -0.002,
13658669210,0.003,12.821,  0.510, -0.002,
13699110127,-0.001,12.900,  0.514, -0.002,
13739446460,-0.004,12.979,  0.518, -0.002,
13779764585,-0.003,13.021,  0.519, -0.002,
13820901752,-0.009,13.021,  0.519, -0.002,
13861210335,-0.008,13.050,  0.519, -0.002,
13901592835,-0.005,13.126,  0.521, -0.002,
13941922669,-0.006,13.211,  0.525, -0.002,
13982428585,-0.008,13.321,  0.530, -0.002,
14022785294,-0.005,13.415,  0.535, -0.002,
14063530502,0.000,13.437,  0.536, -0.002,
14104066835,0.000,13.442,  0.536, -0.002,
14144642919,0.000,13.463,  0.536, -0.002,
14185173544,-0.001,13.505,  0.536, -0.002,
14225708127,0.003,13.594,  0.540, -0.002,
14266128419,0.000,13.682,  0.544, -0.002,
14306646377,-0.003,13.776,  0.548, -0.002,
14347184877,-0.004,13.818,  0.550, -0.002,
14387723752,-0.003,13.818,  0.550, -0.002,
14428142502,0.000,13.835,  0.550, -0.002,
14468677544,-0.001,13.891,  0.551, -0.002,
14509136127,0.003,13.972,  0.554, -0.002,
14549477502,-0.003,14.074,  0.559, -0.002,
14589798002,-0.006,14.166,  0.564, -0.002,
14630957377,-0.006,14.196,  0.565, -0.002,
14671268169,-0.010,14.204,  0.565, -0.002,
14711573294,-0.008,14.235,  0.565, -0.002,
14751941335,-0.008,14.317,  0.568, -0.002,
14792274377,-0.008,14.402,  0.572, -0.002,
14832724502,-0.005,14.504,  0.576, -0.002,
14873070377,-0.005,14.588,  0.580, -0.002,
14913546960,-0.001,14.597,  0.581, -0.002,
14954085169,-0.001,14.595,  0.581, -0.002,
14994495377,0.001,14.610,  0.581, -0.002,
15035305085,-0.004,14.686,  0.583, -0.002,
15075817835,0.000,14.785,  0.587, -0.002,
15116353335,0.001,14.887,  0.592, -0.002,
15156888919,-0.001,14.960,  0.596, -0.002,
15197299252,-0.008,14.964,  0.596, -0.002,
15237829669,-0.005,14.966,  0.596, -0.002,
15278325877,-0.006,14.987,  0.596, -0.002,
15318644002,-0.014,15.043,  0.598, -0.002,
15359122627,-0.004,15.139,  0.601, -0.002,
15399430752,-0.009,15.242,  0.606, -0.002,
15439892627,-0.009,15.341,  0.611, -0.002,
15481194127,-0.005,15.389,  0.613, -0.002,
15521840210,-0.009,15.380,  0.613, -0.002,
15562231752,-0.009,15.395,  0.613, -0.002,
15602561085,-0.012,15.446,  0.614, -0.002,
15643069294,-0.004,15.541,  0.618, -0.002,
15683606752,-0.008,15.647,  0.623, -0.002,
15724208710,-0.006,15.744,  0.627, -0.002,
15764536460,0.001,15.771,  0.629, -0.002,
15805042627,0.001,15.758,  0.628, -0.002,
15845820044,0.003,15.785,  0.628, -0.002,
15886440127,-0.001,15.846,  0.630, -0.002,
15926978377,0.004,15.925,  0.633, -0.002,
15967514085,-0.003,16.019,  0.637, -0.002,
16008054169,-0.006,16.113,  0.642, -0.002,
16048769335,-0.008,16.162,  0.644, -0.002,
16089151377,-0.006,16.159,  0.644, -0.002,
16129473127,-0.010,16.167,  0.644, -0.002,
16169789169,-0.005,16.198,  0.644, -0.002,
16210931544,-0.015,16.298,  0.648, -0.002,
16251232085,-0.017,16.381,  0.651, -0.002,
16291532002,-0.014,16.486,  0.657, -0.003,
16332011460,-0.004,16.541,  0.659, -0.003,
16372346585,-0.006,16.541,  0.659, -0.003,
16412652294,0.000,16.539,  0.659, -0.003,
16452958752,0.000,16.566,  0.659, -0.003,
16493270835,-0.001,16.651,  0.662, -0.003,
16533587502,-0.001,16.737,  0.666, -0.003,
16574092794,-0.009,16.832,  0.670, -0.003,
16614629211,-0.012,16.902,  0.674, -0.003,
16655168711,-0.012,16.923,  0.674, -0.003,
16695683127,-0.010,16.926,  0.674, -0.003,
16736134211,-0.009,16.961,  0.674, -0.003,
16776701252,-0.014,17.028,  0.676, -0.003,
16817519127,-0.014,17.094,  0.679, -0.003,
16857843461,-0.014,17.180,  0.683, -0.003,
16898421961,-0.010,17.258,  0.686, -0.003,
16939000586,-0.005,17.300,  0.688, -0.003,
16979473544,-0.003,17.310,  0.688, -0.003,
17019786711,0.003,17.341,  0.688, -0.003,
17060192127,-0.008,17.396,  0.690, -0.003,
17101260669,-0.014,17.478,  0.693, -0.003,
17141569586,-0.019,17.553,  0.697, -0.003,
17182155294,-0.019,17.635,  0.700, -0.003,
17222527877,-0.015,17.691,  0.703, -0.003,
17262825336,-0.004,17.713,  0.704, -0.003,
17303358294,0.003,17.737,  0.704, -0.003,
17343669377,-0.001,17.764,  0.704, -0.003,
17384148211,-0.013,17.832,  0.706, -0.003,
17424659252,-0.017,17.912,  0.710, -0.003,
17465158919,-0.019,18.004,  0.714, -0.003,
17505669544,-0.017,18.078,  0.718, -0.003,
17546409211,-0.006,18.111,  0.719, -0.003,
17586752877,-0.008,18.107,  0.719, -0.003,
17627274294,-0.010,18.119,  0.719, -0.003,
17667613961,-0.004,18.164,  0.720, -0.003,
17708146044,-0.013,18.244,  0.723, -0.003,
17748775461,-0.012,18.327,  0.727, -0.003,
17789182461,-0.009,18.409,  0.731, -0.003,
17829612086,-0.001,18.445,  0.732, -0.003,
17870004544,-0.001,18.429,  0.732, -0.003,
17911231794,0.000,18.454,  0.732, -0.003,
17951522044,0.006,18.499,  0.733, -0.003,
17991811919,0.000,18.570,  0.736, -0.003,
18032103252,-0.003,18.644,  0.739, -0.003,
18072643377,-0.004,18.709,  0.742, -0.003,
18113121461,-0.008,18.742,  0.743, -0.003,
18153595794,-0.006,18.745,  0.743, -0.003,
18194129086,-0.001,18.775,  0.744, -0.003,
18238571877,-0.006,18.826,  0.745, -0.003,
18279022127,-0.008,18.895,  0.748, -0.003,
18319352211,-0.010,18.969,  0.751, -0.003,
18359667252,-0.009,19.035,  0.755, -0.003,
18400890294,-0.003,19.082,  0.756, -0.003,
18441199294,-0.008,19.109,  0.757, -0.003,
18481570086,-0.005,19.136,  0.757, -0.004,
18522099461,-0.001,19.179,  0.759, -0.004,
18562462586,-0.003,19.235,  0.761, -0.004,
18602790211,-0.005,19.293,  0.764, -0.004,
18643115752,-0.008,19.342,  0.766, -0.004,
18683602211,-0.013,19.369,  0.766, -0.004,
18724204461,-0.014,19.398,  0.767, -0.004,
18764738627,-0.013,19.429,  0.767, -0.004,
18805773877,-0.013,19.468,  0.768, -0.004,
18846374669,-0.013,19.512,  0.770, -0.004,
18886704752,-0.014,19.558,  0.771, -0.004,
18927223586,-0.013,19.598,  0.772, -0.004,
18967573502,-0.010,19.632,  0.773, -0.004,
19008078002,-0.009,19.669,  0.774, -0.004,
19048592044,-0.005,19.712,  0.776, -0.004,
19089091669,-0.005,19.756,  0.777, -0.004,
19129405336,-0.008,19.799,  0.779, -0.004,
19169725127,-0.013,19.843,  0.780, -0.004,
19211084211,-0.014,19.891,  0.781, -0.004,
19251392544,-0.013,19.935,  0.783, -0.004,
19291764961,-0.012,19.977,  0.784, -0.004,
19332159252,-0.010,20.025,  0.785, -0.004,
19372493419,-0.008,20.075,  0.787, -0.004,
19412796753,-0.009,20.122,  0.789, -0.004,
19453276336,-0.009,20.166,  0.791, -0.004,
19493679711,-0.010,20.208,  0.792, -0.004,
19534332169,-0.012,20.244,  0.793, -0.004,
19574867586,-0.012,20.285,  0.794, -0.004,
19615405878,-0.014,20.325,  0.795, -0.004,
19655894919,-0.015,20.367,  0.797, -0.004,
19696428169,-0.018,20.412,  0.798, -0.004,
19737060086,-0.019,20.461,  0.800, -0.004,
19777594961,-0.018,20.514,  0.802, -0.004,
19818134044,-0.015,20.569,  0.804, -0.004,
19858765044,-0.012,20.620,  0.806, -0.004,
19899266586,-0.008,20.668,  0.808, -0.004,
19939586711,-0.008,20.708,  0.809, -0.004,
19979958919,-0.006,20.752,  0.810, -0.004,
20021133461,-0.008,20.807,  0.812, -0.004,
20061616419,-0.009,20.855,  0.814, -0.004,
20102153378,-0.010,20.904,  0.816, -0.004,
20142511211,-0.013,20.950,  0.817, -0.004,
20183015586,-0.017,20.992,  0.819, -0.004,
20223555836,-0.018,21.041,  0.820, -0.004,
20264089003,-0.014,21.100,  0.822, -0.004,
20304622461,-0.010,21.164,  0.825, -0.004,
20345158586,-0.006,21.222,  0.828, -0.004,
20385672336,-0.004,21.267,  0.829, -0.004,
20426479711,-0.003,21.306,  0.830, -0.004,
20466993919,-0.003,21.346,  0.831, -0.004,
20507338628,-0.004,21.390,  0.833, -0.004,
20547835169,-0.009,21.434,  0.834, -0.004,
20588373086,-0.014,21.486,  0.836, -0.004,
20629055461,-0.017,21.536,  0.838, -0.004,
20669364503,-0.018,21.596,  0.840, -0.004,
20709756503,-0.015,21.639,  0.842, -0.004,
20750907253,-0.014,21.695,  0.843, -0.004,
20791212294,-0.012,21.740,  0.845, -0.004,
20831512294,-0.010,21.789,  0.847, -0.004,
20871868753,-0.009,21.831,  0.848, -0.004,
20912175419,-0.009,21.877,  0.850, -0.005,
20952482753,-0.008,21.926,  0.851, -0.005,
20992964211,-0.012,21.968,  0.853, -0.005,
21033367544,-0.015,22.016,  0.854, -0.005,
21073704336,-0.019,22.063,  0.856, -0.005,
21114365211,-0.019,22.113,  0.858, -0.005,
21154900753,-0.017,22.165,  0.860, -0.005,
21195437044,-0.013,22.213,  0.862, -0.005,
21235845503,-0.012,22.267,  0.864, -0.005,
21276378586,-0.010,22.321,  0.866, -0.005,
21316913753,-0.008,22.371,  0.868, -0.005,
21357434419,-0.006,22.426,  0.870, -0.005,
21398097878,-0.008,22.475,  0.872, -0.005,
-1.579, 4.705, -7.862, 1.579, -0.008, 1.571 -------------------------------------------
21438432961,-0.008,22.515,  0.873, -0.005,
21478930128,-0.003,22.563,  0.875, -0.005,
21519289461,0.008,22.624,  0.877, -0.005,
21559608253,0.022,22.703,  0.881, -0.005,
21600862544,0.035,22.806,  0.885, -0.005,
21641174211,0.048,22.870,  0.888, -0.004,
21681480961,0.062,22.888,  0.890, -0.004,
21721788711,0.063,22.893,  0.890, -0.004,
21762244169,0.063,22.898,  0.890, -0.004,
21802569919,0.063,22.903,  0.890, -0.004,
21843072711,0.066,22.914,  0.890, -0.004,
21883608086,0.075,22.933,  0.891, -0.004,
21924189878,0.077,22.954,  0.891, -0.004,
21964965294,0.083,22.967,  0.891, -0.004,
22005458169,0.085,22.967,  0.891, -0.004,
22046001794,0.086,22.966,  0.891, -0.004,
22086541878,0.089,22.961,  0.891, -0.004,
22127081753,0.094,22.950,  0.891, -0.004,
22167621544,0.097,22.947,  0.891, -0.004,
22208175003,0.095,22.953,  0.891, -0.004,
22248803795,0.098,22.954,  0.891, -0.004,
22289145836,0.107,22.974,  0.892, -0.004,
22329458628,0.121,23.002,  0.893, -0.004,
22370048753,0.135,23.030,  0.895, -0.004,
22410587128,0.144,23.027,  0.895, -0.004,
22450882461,0.155,23.007,  0.894, -0.004,
22491188086,0.143,22.995,  0.893, -0.004,
22531495336,0.158,22.975,  0.892, -0.004,
22571850253,0.175,22.963,  0.891, -0.005,
22612360795,0.183,22.977,  0.891, -0.004,
22652858628,0.195,22.988,  0.891, -0.004,
